"","x"
"TMBIM6",30877.8027685523
"UBL5",30823.6654758524
"C1orf162",30820.5383523011
"C11orf31",30814.7023721852
"PEBP1",30783.0686025292
"C9orf16",30775.1519889368
"PPIB",30773.3047586532
"HNRNPK",30754.7320276439
"PSMB9",30714.1526975888
"SEPT7",30687.0020814861
"CALM2",30683.3484602515
"TPM3",30676.6468464595
"BTG2",30626.4764360329
"PARK7",30599.4221818041
"SEPT1",30565.7316529568
"PCBP1",30476.024914273
"ATP5A1",30428.1291891602
"UBE2D2",30426.7254430586
"CIB1",30421.7455334078
"COX6A1",30390.7485761888
"EIF3D",30387.329778226
"SAP18",30376.0475254205
"SRSF3",30333.3722660199
"PPP1R15A",30301.2130152278
"POLD4",30278.5801323515
"ARPC5",30260.8151722685
"LITAF",30140.4361023954
"NDUFB9",30122.4473538165
"COX5B",30117.4520360461
"NBEAL1",30083.6708405019
"CCND3",30001.1536668354
"JTB",30000.477685562
"CD63",29931.4705586096
"TRAPPC1",29925.5259659677
"H1FX",29889.643222858
"NDUFS5",29889.2915440784
"RAN",29795.2772549975
"PIK3IP1",29782.8356045002
"SAT1",29693.1748452558
"EID1",29616.5084307861
"SNX3",29475.0634159247
"DRAP1",29449.6531976149
"ATPIF1",29446.0680934222
"TSTD1",29444.2264706568
"S1PR4",29434.6396020859
"PRDX2",29366.8545767243
"CNN2",29345.4421303391
"FBL",29345.2586934335
"DUSP2",29310.8807609295
"CAP1",29237.6582312839
"NDUFB2",29235.8941172599
"NDUFA11",29228.2178913008
"S100A9",29094.0288595882
"COX7A2",29038.0945883909
"RHOA",29025.002786468
"DDIT4",28970.032954849
"BIN2",28869.1919587775
"SRSF7",28798.9288898121
"H2AFZ",28792.3673786314
"NDUFB8.1",28777.3194095007
"SNHG8",28689.8687367484
"RPL39",28536.13791179
"SCAND1",28501.6320716462
"GIMAP4",28485.4286620227
"NDUFA13",28482.0488268046
"PGK1",28468.8281834439
"TRMT112",28414.8712943226
"GLRX",28414.8017721007
"CD44",28408.9939339214
"BRK1",28372.2309684459
"PSMB1",28300.5484781695
"SPCS1",28271.1538066887
"S100A11",28248.5243387426
"BIN1",28207.8690496237
"COX7A2L",28191.3153465168
"MZT2A",28131.6978141814
"RABAC1",28103.9939013835
"SNRPB",28091.0556502974
"UFC1",27970.0986025947
"RSL1D1",27958.7303169672
"PSMB8",27953.914993495
"C4orf3",27918.4206266091
"FLT3LG",27899.2499502994
"FKBP8",27887.6168634051
"MORF4L1",27881.6992903984
"ATP5F1",27878.0381472525
"PTPRC",27814.8965579576
"PNISR",27723.081978786
"MT.ND3",27679.4924130991
"ARL6IP5",27625.1167316709
"SEPW1",27611.2808174345
"RAC1",27602.0483976556
"CSTB",27597.3143695414
"ATP5H",27562.6947125157
"PRELID1",27518.0620029221
"DBI",27513.2841237606
"EIF3M",27489.033527393
"TMEM59",27474.0445380021
"TMEM258",27420.6019003863
"NHP2L1",27382.9971250275
"NDUFA1",27379.8624867602
"PTGES3",27355.6464190603
"VPS28",27354.8215040637
"U2AF1",27339.7911584568
"HSPB1",27335.5246348881
"CCR7",27319.725354567
"HNRNPM",27257.9938585272
"ATP6V1F",27211.1675750458
"COX8A",27204.1909203595
"TUBA1A",27184.3464701624
"C9orf142",27148.6439430433
"CD69",27139.7235589834
"HNRNPC",27111.3817128019
"SON",27087.178689695
"ACTR3",27084.5517028423
"NDFIP1",27047.8650557923
"SEPT9",27038.9709596357
"GZMH",26969.8048565903
"ARHGDIA",26969.4743941376
"UQCR10",26965.1545914855
"ARF1",26951.6523751056
"C1QBP",26951.2913998539
"ANXA2",26912.3461398226
"LSM7",26880.1520738182
"STK17A",26873.1959876012
"PSMB3",26862.5956828592
"DYNLL1",26826.8618306397
"PSMB10",26825.0818204908
"WDR83OS",26790.1575328977
"BST2",26738.2906106634
"S100B",26729.4170407713
"C19orf60",26729.0886032914
"KRT10",26724.0107460403
"RWDD1",26695.4435448284
"NDUFB10",26689.607395895
"COX5A",26615.2812578582
"SYF2",26593.935982596
"ATP5B",26592.9589314992
"FYB",26546.8637142008
"TUBB",26475.5124600386
"TCL1A",26437.7822002513
"CMPK1",26403.8390006519
"OCIAD2",26401.0375424894
"ALOX5AP",26368.2053112571
"TIMP1",26352.0438689071
"MAL",26337.6277104209
"RHOG",26309.4812584756
"C11orf58",26292.226285423
"ECH1",26239.3645897807
"FIS1",26238.4005550334
"PPA1",26208.8555322987
"RBM39",26180.7236055594
"SERBP1",26142.8180340698
"CORO1B",26140.3976464155
"AIF1",26039.3558379782
"SUB1",26034.6483243259
"C9orf78",26012.849113462
"SEC62",25969.4222665437
"SUN2",25964.7172850104
"DAD1",25949.1971669586
"ALKBH7",25944.3206546536
"GABARAPL2",25926.6525168018
"LEF1",25923.7495692824
"MPHOSPH8",25882.1675953009
"ATP5J2",25859.8351154531
"ATP5J",25841.2134048904
"XBP1",25834.6812227532
"AQP3",25823.0824156573
"RASGRP2",25822.6975248497
"PPP1R18",25756.0214362722
"PRDX5",25739.5021096404
"UQCRQ",25694.9800735492
"CSNK2B",25666.0056382862
"DAZAP2",25640.3602159861
"CCDC109B",25592.7909571955
"DYNLRB1",25498.7326834843
"SIGIRR",25452.5248857923
"LEPROTL1",25450.123027771
"SPON2",25420.1691047749
"PSMC5",25400.0383567528
"JAK1",25397.3191634114
"TRADD",25353.7206597162
"TBCA",25351.5391153004
"ISG15",25326.0627169114
"TUBA4A",25320.4141542991
"MRPS21",25317.9022134316
"PDIA3",25283.4330750267
"ATP5G3",25270.71806465
"SEC61B",25262.3364997671
"SRSF2",25260.8408485086
"DOK2",25247.6499004244
"GADD45GIP1",25200.8881879441
"HIST1H4C",25178.5155997603
"AURKAIP1",25169.3778591309
"TMEM230",25166.9942672249
"DDT",25165.2844978231
"TMEM123",25136.6537049895
"AP2M1",25120.364165251
"LAMTOR1",25119.6655834572
"ERGIC3",25105.5441012294
"ANXA6",25096.169123496
"TUFM",25074.9459996534
"HMGB2",25049.0111918459
"PRKCQ.AS1",24977.2194895941
"RHOH",24975.5268575736
"TBCB",24951.4838007829
"TMEM219",24951.23641343
"GHITM",24925.0430385054
"FKBP1A",24904.6037959807
"CHMP4A",24865.6956019181
"HNRNPA3",24856.8151489442
"HLA.DMA",24834.986479069
"GIMAP1",24723.048934271
"ARF6",24688.6433760922
"LSM4",24682.1564061823
"ENSA",24645.9832402642
"PRDX6",24645.0498260113
"PAIP2",24629.2894782382
"MYEOV2",24609.8096570206
"HMHA1",24607.8181526099
"CHCHD10",24603.6529758856
"MDH2",24576.3694005203
"ATP5I",24575.2908315859
"PRMT2",24573.651888099
"MRPL23",24525.6815774878
"NDUFA12",24491.9792896334
"PA2G4",24484.5617548075
"SEP15",24459.2969731368
"KRTCAP2",24458.3331759052
"NHP2",24447.5611243569
"YPEL3",24432.1839086461
"NDUFB7",24415.6676551803
"HNRNPF",24352.3314720379
"HCLS1",24338.0256913363
"BSG",24282.1226514487
"GNB2",24265.329899588
"C14orf166",24264.0566711764
"GNAS",24238.934354092
"ZFP36L1",24233.1959008286
"DNAJB1",24225.0911453123
"TRAPPC6A",24179.6136303744
"ANXA11",24157.6969520327
"RALY",24140.1468252573
"UQCRB",24122.8952818287
"TECR",24105.8846287723
"XRCC6",24102.1001209264
"SSU72",24032.1510548413
"CYCS",23979.900188552
"NDUFS7",23976.965426041
"CDC37",23970.8967993515
"PSMB7",23970.7443520136
"TRA2B",23955.3874118646
"RANBP1",23934.5210820834
"RNH1",23934.3987293067
"SEC11A",23911.1696789887
"BCAP31",23907.1160856238
"PRDX1",23857.616727045
"HLA.F",23834.1984735317
"PSAP",23831.2602553558
"LBH",23810.6001278359
"FCGR3A",23806.4437716298
"RBMX",23789.2816741636
"IGBP1",23736.0526856257
"ARHGEF1",23703.6404207241
"GIMAP5",23648.055555338
"CITED2",23640.5497743715
"PGLS",23619.1618279063
"MTDH",23601.5740041319
"POLR2G",23594.8043578635
"EIF3I",23526.0822386115
"RPS19BP1",23516.6116170249
"STUB1",23515.9019954212
"RGS19",23478.5331285113
"NDUFB4",23476.549752908
"MINOS1",23474.8388070959
"C10orf54",23464.0638329606
"DCXR",23463.1427533863
"TSC22D4",23428.5982060612
"ARF5",23426.0359349875
"FAM96B",23423.4991057994
"ATP6V0B",23352.0603733603
"RBM8A",23345.7647407982
"AP2S1",23332.7690671281
"NUCB2",23329.3851796842
"PHB2",23326.2201075023
"EIF2S2",23320.3895038701
"LMAN2",23311.8922237284
"SH3BGRL",23292.259089685
"CCT3",23282.0910019823
"SSNA1",23244.085916124
"SSBP1",23230.2434657037
"TAF7",23224.4918927508
"SIVA1",23172.979050473
"S100A8",23136.5577414616
"ARL4C",23130.7476328679
"TMED9",23125.7476212494
"NDUFS8",23123.3662455221
"ICAM2",23121.6073480252
"HSP90B1",23117.169160939
"ANAPC11",23108.9913829255
"DUT",23099.888718322
"DHRS7",23085.4740327358
"PYCARD",23074.0690412211
"GADD45B",23073.0824017986
"HMGN3",23069.8673353556
"POLR1D",23065.7360477508
"YWHAQ",23062.5087196912
"UBE2L6",23013.6446272296
"PSMB6",22964.2622229025
"LAMTOR5",22956.8104141938
"POLR2J",22948.4084177868
"H2AFV",22945.5280268419
"RAP1A",22936.1525486341
"MT2A",22911.6671664651
"VDAC2",22871.2399883731
"ABHD14B",22868.836601597
"FAIM3",22852.1651442657
"ARPC4",22833.5138046403
"SIT1",22777.7328991401
"LRRFIP1",22765.7572166015
"ABRACL",22764.6386548679
"SPCS2",22708.7078649887
"RCSD1",22701.4528286445
"CTSS",22698.2440097738
"DCTN3",22692.4066112662
"IMP3",22679.4720898019
"C19orf10",22623.8749919299
"ZNF706",22618.6507385116
"FAM49B",22601.7716933716
"DPP7",22596.3110933027
"UBE2I",22584.8210641799
"CCT4",22559.6956208704
"C1orf86",22532.8607654006
"ATP5C1",22528.0104453126
"TALDO1",22514.0972397719
"PPP1R2",22510.4316577757
"UQCRFS1",22496.0403742395
"OXA1L",22479.4368544186
"C19orf70",22469.4499816562
"ARRB2",22459.2055494064
"BANF1",22452.5813015978
"CD3G",22424.0428228577
"NSMCE1",22416.0400683259
"ACP1",22394.7203879266
"TMEM50A",22382.8201278346
"SNRPC",22374.1339061026
"BAX",22367.4715853227
"SF3B2",22364.5501824323
"SRP9",22335.9025398191
"CCNL1",22333.0336476771
"NDUFA2",22307.9685996776
"NDUFA3",22306.9056658429
"MRPS34",22297.8257750532
"NDUFC2",22294.963388832
"ARHGAP15",22285.682407427
"ILF3.AS1",22283.8963494283
"SPOCK2",22279.9962207034
"SYTL1",22269.4671209834
"NME3",22249.823502473
"RNPS1",22248.5412603521
"CASP4",22247.4424363849
"LCP1",22206.4761556551
"POLR3GL",22186.7711755109
"ZNHIT1",22153.9970075904
"BLOC1S1",22139.7519375716
"RAB7A",22123.0060735765
"DNAJC8",22122.6272001945
"CHMP2A",22122.0774578919
"AIP",22105.2574455912
"TMEM160",22073.2445599638
"RAP1B",22072.1965974664
"LINC00493",22052.430378745
"SELK",22051.3101826137
"PRMT1",22050.1661762327
"CALR",22041.2891084315
"GRK6",22009.8097268776
"APEX1",22000.9782799666
"TNFAIP8",21985.7503599652
"NOP10",21931.3102357264
"SSB",21913.1903395518
"MRPL34",21881.4136811185
"GDI2",21847.6542880876
"KLRF1",21827.378212776
"TOMM20",21816.9081648085
"BUB3",21815.6400480912
"CDK2AP2",21815.2189084411
"RNF126",21809.8761859552
"PSMD8",21801.4079233754
"RPN2",21801.2119211348
"TNFRSF14",21789.4356300802
"NDUFAF3",21780.7120988363
"SUMO1",21777.6033638429
"NCF1",21776.9453709511
"GNG5",21766.4169169268
"LYAR",21764.6556180518
"OSTF1",21761.7269289689
"PPP4C",21724.394180327
"C12orf75",21691.9010362165
"LSM2",21686.0327663895
"PYURF",21685.8180475365
"PIN1",21669.5027147387
"NOL7",21664.5881249361
"SRSF11",21630.7584004014
"ERH",21627.2541216203
"SHISA5",21608.0089543906
"PTPN6",21592.1631550824
"NSA2",21580.1170392231
"HAX1",21547.4757709162
"EIF4G2",21545.9809611326
"PCNP",21530.3617074784
"ATRAID",21497.495681799
"ITM2A",21497.2648087692
"DBNL",21486.3636566849
"UQCRC2",21481.5225014339
"MED10",21455.5624810611
"VAMP5",21446.5914599345
"ETFB",21441.9877517507
"MRP63",21433.2967137333
"SKAP1",21410.2212816395
"ANKRD12",21395.8255314733
"TAPSAR1",21386.6298625745
"CNPY3",21383.1457336329
"HSPA5",21374.2537846039
"COX14",21371.696245813
"NECAP2",21351.6282337671
"IK",21344.3644984024
"EPC1",21332.1838728515
"MRPL55",21324.6265292609
"VAPA",21304.2123919544
"SCP2",21294.760689568
"P4HB",21291.1827418754
"SRSF9",21260.2943331287
"CCT7",21250.2888813692
"CSDE1",21249.2202000769
"BUD31",21232.9241638655
"GSDMD",21231.9571839746
"CMTM7",21224.0624784043
"FAM65B",21218.9412210062
"RPS27L",21216.5724241018
"MEAF6",21209.6237777277
"OCIAD1",21178.3601812493
"HMOX2",21149.3455641663
"EIF4B",21141.1711639212
"PSMA1",21137.436052927
"DGUOK",21119.2731865137
"MAP1LC3B",21111.1592623132
"HNRNPU",21101.7740141201
"EMC4",21099.5717977966
"PSMD4",21069.6219876922
"MRPL20",21065.5993681145
"EFHD2",21061.0735806926
"ZAP70",21053.1769433652
"METTL9",21047.1467634175
"SUSD3",21042.107069741
"NPC2",20994.3776543897
"DDX18",20994.1911919397
"CARD16",20992.069050248
"CTSD",20989.6465971475
"DEK",20968.7709918947
"EPB41L4A.AS1",20960.418286832
"CD164",20959.6526167615
"PHB",20953.8027420039
"KMT2E",20950.84973975
"POLR2E",20948.0252154153
"CD6",20909.9715693068
"DEF6",20905.270919539
"TWF2",20861.1478986038
"ATP5G1",20828.267035745
"MFNG",20825.5587319135
"C16orf13",20818.4497017023
"TOMM22",20807.4052382281
"SNRPD1",20795.5861729664
"TERF2IP",20776.612591872
"USMG5",20776.0303819759
"SUPT4H1",20755.2848588
"SEPT6",20752.1265158122
"MIEN1",20745.6716806236
"MAF1",20739.4868167835
"CCL4",20732.813545378
"SLC9A3R1",20732.1569326498
"RAD23A",20726.7049508926
"SNORD3B.2",20724.738757883
"RNF167",20692.6841126523
"IL16",20684.4560570854
"NUCKS1",20673.0434057557
"PDCD6",20663.2453315774
"IMPDH2",20654.0736402921
"FUS",20646.8193154727
"MARCKSL1",20622.2439566131
"SF3B14",20610.2904408584
"HSPE1",20606.7560398167
"NDNL2",20571.8834021622
"KHDRBS1",20557.7282849413
"WDR1",20557.6886005139
"BLOC1S4",20557.6671725822
"NEAT1",20526.7402171477
"SERPINB1",20521.1467584518
"MRPL51",20507.6258416335
"RSL24D1",20496.1142032717
"NDUFV2",20491.2775813294
"RAB5C",20467.8216264859
"NUDC",20447.3580966883
"TKT",20424.7349347351
"TCF7",20418.6488066681
"ATF4",20406.7463064853
"NDUFS6",20398.5230892427
"SF1",20339.8417089125
"PPP2R5C",20329.8983469104
"CCT8",20309.9188195077
"TMEM14B",20308.1449634693
"TIMM13",20282.4357415453
"CNPY2",20271.5045177315
"TRAM1",20266.4469653514
"TEX264",20246.7857167607
"COPS6",20228.0633539247
"PTP4A2",20221.4024828047
"ANXA2R",20207.2516495974
"CCDC12",20171.0964731095
"CCDC107",20166.8972024878
"FKBP11",20153.9035678033
"CHMP1B",20133.468623649
"EIF5B",20117.7525895431
"ADRM1",20095.6094449532
"PBXIP1",20090.5381932812
"CYTIP",20090.461253711
"NCOR1",20084.2595942341
"H3F3A",20026.6044081149
"MDH1",20007.1486786624
"RBX1",20003.1939624271
"CACYBP",19974.7268179797
"NAA10",19965.321181274
"TGFB1",19956.0642294166
"DDX24",19953.7855148152
"CKLF",19943.3329998472
"LSM10",19940.5172240497
"CYC1",19900.6100887214
"ATP6AP2",19891.0030058643
"TMEM147",19868.0000531386
"YWHAZ",19864.5609620014
"TMBIM4.1",19855.9479080332
"UGP2",19852.0569111257
"SRI",19841.530442774
"SELM",19834.7421941654
"TMEM243",19796.891508097
"CTSC",19789.6972964033
"MRPL54",19765.9667663745
"ANXA5",19746.491718946
"SPAG7",19743.5262902886
"LSMD1",19735.5459346133
"PSMA2.1",19731.1952398751
"DSTN",19725.5494405811
"C19orf24",19714.1218932524
"H2AFY",19712.9908689288
"RPL22L1",19704.3124229057
"PQBP1",19694.8207701134
"TMC6",19685.4179197605
"UBE2L3",19681.3144257039
"PSMA5",19672.9571922981
"ZNF428",19672.9273370528
"TCEA1",19659.9248764363
"SNRPF",19656.7836892817
"LINC00861",19636.8464496862
"CAMLG",19633.8599567811
"SP100",19627.6673565122
"PRPF38B",19619.4414335229
"PDAP1",19619.257410374
"TMED2",19586.8919468166
"PAPOLA",19584.4276560969
"KARS",19571.1520377306
"PMAIP1",19548.2479505984
"ARPC5L",19539.383230972
"TXN",19513.8701017587
"RNF7",19508.2790172681
"SRM",19500.9547018546
"TMEM261",19483.3692725261
"HSD17B10",19482.0190159631
"RGCC",19460.6423434544
"PLEKHJ1",19430.3905113637
"CLTA",19423.5889405503
"C14orf2",19414.5277568107
"SNX17",19391.7486223593
"MRPL41",19383.736711193
"PPP1CC",19356.2773949924
"WAS",19353.586867042
"CSK",19350.8842328799
"GSTO1",19334.6429175059
"SUMO3",19317.7838198299
"MYC",19314.5230715447
"SEC11C",19302.3866074483
"RHOF",19293.4561736297
"PSIP1",19282.8698452227
"MYLIP",19250.0895210797
"SPSB3",19225.0791501205
"POLR2F",19222.6584166882
"LDLRAP1",19203.0675093377
