"","x"
"SCGN",1198284.75289397
"DLK1",1197857.83976822
"CFTR",1192548.05898894
"SOX4",1188227.66236945
"TMSB4X",1186530.12147529
"IGFBP7",1179377.95292618
"DUOX2",1123369.69875993
"SQSTM1",1104352.04891575
"RNASE1",1093174.90384451
"CLDN4",1092517.04894185
"CEACAM7",1069143.41817955
"ATP1A1",1064712.65979978
"ALB",1042680.83087511
"SLC30A8",1039086.22434976
"ZFP36L1",1037198.09705199
"MT2A",1024986.59856657
"ABCC8",1017677.2889696
"KRT18",1000790.17962303
"SERINC2",985826.492906622
"TSPAN8",984683.817115317
"GP2",960618.950528557
"REG3G",955547.86709164
"ANXA2",953270.617366876
"PSAP",952115.667274192
"PEMT",948838.493359776
"PPP1R15A",942071.455052017
"ANPEP",928654.350729358
"ENPP2",925823.964823104
"S100A11",900110.077805045
"AMBP",899700.117782478
"SERPINA5",896885.081290329
"GPX2",883917.094812121
"TPM1",880001.578776826
"MMP1",874315.439130655
"AQP1",845449.528303864
"IL32",834492.158548254
"SOD2",815159.96901894
"TMEM176B",805502.772448851
"PAM",795021.459013753
"CELA3B",785189.043527333
"VGF",781348.119959629
"TCN1",780632.971433031
"ALDOB",778322.869439472
"MAFB",774433.711447489
"LGALS1",772578.078449816
"SPINT2",768811.706406455
"SDC4",759417.800034392
"SERPINE1",756256.779044336
"SCG3",748190.620392166
"HLA.B",746801.36101046
"GSTP1",741498.389758976
"ENO1",725784.471516803
"GATM",718720.453289267
"TM4SF1",712867.592085837
"ELF3",699344.651164676
"EGR1",696314.23628311
"RGS4",695449.703669914
"CELA2A",695162.840521868
"AGT",689816.115901468
"NPY",688066.987911049
"CCL20",684681.857190737
"HADH",680685.453616488
"ADH1C",673879.842577036
"CEACAM6",671310.288159503
"ANGPTL4",661094.44192375
"ERO1LB",659083.297344208
"TIMP3",656691.861970088
"CTSH",654995.190158051
"PLA2G1B",654364.993415283
"CXCL6",651690.748259682
"CALM2",647884.809699103
"IFITM3",641241.428992174
"ALDOA",641076.036228638
"MAP1B",634362.885933017
"TGM2",629881.330520406
"TINAGL1",621812.266883887
"SLC7A8",619225.451221137
"UBD",618879.12304986
"CTSB",618216.657185644
"MUC1",616835.449009804
"GSN",615340.164710845
"PRSS8",612386.034104897
"CD59",608856.464165416
"IGFBP3",603395.203704359
"CLDN1",600357.088100142
"ENG",600219.570556101
"DDIT4",599903.474840594
"SFRP2",596396.782657309
"LDHA",595836.468002104
"BGN",594956.140789459
"QPCT",591669.28242055
"KIAA1324",591198.576030744
"DEFB1",589852.86408062
"CDKN1A",588340.342055988
"PEG10",587786.878500482
"RASD1",586095.219760095
"AKR1C3",578649.005238601
"HLA.E",578380.907945968
"PAX6",573568.7757243
"IGFBP2",571842.273021869
"PPP1CB",571008.70437111
"TPSB2",570200.192227331
"DHRS3",570131.640046766
"GAPDH",568960.728675865
"FN1",568382.429219202
"TNFRSF12A",561732.692478104
"NFKBIA",556933.393653932
"PCSK1",552823.006540146
"TAGLN2",549368.293227587
"NEUROD1",545426.498212859
"HSPA5",543162.851580291
"XBP1",542698.931002568
"CLDN2",541224.303339378
"CXCL8",541127.434904139
"MYL12A",535028.204435675
"MUC13",534752.72312767
"EEF2",527944.824321747
"TUBA1A",523445.563669692
"MT1X",522638.725590362
"RHOC",521666.117774357
"PLCE1",517929.142341936
"KRT17",517124.692846897
"TGFBI",513968.467475495
"FXYD5",513694.46080765
"S100A10",505535.545512152
"ANXA2P2",505333.885726745
"GSTA1",503606.497759398
"HLA.DRA",502683.850928721
"SLC3A1",501811.395244133
"RARRES2",494565.038045778
"H3F3B",494249.226616079
"ERCC_7500.mix1_1875.mix2",492656.291061788
"ANXA1",491680.107078755
"VIM",490332.800033611
"PLIN2",489351.374345879
"SLC22A17",487477.404849458
"HLA.A",484900.294921568
"PDZK1IP1",484378.190745572
"CYP1A1",482929.354014998
"JUNB",482206.456982682
"CLDN10",479549.769878106
"UCHL1",479436.712798779
"ALDH1A3",477723.786856568
"MYL12B",471028.489131959
"FOS",470412.791768752
"NPTX2",469926.617632021
"ERCC_3750.mix1_5625.mix2",469655.326980076
"JUP",467814.813525988
"COL6A3",467669.178484268
"ASPH",466717.188835987
"PDLIM3",461871.924878355
"TXNIP",460767.660396402
"P4HB",457252.024969233
"TMBIM1",457107.187289476
"CTGF",456951.193270278
"CFL1",455749.096475663
"TMEM176A",455707.396794622
"CLDN7",454891.778432775
"HEPACAM2",454746.878553658
"PLD3",449725.412925581
"ID1",448582.587957576
"INSR",448224.422471638
"SCGB2A1",447242.86794864
"KRT23",447220.558465359
"PLK2",446140.38993602
"TPSAB1",445696.921375738
"HSPA8",443668.836123582
"TSPAN7",443263.808945245
"LGALS2",440117.925401461
"DUSP1",439796.968382906
"RGS2",439490.182679032
"SURF4",435649.683371135
"ATP5B",435253.627519127
"PFN2",434123.820693587
"LGALS4",433628.782445244
"LGALS3",431472.660590426
"BEX1",431163.364837363
"PMEPA1",428130.512228026
"SLC40A1",424264.346845919
"CXCL1",423579.988206093
"HLA.C",423222.582809784
"CALM1",421927.984275244
"RIN2",421650.43900148
"ERCC_1875.mix1_468.75.mix2",421164.254401541
"PKM",420420.815407122
"SMIM24",417509.759542572
"SERPINB2",416902.019427925
"HIF1A",414935.870983412
"NR1D1",412344.911959179
"CRH",412327.20215905
"ERCC_3750.mix1_7500.mix2",411177.969399137
"CALD1",410995.206838563
"SLC4A4",410843.887876597
"MAST1",410510.774887691
"SPTBN1",409401.497591185
"CD9",408960.48901285
"PRSS23",407602.242509091
"MYL6",407289.711582538
"HSP90AA1",406794.359939538
"HERPUD1",406407.856631004
"ASAH1",405316.098378896
"IGFBP4",404977.122253338
"GPRC5B",404646.712951139
"MEG3",404066.557798553
"GLS",403540.898730528
"KIAA1244",403217.044675241
"DDX5",400214.203216478
"CNN3",398181.675587871
"RBP1",397369.246871666
"SLC7A2",397088.210713182
"ATP6AP1",396869.464449361
"PFKFB2",396786.914459317
"FDFT1",395455.130604788
"CCL22",394878.815316462
"NAA20",388633.060732092
"ID2",387791.537373972
"ERCC_3750.mix1_3750.mix2",387522.631062322
"SH3BGRL3",386739.438591576
"LGALS3BP",386201.697905336
"CEL",385446.248441814
"GLUL",385244.914292981
"UCA1",384585.648620451
"TSPAN3",384292.291454824
"ANXA5",382145.770178955
"RAB3B",381548.834188207
"KLF6",380575.623432403
"FAP",379446.950169384
"LUM",378758.691967857
"SLC3A2",377500.184169477
"BSG",377471.07718675
"MYH9",376827.479970875
"AKR1B10",376774.756973173
"FAM159B",375920.341305786
"ACTN4",375179.782713986
"FXYD6",373619.889525262
"MMP2",373266.709088991
"IGFBP5",370696.663245921
"IDH2",370390.751415505
"WFS1",369925.1898001
"COL4A2",369601.612126974
"SEC11C",368781.210437191
"CXCL17",368637.418459372
"AQP3",368203.694095887
"CD36",367280.380399986
"C15orf48",365794.058343721
"SLPI",363998.373289509
"ID3",363548.548683979
"INSIG1",363277.722146903
"PARM1",362842.017734698
"TPSD1",362740.755798366
"CDC42EP1",360191.073923675
"CRYAB",359964.896573147
"TUBB",358135.23725771
"GRN",357940.407191494
"NUPR1",357770.945852812
"LITAF",357246.28593242
"C6orf62",355950.708629192
"QDPR",355689.299776101
"LDHB",355209.237522939
"IER3",355102.402881033
"SPON2",355031.934469435
"DSP",350210.027845079
"MGST1",349481.821360069
"PPT1",349402.352493394
"ICAM1",349366.561613497
"VCAM1",348913.55725748
"TUSC3",347059.233860502
"ATP6V1B2",345463.853596441
"SCD",344406.918148588
"ITGB1",344321.339089579
"ITM2B",343296.870462473
"PRDX1",341922.209000597
"THBS2",339876.524329657
"MUC20",339639.584504238
"TMEM59",338846.569617944
"RGS5",338574.204918822
"CXCL2",338330.415166335
"F10",338280.72870575
"PAPSS2",337115.60764378
"MT1H",336235.233156896
"STMN2",335452.973760164
"HSP90AB1",335409.589341363
"PFN1",333575.446424672
"SERPINH1",333194.407106261
"VAT1",332118.171128933
"PTPRN2",331722.829410515
"FLNA",330402.878383297
"PTP4A3",330319.632409993
"APCS",329928.538953616
"TMBIM6",329654.313935861
"IFI30",328452.299767298
"GSTA2",328398.834594773
"SSR4",327966.016754655
"COL4A1",327619.519235163
"SPINT1",325391.457466752
"TNFSF10",325211.277461125
"ATP1B1",325055.378552914
"APLP1",323794.675499352
"DNAJB1",323690.593048763
"CALR",323079.85090255
"RTN4",323015.169545539
"TNFAIP2",322593.670109545
"TSPAN1",322339.702168446
"TPD52",321940.455038618
"ISL1",321289.124635365
"DDIT3",320489.846376967
"ATP6AP2",320471.12007382
"COL18A1",319737.183871775
"IFITM2",319599.256105195
"CD63",319170.431106858
"SARS",319051.002143493
"PCBP1",316248.316570777
"MT1E",316030.487079026
"LRPAP1",315427.162686404
"GAD2",315383.674906171
"NEAT1",314918.396267564
"PTP4A1",314135.204287075
"ANXA3",313968.27376551
"GADD45B",313818.996756624
"TFPI2",313166.142091807
"TPM4",313002.228908787
"C1S",312580.697802512
"CD151",312191.656885531
"RAMP1",311400.466980801
"APLP2",309305.974678795
"ERCC_937.5.mix1_937.5.mix2",308797.664208266
"HSD17B2",307869.796880575
"LAMC2",307484.155714688
"PERP",307234.177516704
"ELMO1",307053.065323975
"SERINC1",306334.827077254
"SLC44A4",306064.109864626
"GPX4",305937.105784357
"NGFRAP1",304817.432839224
"JUN",304739.215719921
"HNRNPH1",304675.701455205
"SLC9A3R1",304252.528103547
"NNMT",303440.827906379
"PGK1",302792.181215386
"PTEN",302504.001762295
"CRIP2",302371.321068116
"EIF4G2",301653.615557669
"EZR",301377.908132162
"PPP1R1A",301337.229482907
"TSC22D1",301298.971647364
"CD46",301097.784104027
"CD164",300110.965539176
"ACLY",300073.579504547
"TAPBP",299596.891957294
"SNAP25",297824.932622818
"CYBA",297617.699613597
"GNB2L1",297388.654824102
"INHBA",296953.777004856
"ERCC_937.5.mix1_234.375.mix2",296037.170325669
"UGDH",295832.456865094
"STXBP1",294574.442538529
"CYSTM1",294182.864687465
"GPR56",294078.635531822
"CALU",293927.172894823
"CYR61",293658.205185426
"TXNRD1",293590.242204523
"CTNNB1",292333.157431294
"TMEM66",292231.553687043
"RAB11FIP1",291062.946568275
"GHITM",290950.300045132
"CFI",290573.903895803
"NEU1",288559.292438964
"LAMB3",286780.051000385
"EGFL7",286704.12931898
"SERPINA4",286151.975954748
"SDCBP",285996.674535034
"AKR1C1",285535.849811713
"FXYD3",285397.367821331
"SLC38A4",285037.040456506
"PCP4",284989.864879025
"EIF4A2",284626.803385616
"SORL1",284233.535058626
"PPAP2C",283863.996569467
"DHCR24",283669.395679573
"GPNMB",283041.454444473
"ARL6IP1",282395.634448864
"ATP2A3",282040.84977401
"APP",280779.423863859
"LAD1",280591.625686627
"ITM2C",280370.409823606
"TUBA1B",279903.675702279
"CLDN3",279497.997519231
"EFNA1",279442.29099701
"MUC3A",278620.145063023
"TMED3",277968.310736974
"UBB",277937.623218004
"CYB5A",277524.786284121
"SDS",277443.96706082
"EDN3",276946.967664649
"EPCAM",276916.007152338
"SRSF6",275889.520544573
"RHBDD2",275887.265651438
"TMEM37",275765.310971094
"LAMP2",275701.640018678
"SERPINE2",275427.716104091
"NPDC1",275141.098871534
"CADM1",274600.179715966
"ANXA11",274550.645218814
"KCNK16",274231.709881926
"TMED9",273947.475277769
"CAPN2",273338.524838625
"H1F0",272810.458542825
"IDS",272810.124007169
"STMN1",272034.876129112
"TSPYL1",272033.509669734
"TNFRSF21",269859.415953027
"DAZAP2",269164.291070883
"ZBTB20",268117.466846441
"SGK1",267723.632664464
"MT1F",267608.689399003
"WARS",266901.629174049
"QSOX1",264847.980313758
"LMNA",264614.787104509
"SPTSSB",264438.37656913
"PDLIM1",264421.175520615
"ENO2",264213.245204451
"PTTG1IP",263995.505523242
"DHRS2",263942.157220651
"IER2",263874.79935988
"BACE2",263567.638962469
"CTSA",262733.134235086
"FSTL1",262501.33171842
"RPLP1",262401.787030004
"MSN",261312.206044059
"FLRT2",261149.925243273
"CST3",260636.999528905
"VTCN1",260269.205604181
"CCND1",260146.345307129
"MSMO1",259670.564506909
"PDK3",259397.726702594
"RPL8",259081.720244875
"TAAR5",259040.052833199
"NPNT",258536.414769012
"DDR1",258322.905314893
"CNTN1",256938.857191922
"RPLP2",256909.88051611
"RPS19",256807.700777289
"GCNT3",256394.373550327
"UGT2B15",256296.480431486
"TPT1",256179.61344252
"CD47",255669.064336574
"TPP1",255174.055514934
"LAPTM4A",254766.792870641
"PRKAR1A",254157.468566197
"COX8A",253981.943668401
"CASR",252943.569902543
"ATP6V0E2",252514.814199583
"PIGT",252312.737565657
"RCAN1",252148.750954198
"EIF1",251930.441184416
"ARRDC4",251812.072204816
"TMOD1",251519.03223352
"COTL1",250727.665092842
"TKT",250127.407724822
"PLXNB2",249872.360787537
"POSTN",249716.245055165
"CDH1",249679.751822648
"B4GALT1",249404.169506068
"TUBB4B",248744.549473037
"RFX6",248526.89897002
"TUBA4A",248479.008671947
"MDK",247887.665333651
"SERPINA6",247645.11094806
"S100A16",247289.185386822
"SLC29A1",247191.445844977
"LRRC75A.AS1",247027.331174049
"TSPAN15",246262.6973196
"PALLD",245193.352842736
"ADAM9",244980.657971978
"TPPP3",244851.777851174
"HSP90B1",244444.208507705
"KCTD12",244181.876700333
"BTG1",243974.538587251
"DHRS7",243846.906940027
"CNBP",243529.857066315
"RPS5",242326.928773902
"CYB5R3",242276.152034864
"MARCH6",242202.901052188
"PDGFRB",241288.257803959
"VWA5A",241087.146886094
"HEXB",241016.296847926
"ATP5A1",240926.062521555
"DUSP4",240914.102498515
"COL6A1",240566.836407319
"MARS",240176.359095566
"STX1A",238557.149184364
"ERP27",237593.364296771
"COL6A2",237117.707507554
"MIR7.3HG",236785.359549417
"FSTL3",236693.980943675
"GOLM1",236607.10065351
"FAM102A",236364.883349362
"RPL3",236150.497827556
"KLHL41",235974.511392826
"ZFP36",235952.561838304
"BHLHE40",235867.826444614
"TRIB3",235729.561088923
"ALDH3A2",235599.951837419
"FKBP2",234809.056008601
"STC1",234760.658491814
"CTNNA1",234293.50720988
"CANX",234211.049533363
"PDX1",234054.510178739
"CTTN",233922.549444338
"FILIP1L",233806.069822227
"F11R",233581.949427926
"UCP2",233550.464516268
"DST",233401.853558207
"GNAI1",233289.275509929
"CD68",233173.642842728
"MVP",231849.921984266
"EHF",231412.874770691
"ISYNA1",231250.474866346
"MEIS2",231093.70412444
"C12orf75",230168.801728207
"KLF10",229848.636576153
"C4orf48",229741.234403593
"KCNQ1OT1",229732.502918211
"SRRM2",228142.397185115
"RPS6",227581.359608606
"SORBS2",227185.02980666
"HMOX1",226874.869033553
"RPN2",226801.450417595
"CLIC1",226336.895196586
"TMED2",225840.7025482
"SYNE2",225632.522365987
"PTPRF",225208.386341322
"IDI1",225124.646044757
"PLAU",224815.080505419
"P4HTM",224150.223080375
"ATP6V0B",224142.022991743
"OGT",224071.792087679
"PEBP1",224068.466260027
"DNAJB9",223968.513468765
"OAZ1",223603.977173517
"MAGED1",223423.20588282
"PPL",223379.981047926
"CD81",223151.122374573
"TM9SF2",222968.044962935
"HSPB8",222805.40025732
"CECR1",222472.591383216
"HLA.DRB1",222066.069688897
"ACSL1",221874.737460938
"CKB",221541.742414166
"SYT13",221535.786203333
"SOAT1",221464.203587608
"ACTN1",221281.170302627
"NRP1",220555.950843998
"RAP1GAP",220400.985061742
"GCH1",220357.544720165
"CAPG",220355.844079147
"ATRAID",220309.322129428
"VWA1",220294.209486667
"TMEM45B",220231.404019696
"NUCB1",220209.419878786
"RDH11",219955.941395103
"DCN",219891.385523048
"EIF4EBP1",219628.967569302
"LBH",219270.576564594
"RHOA",219210.577971978
"DPP7",219207.326086164
"ARPC1B",218937.416276479
"COL15A1",218820.59271888
"ARPC2",218527.496500478
"SLC39A1",218246.12858234
"LAPTM4B",218152.974473659
"SLC25A3",217598.869814923
"SYNGR2",217505.588215182
"CSRP1",217212.699666398
"ADM",216648.160510036
"TRAM1",216281.221678209
"DPYSL2",216138.134715672
"GNG4",215578.044215475
"CXCL16",215476.482781399
"ERP29",215476.403798573
"ANXA7",214999.994497441
"SCD5",214743.623011728
"C1R",214549.353460599
"NFKBIZ",214506.712091257
"LRP10",214330.472343784
"TSPO",214257.991871431
"KIF1A",214190.347910551
"LY6E",213934.299660661
"GLB1",213825.732454756
"ZNF292",213808.659136267
"RPN1",213629.348983889
"ECH1",213557.601825848
"ETV1",213252.359753755
"CADPS",213053.656368991
"GPI",212593.40971392
"PFKP",212218.120805417
"IARS",211905.490801594
"NR4A1",211746.578932367
"ACADVL",211725.575374379
"USP11",211579.924978611
"CD82",211576.41313358
"RPL37A",211564.357230172
"NDUFA4",211459.946186258
"NUCB2",211297.87065579
"MARCKSL1",211255.652428915
"MDH1",211160.557846466
"CLTC",210866.701294688
"STOM",210354.276566295
"ZFAND5",209884.117667745
"PDIA4",209881.477861282
"BTG2",209746.839072243
"CD200",209365.235910912
"AKR1C2",209141.588910462
"UQCRC1",208669.157994857
"ELL2",208637.471474674
"CPA4",208486.363552873
"IVNS1ABP",208363.047671407
"SSTR2",208185.737066215
"FGB",208002.979631295
"PDGFA",207433.918307098
"CAPZA1",207425.569760968
"MAN1A1",207417.113811956
"MORF4L2",207286.673693804
"C19orf10",207227.923419999
"DHCR7",207119.328102672
"ESYT1",206826.519357844
"MMP11",206714.883743541
"SLC25A5",206571.805604284
"SH3GL2",206562.488392567
"CHID1",205988.746641844
"VCP",205806.498737634
"NCOA7",205741.265926128
"TSC22D3",205731.111407245
"ATF3",205391.39072413
"FUCA1",205331.534439968
"SLC38A2",205278.409454804
"CLMN",205166.913706076
"HPN",205157.769728702
"ALCAM",205033.182406533
"MMP3",204824.364026977
"MAGED2",204514.912994825
"SMARCA1",204472.788851362
"HES1",204111.514581739
"SERPINI1",204035.991179839
"ARF4",204007.616727703
"TMC5",203942.150778152
"GARS",203696.471960598
"PRDX3",203584.388004272
"FGG",203412.433039502
"NENF",203117.201196434
"YWHAQ",203039.051602134
"PON2",202281.020162126
"MLXIPL",201924.93722232
"RPL11",201498.146342564
"NR0B1",201415.740629602
"HIST1H4C",201131.855074621
"TPI1",200775.947968277
"SAR1A",200661.68598753
"TMED10",200655.538305852
"ATP5G3",200379.793775833
"LDLR",200084.87867743
"ERCC_937.5.mix1_1875.mix2",199219.353146731
"DPP6",199181.278214049
"CTSL",199094.652535629
"TFRC",198880.07803283
"SQLE",198761.088215276
"ZFP36L2",198643.758664217
"CYP3A5",198273.766307709
"PHGDH",197827.199733417
"NAPA",197765.685012964
"TFPI",197623.125022234
"SLC44A2",197542.587220656
"SYPL1",197480.134904546
"ITGA5",197179.067699861
"BEX4",197102.169311656
"AKAP12",197073.703381513
"CD99L2",197022.427304031
"RTCB",197002.260097003
"CPA3",196884.58994913
"ZYX",196337.409093816
"EBP",196237.511014335
"HN1",196025.308649939
"APMAP",195831.579122599
"INA",195704.433107618
"SF3B1",195610.180736952
"AGPAT2",195479.247870426
"SLC38A1",195191.27843816
"SERF2",195047.249989903
"RPS3",195025.511946548
"ADAMTSL2",194898.138328404
"LIMA1",194780.502310245
"TSPAN13",194733.435326804
"SLC29A4",194714.887363287
"CLK1",194621.961061541
"DSG2",194603.453351081
"ARRDC3",194227.732886399
"CTSE",193906.457851939
"IFI6",193831.636174564
"RRBP1",193725.7690725
"CNDP2",193350.020341445
"CSDE1",193215.975048676
"CCNI",193010.572397518
"RNF187",192987.328470961
"CUTA",192852.362306144
"PPIC",192664.030663536
"CHPF",192558.179683938
"TBCC",192546.103828865
"FEV",192118.229855865
"PCLO",192066.182461582
"PLCXD3",191902.008232839
"LSR",191889.007074758
"GMFB",191830.502665455
"TMEM9",191714.536643031
"ABCC3",191640.948665489
"PLSCR1",191586.633689798
"WDR1",191578.979760872
"CDKN2B",191514.920782983
"PXDN",191365.96769261
"RPS4X",191345.409963485
"NDRG2",191212.110322707
"JAK1",191147.609592289
"CLDND1",190813.537530208
"TOB1",190733.094633764
"PDIA2",190481.890050038
"MPC2",190480.839016774
"OS9",190154.222636081
"ABHD3",190145.419372223
"MLEC",190138.470009858
"PCMT1",190074.590118239
"COPB2",189828.070962543
"ABLIM1",189613.944256061
"GEM",189296.940931266
"ATP6V1G1",189274.425804544
"TOMM34",189150.146576222
"AARS",189054.235485021
"CD320",188961.4849854
"YWHAB",188864.750366833
"CDC42EP3",188802.98727518
"FAM105A",188736.793986303
"HGD",188570.859280875
"RABAC1",188388.714103786
"IMPA2",188311.403616219
"TRPV6",188295.271848691
"YWHAE",188191.408735285
"SYCN",188168.256539271
"CPLX2",187710.954892719
"LGMN",187258.705771776
"NDRG1",187242.774604601
"TAF7",186951.965215656
"WLS",186582.309606195
"KCNMB2",186549.912132838
"NQO1",185981.0646994
"SPATS2L",185946.436047837
"PACSIN2",185867.641949476
"H2AFZ",185678.779742212
"PRDX4",185614.187908287
"CTSS",185566.899345597
"ARF1",185425.690452395
"RCN3",185331.725777929
"DNAJC3",185070.910565198
"SCARB2",184900.408602357
"MDH2",184608.025942916
"RPS16",184556.827488352
"CNP",184137.532557595
"ALDH2",184133.994228498
"ST14",184082.073363451
"RAB11A",184053.797169767
"RUFY3",184011.284562286
"LOXL2",183868.554380776
"FGF19",183794.427783783
"SLC25A39",183645.94819745
"NEURL1",183571.253200019
"SEZ6L",183464.721266981
"RAB10",183458.020719356
"EMC10",183381.853097175
"JKAMP",183002.137467694
"FGFR1",182997.056143569
"ELOVL1",182898.822780131
"HEXA",182784.024654238
"P4HA2",182781.990619199
"FMOD",182760.280332267
"SEL1L3",182751.558742566
"PRDX5",182707.656825777
"SSR2",182649.020776475
"SKIL",182398.291601198
"CALCOCO2",182287.509755459
"UBQLN1",182215.469222385
"PVRL2",182145.46813197
"RPL18",182110.417850823
"TIMP2",182090.806273706
"GNS",182039.856198749
"PDIA3",182020.528725302
"YWHAH",181986.335849863
"PTPLAD1",181950.781735921
"WSB1",181899.49242776
"RPL36",181815.971294231
"CMPK1",181696.60496615
"SPRYD3",181608.065602192
"ERCC_937.5.mix1_1406.25.mix2",181573.49606086
"ARL6IP5",181437.435529568
"EPAS1",181339.559383347
"SLC12A2",181108.946834219
"CAPN1",181106.615181472
"NFIB",181061.233491968
"ETNK1",180929.72779963
"MAL2",180917.025388861
"C1orf127",180905.270697954
"NFE2L2",180649.363347379
"ATP6V0D1",180259.324987333
"RAB18",180244.438500801
"HSPA1A",180163.943409418
"RPS14",180087.140487351
"TLK1",180057.594792281
"VAMP2",179969.682702268
"CLPTM1",179560.639110806
"DDOST",179315.204944258
"SDC2",179268.359373647
"LMAN2",179007.730599494
"SSBP2",178753.361741449
"YWHAZ",178582.310364632
"SEZ6L2",178435.14236299
"DUSP26",178431.238891415
"SDC1",178076.179298709
"TSPYL4",178065.211253033
"GADD45G",177979.309657923
"FADS2",177977.647637264
"PNMA1",177715.410233092
"MOB1B",177698.518203544
"DSTN",177508.000667695
"MAP4",177442.680060476
"SEC22B",177227.780727388
"KLF5",177225.520442979
"SEC61A1",177206.623064101
"ZKSCAN1",177204.09513875
"GAA",176980.360816584
"ERGIC3",176885.282257603
"ASNS",176875.769207335
"KDELR2",176861.368265031
"TSPAN6",176846.824210815
"MEIS1",176792.685676216
"POR",176735.551733882
"CES2",176667.567980489
"LIMCH1",176550.276455832
"MAPRE2",176542.689026326
"PHLDA1",176467.692870416
"USH1C",176447.424837372
"MS4A8",176388.622887725
"CHP1",176029.788317351
"PRDX2",175975.372689854
"C1orf43",175946.056323527
"PDLIM7",175787.14424816
"GNAI3",175742.065660634
"C14orf132",175628.333781843
"BEX2",175513.302119262
"LTBP1",175443.155444755
"DPP4",175415.595319703
"PRNP",175353.788089531
"RNH1",175323.554046609
"SLC39A14",175321.242546455
"CHI3L1",175062.061057189
"LDLRAP1",174781.552141964
"PLEKHB1",174717.367079648
"FADS1",174640.242234171
"PLEKHB2",174601.48853651
"ARX",174556.042209547
"PHPT1",174285.439844883
"TM7SF2",174275.454888016
"GSTM3",174255.312110706
"ACAT1",174082.809527581
"MTUS1",174022.369784232
"AP2M1",173905.080429776
"APBB1",173749.04155729
"BIRC3",173605.000184362
"PPP2R1A",173514.528924526
"CREB3L2",173467.02355899
"CAMK2G",173313.282483748
"CXADR",173282.414689694
"GDI1",173199.329377276
"HDLBP",173137.675128784
"CALY",173133.291659967
"IFIT2",172998.123404173
"NPC2",172950.826537216
"FCGRT",172921.716158994
"PAIP2",172849.475404121
"AMPD2",172724.035838286
"PPP2CA",172721.532216771
"HSD17B14",172707.650927476
"MYH10",172613.229048549
"PRKACB",172563.424513942
"RPL5",172552.525980788
"TARS",172314.210456586
"SIL1",172158.540817774
"GABRB3",171870.832922863
"CA12",171847.283568294
"WNT4",171704.774339769
"HSPA9",171657.279979054
"SERINC3",171637.411645998
"GOT1",171622.532876994
"SSX2IP",171609.550277613
"LEPR",171558.542917958
"NEURL3",171552.109406603
"GAS6",171425.162144462
"CACUL1",171144.138271213
"FBXO7",170957.179473688
"ODC1",170949.40621768
"DDX17",170940.572600252
