"","x"
"RPL14",13205810.2324153
"PFN2",13185521.89363
"CALM1",13104484.0072047
"RPL15",13084911.1109268
"QPCT",13066784.1552154
"HLA.A",13060639.69642
"DYNLT1",12974771.0064297
"GABARAPL2",12863270.0968956
"UCHL1",12795436.9362283
"PTPRN",12740936.0474132
"NPM1",12634047.866147
"SQSTM1",12627528.2709422
"FABP5",12621062.4292162
"RPL39",12610396.9492048
"NDUFV2",12606259.3134289
"DPYSL2",12575317.5210214
"TMEM258",12528296.033477
"PEBP1",12410008.174343
"GC",12384628.5821189
"NEDD8",12370853.6232195
"NDUFB8",12303681.2621387
"COA3",12292783.0243032
"RPL35",12149849.8229061
"NDUFS5",11975004.6681791
"COX17",11958744.8397903
"CRYBA2",11928578.7716939
"ANXA2",11913769.8253409
"MYL12B",11897664.0871375
"SUMO2",11808080.5757928
"SCG3",11776625.2317552
"ATP6V1G1",11708971.7052638
"CD59",11489852.4374204
"CFB",11474094.3617704
"PPIB",11333167.714203
"SAR1A",11310324.0414599
"SLC25A5",11297956.9113115
"SNRPG",11227300.5064215
"OAZ1",11219757.6219043
"ANP32E",11152809.8684571
"PSMB6",11098397.7069996
"H2AFZ",11047134.3039542
"ARRDC3",11028998.0672596
"CELA3A",10979046.935655
"ENPP2",10763736.794445
"HLA.B",10754931.3729828
"ERO1LB",10666524.212124
"RHOA",10552121.0149803
"ATP5C1",10542494.8609812
"NDUFA12",10493707.8728554
"COX8A",10477098.7848482
"TMSB10",10475535.7940895
"PEMT",10453682.9992032
"CTRB1",10452272.2342898
"SET",10445195.5430387
"SCD",10425705.4084287
"TMEM66",10424615.751056
"PSMB3",10412183.1298537
"SARS",10398609.1641027
"GSTP1",10375685.6048302
"SLMO2",10212656.0288128
"ATP5O",10169082.9055748
"COX5B",10140517.8196227
"DSTN",10132286.5636871
"S100A11",10033718.7750355
"PAM",9955220.74208645
"PRSS3P2",9950766.66131289
"CFL1",9935972.27284093
"RPS14",9870676.19204094
"TMEM176B",9804858.96969229
"RPS3A",9777369.67223555
"TSPAN7",9669845.98454913
"TMA7",9637279.32752666
"ATP6AP2",9619324.652164
"PCP4",9599566.65518679
"SNURF",9512259.03142035
"GDF15",9431270.22762012
"RPL29",9408259.98326737
"PARK7",9391158.91643184
"ANXA4",9362982.59423061
"ATP5I",9305874.15676372
"CHP1",9296309.7656569
"MAP1B",9292814.30507336
"SPCS1",9288414.54817395
"SERINC1",9277333.29370462
"OST4",9250054.27289386
"CPA2",9209455.06862987
"FAM159B",9107425.96452746
"RPS15",9073936.73317246
"EPCAM",9040084.57318205
"SELK",9029457.66307513
"OSTC",8962127.0987951
"TRA2A",8945474.45281066
"XBP1",8941861.58239496
"TLK1",8935287.21360937
"ABCC8",8919152.02409724
"EIF2S3",8906860.21567229
"SEPW1",8904923.78978825
"ATP5A1",8844389.28998016
"DYNLL1",8825478.86307903
"HSP90B1",8789457.18606899
"PRDX5",8770921.42720951
"SHFM1",8762548.50614744
"SOX4",8748325.74105281
"ATP5L",8718391.94746591
"NEUROD1",8709835.55496603
"COX6B1",8698570.3733419
"CTSB",8673223.77546441
"ANXA7",8672228.15675762
"DBI",8650577.38637021
"ARF4",8590892.08355211
"COL1A2",8582874.90209611
"FAU",8572442.47986546
"NPC2",8542740.50122955
"TACSTD2",8505713.4217883
"SPARC",8490771.21981745
"PSMA3",8460217.21576924
"IGFBP7",8397050.24157882
"MDH1",8386873.59989576
"NGFRAP1",8363952.88478112
"CD44",8297290.8799063
"DNAJA1",8226446.06881833
"COX6C",8200668.05440192
"PRSS3",8194597.11412499
"RPS7",8171501.61732815
"RPL31",8145070.69238213
"VGF",8108690.42414792
"ARPC3",8101083.59533139
"EIF3H",8091368.59618637
"YWHAZ",8088024.71764408
"RPS20",8086778.58911113
"RPS16",8054467.85961793
"RPL26",8040647.32072242
"ARF1",8036405.39877816
"RPS21",8014126.46341413
"NDUFB2",8004261.87585276
"MORF4L2",7977160.41555508
"HERPUD1",7969610.15808971
"ATP5H",7937047.28515922
"IFI30",7932391.336135
"GHITM",7918398.7925103
"RPS4Y1",7914396.8888545
"MT1F",7909629.47913337
"GPX2",7908638.8347722
"ATRAID",7907826.14262106
"EEF1B2",7882939.65990333
"PRDX1",7865793.92959375
"GPX4",7842478.65994808
"RPL6",7829598.15963944
"TXLNA",7799764.97365206
"C6orf62",7799275.25435597
"RPS2",7795505.75764047
"TMEM208",7789889.13799196
"RPS15A",7778461.80439012
"RPL18",7763982.62054938
"BEX2",7751004.33810627
"YWHAQ",7713927.3415087
"KRT8",7670925.11923257
"CD74",7650308.6073295
"RPSA",7636979.71127802
"P4HB",7629185.90926011
"PPT1",7624112.68159521
"CALR",7601964.36206013
"GRN",7598260.04532434
"PSME1",7589652.07693818
"LOXL4",7582367.39865767
"LAMTOR4",7579757.46138483
"SSR2",7578219.32491612
"KRT7",7573592.78616213
"BROX",7570499.69666351
"EIF3L",7527611.4063985
"ATP6V0B",7481130.35762073
"SLIRP",7463531.84402166
"SNRPD2",7452583.99572235
"CD164",7437635.45115927
"EMC4",7376058.22324567
"EIF4G2",7373777.72354861
"SEC61B",7350770.58561869
"MMP7",7347103.40729552
"PPA1",7318912.47904109
"HSPA5",7299757.57996023
"HLA.C",7299508.6614404
"PON2",7295735.49450133
"RPL13",7266483.51164727
"DUSP1",7257668.06843825
"ASAH1",7253042.86845684
"SRPRB",7243559.18363097
"ARL6IP5",7189585.74542524
"UBL5",7147849.45201141
"LAPTM4A",7147776.9706359
"LGALS3BP",7131393.34575279
"DHRS7",7122611.57875799
"VDAC3",7119294.55076276
"LAMTOR5",7089473.68739903
"ATP1B1",7086554.13837674
"BRK1",7077241.87811515
"KRT19",7069850.28017298
"ETNK1",7020350.18532924
"CNBP",6992503.74962519
"PKM",6942023.14978657
"CHCHD2",6940856.24512653
"ESD",6938599.83969262
"COL3A1",6936662.26101908
"PGK1",6919038.98776782
"ATP6V1F",6881794.52110814
"BSG",6823394.3842642
"RPL17",6815978.02587365
"SNRPN",6803795.55697427
"HSPB1",6789393.00474224
"ATP1A1",6769321.46762076
"PPIA",6730687.34823438
"TSPAN3",6706705.0684244
"CD46",6671288.20434979
"CEL",6669283.30495663
"PSME2",6661596.85474931
"ATP6V1B2",6657258.85492214
"ARPC2",6655934.1493681
"BEX4",6653976.11501608
"HAX1",6646723.55077052
"NOP10",6641897.7244295
"WDR83OS",6631259.09566785
"SRSF3",6601739.80302778
"TVP23B",6601404.41915163
"VPS29",6597842.96159389
"PDCD4",6588342.44727383
"PCSK1",6585830.23226484
"CTTN",6583104.51660851
"EIF3E",6579206.10960124
"HLA.E",6560666.03881425
"TMED2",6542249.23188598
"PCNP",6537338.81652307
"HEPACAM2",6530315.61332764
"SKP1",6529077.20647015
"ATP5G2",6500574.12825386
"RPS23",6471611.07919035
"TECR",6464630.33381449
"LDHA",6459442.90495139
"PLA2G1B",6446698.79970891
"POLR2K",6436514.83846402
"SF3B5",6427862.20594968
"SDHD",6425183.47474211
"IER3IP1",6416364.97219092
"DYNLT3",6413447.44845597
"RGS4",6410529.13894948
"ATP6V1E1",6357345.34755013
"MYL12A",6301140.79059999
"DNAJC3",6296799.14544514
"ATP6V1D",6266128.2784517
"TAGLN2",6240438.48273266
"PSMA6",6236407.51849591
"TMEM60",6202924.5655989
"RTN4",6202487.41753431
"ERP29",6199669.37222902
"TALDO1",6196612.30838994
"TXN",6184574.10741954
"CAPZA2",6173581.78819352
"ARL6IP1",6173435.3398224
"PET100",6163535.40093179
"TOMM5",6123252.54787966
"PSMA4",6115615.77841447
"FAM171B",6046711.18237339
"STMN2",6027639.50869219
"CSDE1",6025304.82638977
"VMP1",6022475.33050125
"CST3",6009683.29773346
"ATP6AP1",6004555.47816801
"THAP5",6002250.2704633
"KIAA1324",6000204.71118676
"EIF3I",5985524.32585697
"LSM3",5976160.05871905
"EIF1B",5972290.33861151
"ATP5G1",5972177.24418347
"PSMA2",5940307.43040986
"PHPT1",5933093.06194086
"TUBB",5932398.56756519
"AKR1A1",5929317.80497716
"PLD3",5923142.65435808
"HSPE1",5922621.50991319
"MARCKS",5915967.92284176
"TBL1XR1",5908665.58875278
"VKORC1",5895423.97320641
"SEC61G",5881957.39890353
"WSB1",5880238.77030045
"PCMT1",5877895.73179566
"SOD2",5867691.86120299
"SEP15",5860790.04678608
"TCEB2",5854697.77720192
"MRPL51",5853366.14857761
"MRPL33",5849113.05172308
"CLK1",5843182.56867111
"NDUFB5",5836214.01279514
"FXYD5",5834493.76075145
"EEF2",5830692.0266392
"PAFAH1B2",5807413.39001666
"CCT8",5805935.68280715
"GDI2",5800636.63807762
"JKAMP",5791501.22123977
"RPL10",5788457.50897147
"PABPC1",5788388.71154476
"NDUFAB1",5777485.45038461
"ITGB1",5772932.71492266
"DSP",5766982.30110547
"CTSA",5765464.23532001
"CRP",5751980.28597371
"ERGIC3",5746106.23565938
"NDUFB3",5743007.37804889
"TMEM33",5708901.88338673
"TMEM126B",5687739.40395369
"ALB",5672556.97171013
"BTG2",5664731.31638537
"CUTA",5654631.82155059
"NDUFS4",5652158.84650292
"XRCC6",5648048.43643506
"RABAC1",5645106.4855205
"ADCYAP1",5632965.50347736
"EIF3K",5618060.37425
"C1orf43",5613858.19256216
"ACAT1",5612482.78176278
"MAFB",5605415.58112794
"HNRNPA2B1",5597171.55967447
"SH3BGRL3",5596591.54341758
"ARGLU1",5571120.05126595
"HSPD1",5563580.11149198
"MT1E",5543216.38620289
"RPN2",5529312.64889336
"PFN1",5528861.28839619
"PSMA7",5505415.88543101
"C6orf48",5500378.21403426
"CANX",5484020.14919318
"COMMD3",5470388.25394333
"SDHB",5453410.50180861
"NDUFA3",5449812.86372933
"ROMO1",5444533.51765063
"FAM76A",5443288.87366953
"CYB5A",5430820.06299821
"HSBP1",5402282.33081241
"OCIAD2",5395163.09312336
"TMBIM4",5391896.59855611
"SERF2",5391758.0301763
"COPS6",5386689.05899119
"TRMT112",5371145.07195398
"CCDC53",5347768.4737075
"PDHB",5337960.6051121
"TAPBP",5324911.95815044
"PRKAR1A",5322926.75205754
"KRT18",5322917.5270612
"PSMC5",5288683.54763051
"MAGED2",5284702.39149816
"PCBP1",5274867.88468689
"TRAPPC4",5263146.79968774
"PAPSS2",5260746.76716144
"SNAP25",5251616.11722937
"FKBP2",5248346.01113758
"PSMB7",5243745.22333128
"ATP5F1",5239616.34013691
"SURF4",5196775.83439096
"SLC25A3",5190613.89242174
"PIGT",5189039.0136103
"TPM1",5176957.97841095
"UQCRH",5173243.61619171
"EZR",5172523.51562447
"DNAJC12",5169223.49766856
"EMC2",5159029.45685094
"TPD52",5152015.4288381
"DUOX2",5151118.57720293
"PLP2",5141212.98369134
"RHBDD2",5135222.05677929
"PEG10",5131842.77338848
"NDUFB1",5126517.78200271
"SUMO1",5125355.2699981
"PAX6",5121602.77480569
"EIF4B",5120649.67024367
"CLDN4",5118954.99666902
"NDUFA5",5106315.54940494
"RELL1",5105287.30107949
"PSMA1",5079173.23494821
"RPL10A",5070566.18028046
"TMED10",5068766.90754569
"UFC1",5060075.06099271
"STRAP",5054377.73188749
"RAB7A",5047157.86106155
"GSTA1",5033152.67622243
"SBDS",5020507.12130207
"NDUFA7",5008910.2643324
"C3",5004163.22630688
"DNAJB9",4982720.31875438
"TOMM7",4979072.61526489
"C14orf166",4966921.69147705
"MAPRE1",4962625.21417065
"ATP5J2",4958079.69181288
"PIGR",4957076.31367355
"NPTX2",4949592.16732464
"APLP2",4944246.43002626
"UQCRQ",4927326.23225144
"NDUFA13",4925606.09942834
"PLK2",4899925.51957528
"LRPAP1",4884508.02662738
"CTRC",4865788.55671092
"QDPR",4857942.04740717
"IDS",4857396.29856519
"CCT7",4855598.68080264
"RAB21",4850340.39349962
"SLC7A8",4837244.90492281
"MARCH6",4832136.15824958
"TUSC3",4831829.47409135
"PTPLAD1",4815529.41905903
"MMADHC",4814194.16695783
"UQCRC1",4810311.15484134
"TMEM219",4809704.91454011
"RWDD2B",4807143.52414287
"CSTB",4797569.2699158
"MDH2",4770683.28920846
"CLIC1",4761036.85428717
"TMEM147",4758047.96605336
"RDH11",4756636.85487588
"ILF2",4745816.40864389
"ACLY",4737374.54134622
"BCYRN1",4736952.25727731
"COX7A2L",4734134.29338883
"RBX1",4733487.50480178
"TCEAL8",4733111.54810687
"TMEM14A",4730852.04644571
"YWHAB",4725696.62571493
"VAMP8",4706914.97125448
"ZFP36L1",4706078.02876878
"NDUFA9",4704381.26491843
"TM9SF2",4699564.28335656
"SLC3A2",4691738.68326841
"ABRACL",4687362.49042625
"EIF6",4686238.2262147
"DECR1",4681639.65109845
"ST13",4680498.2300011
"ARF6",4673660.32464264
"MPV17",4669164.50842573
"SDCBP",4665057.59689165
"ECHS1",4663107.44783315
"LSM12",4661557.50011217
"PRDX4",4657436.20142052
"LINC00657",4656356.74821199
"UQCR11",4652736.71658345
"COPS4",4634409.27594234
"RAB1A",4614348.63458623
"EIF3M",4614104.65833847
"MRPL27",4604350.81521537
"DAZAP2",4589179.93879368
"UQCR10",4576679.83193992
"ATF4",4575819.84807934
"MRPS33",4549799.03865792
"POLR2G",4549315.09466341
"CHMP2A",4547179.85936699
"SARNP",4546416.62603195
"CCT3",4540512.15723746
"MSMO1",4533695.98029645
"MRFAP1",4521509.47885547
"NEAT1",4521247.05796226
"HMGN3",4480662.74997567
"RPL32",4479235.88758817
"ATP6V0D1",4479224.6574568
"CFTR",4476183.46792909
"SLC39A9",4475462.78735671
"MUC13",4475203.73152263
"TSPAN1",4469406.55041641
"SH3BGRL",4465447.13721959
"MIEN1",4464454.2082905
"VPS25",4461575.2648596
"FDFT1",4452686.40901318
"CIRBP",4450502.76829362
"CTNNB1",4444907.95009315
"RPN1",4432250.9177514
"MAGED1",4411405.07145737
"BTF3",4398844.77418893
"RBM39",4389525.03387436
"ANAPC13",4386136.36218485
"SCOC",4382813.52382974
"USMG5",4378487.13524866
"ARPC5",4366720.10573102
"ACP1",4366535.11010277
"NHP2",4365790.1992058
"PNLIPRP2",4355443.45170578
"HMGN2",4350897.21290287
"LAMP2",4348872.53391404
"CDC42SE2",4336265.90179697
"HADHB",4332936.50589014
"CADM1",4329011.29729117
"NDUFB6",4326516.50232597
"METTL5",4313765.10822004
"REEP5",4308669.21938226
"RAN",4307908.90754937
"EID1",4305737.33728055
"LMBRD1",4304396.75276788
"CRYZ",4297343.84597947
"GPI",4291275.15996884
"NDUFB4",4289149.52247281
"TSTD1",4287376.14484747
"PDIA3",4283589.18595076
"FAM46A",4279987.31974551
"RRAGD",4278560.65541119
"SLC7A2",4276012.3396086
"SAP18",4271611.97453681
"DDOST",4265969.56716263
"ZNF165",4264350.81544884
"NDUFB9",4259153.6700072
"COMMD10",4258935.97628833
"ACTR10",4249150.38114677
"IRF2BP2",4235277.38569618
"CCL2",4232878.08806398
"NDUFA6",4232592.90788313
"C15orf48",4227345.69786719
"C14orf2",4225619.97159815
"HIGD2A",4215000.27951074
"SERPING1",4196159.77201727
"ACADVL",4196070.68536433
"POMP",4193199.8394886
"NHP2L1",4191766.05701348
"UBE2B",4189705.61014237
"CCNI",4182446.2898345
"TSPAN8",4181419.00482329
"TM4SF1",4180004.69128058
"CFC1",4176344.39917356
"BNIP3",4176013.88715898
"TMED3",4169475.52253527
"S100A10",4168875.71180635
"PTS",4156022.40220165
"ALDOB",4147823.53089551
"FAM162A",4124485.99079995
"MSMB",4122599.6857132
"VAT1",4120235.32679532
"TMEM106C",4116855.5317954
"ISL1",4113520.8881147
"TMEM176A",4112354.77417183
"TSR2",4090152.13498612
"SF3B1",4081136.91033599
"WSB2",4069772.76997545
"MPC2",4069539.83806702
"LDHB",4064878.1018879
"SYPL1",4059506.45645288
"FAP",4055584.17204387
"PSMC6",4054283.30073857
"COPB2",4049826.86625683
"SEPT2",4047950.3287793
"NEU1",4047211.48490045
"PNPO",4039796.94788437
"YIPF3",4034792.53609525
"ARPC1A",4021216.45020027
"COPB1",4019527.72973622
"ATPIF1",4010350.62611971
"CD81",4003745.7137729
"NFKBIA",3997303.38382675
"WBSCR22",3995567.45958421
"TAF7",3991015.80933848
"IDI1",3987298.09079394
"DGUOK",3985209.68897696
"CDKN1A",3982309.49850682
"TPP1",3969436.10720764
"ASPH",3969088.12592922
"FAM96B",3968637.08065162
"RPL37",3968484.20581965
"NARS",3967589.47398671
"STT3A",3964201.40708989
"FN1",3952603.30985019
"UQCRC2",3941398.1559815
"COPZ1",3939319.0321926
"IFITM3",3935270.15641017
"HNRNPA1",3933442.29529587
"MRPL42",3924206.55267356
"CLDN7",3921402.19808248
"NUDT19",3920689.3607264
"VDAC2",3906571.67876866
"OCIAD1",3904938.57548911
"WBP5",3896633.88950207
"LUC7L3",3895698.27064057
"MRPL13",3888870.81223492
"ELF3",3876522.09565358
"KCNQ1OT1",3874629.20945449
"ATOX1",3867875.51660731
"ATP6V1A",3857948.88976976
"CDC42",3855641.68085961
"TIMP2",3854280.89568468
"ITM2C",3854112.17206481
"GUK1",3838831.35466774
"C16orf80",3838618.54391892
"AGT",3828775.37233279
"PTGES3",3823423.5021014
"RQCD1",3822036.86742623
"BCAP31",3820623.47980089
"ATP5G3",3813616.82949874
"NDUFB7",3809777.05863772
"TXNL1",3809632.33585044
"NDUFB10",3809024.87565395
"TMX2",3799983.12206803
"ATP5J",3799716.94154768
"SVIP",3796704.46045138
"DUOXA2",3790701.12376275
"APMAP",3787314.89258916
"SNX3",3779184.03132956
"NONO",3777777.84406467
"ERLEC1",3775482.17635117
"FDPS",3774741.53901683
"CGRRF1",3773452.08526449
"ECH1",3762524.75039015
"CASC4",3752648.77087696
"VAMP3",3751067.03141421
"RAB11A",3745263.39668182
"PPP2R1A",3733767.69759909
"PSMD7",3732623.64610723
"CACUL1",3731233.92977726
"CYP51A1",3729706.32957197
"VIM",3729501.88212333
"FBXO7",3729101.96120685
"PARM1",3728145.34820885
"GSN",3724754.83298001
"IFI6",3723697.64517395
"ACAA2",3719328.92130701
"TMED6",3718136.39920943
"XRCC5",3712796.00011168
"HDLBP",3708115.4119023
"TMBIM1",3706744.63068099
"HLA.DRA",3706460.26850803
"WDR61",3703401.60320079
"LOC284454",3702852.34754197
"STXBP1",3699578.41957358
"RPS27L",3697336.03270654
"SUCLG1",3691573.71658669
"PSMD14",3691505.70133963
"ENO2",3689887.41747754
"CNP",3684758.49753287
"NGRN",3672344.94207206
"IFI27L2",3670461.91426717
"KIAA1244",3670393.77737984
"BCAS2",3669205.01806323
"PSMG2",3666513.15036622
"MRPL32",3665836.6878215
"SEC31A",3651232.42089751
"SAR1B",3651191.96999884
"IMPDH2",3646349.02751712
"C12orf75",3635049.23427949
"ZMYM6NB",3633097.26999257
"CHMP5",3630452.93538219
"RPLP2",3629227.0868698
"SERINC2",3627962.71265284
"SSR1",3627766.77402877
"MEIS1",3627521.16307365
"UXT",3621950.48948668
"DCTN6",3621447.44558944
"ZDHHC2",3620924.17106734
"MARS",3618849.67463672
"NAPA",3616758.94362015
"RABGGTB",3606705.49685915
"RPA2",3599766.23165494
"TOMM6",3596095.29477288
"EFNA5",3591736.11008542
"MRPL39",3590132.18742555
"HIF1A",3588388.72838986
"DAP",3586898.29671993
"GLO1",3586651.6778277
"TARS",3584455.61598675
"MRPL36",3575455.61703919
"PERP",3570923.57546008
"UBXN4",3569512.13474046
"AP2M1",3568151.2232084
"DDX47",3561858.81437508
"TERF2IP",3561337.45815571
"TAF9B",3559807.60433898
"RAB3B",3555189.61743276
"SELT",3550570.00215273
"PON3",3546822.91310707
"PSMD8",3538463.19660355
"CNPY2",3532837.56774625
"G3BP1",3530911.04873313
"SCARB2",3522409.32430375
"RGS1",3514927.71959002
"NDUFA2",3514519.40223061
"C1GALT1C1",3513416.67349865
"CXCL1",3513063.89412359
"FKBP3",3512113.57763774
"CLTC",3509962.28508197
"EMC7",3506145.56234745
"TSG101",3505890.59860143
"PNRC2",3499353.5862755
"KCNK16",3498405.34424926
"CYB5R3",3497425.0854064
"EDN3",3485937.50102758
"HIGD1A",3478951.82272089
"HEXA",3475059.77651735
"TPPP3",3467357.89725846
"UBA3",3462099.5296077
"RBP1",3458450.99290816
"UBE2D3",3454865.68511535
"LAMTOR1",3452330.13951076
"RPS24",3450572.2391988
"GYG1",3449911.43707026
"TTC3",3447152.50358848
"TFG",3446953.26171475
"NDUFS2",3445732.83671461
"UNC50",3442770.3600015
"NIPSNAP3A",3439994.72911896
"APRT",3436581.63848275
"ASNS",3435255.24772676
"RSL24D1",3433262.70861564
"HSPA9",3427822.7355704
"CSNK2B",3425347.08580319
"ARF5",3425132.04765562
"UROD",3424775.7533444
"TUBA4A",3424307.40748856
"TSPAN13",3421946.99184506
"MTHFD2",3416142.56093677
"DCUN1D4",3409437.43398373
"C5orf15",3404193.94615914
"TCEAL2",3401023.15062974
"HEXB",3400168.81161681
"STRN3",3399558.58067316
"PJA2",3399418.38686778
"CRBN",3394866.49570201
"TMEM9",3394308.16789908
"FXYD6",3388155.46225026
"RPS17",3385695.56591543
"AKR1B1",3384308.17055041
"EAPP",3382323.44456217
"C19orf10",3381460.3883712
"CD47",3366723.36178486
"CKB",3363082.66920844
"DNAJC8",3361273.66947572
"DDX24",3360081.37527128
"RTFDC1",3347237.55166872
"MAN1A1",3345554.27187589
"TOMM34",3338847.00644151
"DHRS3",3334460.03160025
"CD99",3333956.30645996
"PSMC1",3333462.72840476
"EDF1",3330188.3272741
"BMP5",3325430.61372738
"MRPS18A",3322644.90838936
"UGDH",3321102.48047985
"MTCH2",3319784.3509557
"TAX1BP1",3318424.50938418
"SCFD1",3315945.41780427
"RPL13AP20",3311550.51695579
"SUMF2",3309899.29994047
"FAM32A",3307763.67286091
"GLS",3298664.34309392
"GP2",3291751.91490689
"PAIP2",3290938.30545952
"WFS1",3287909.9886638
"WTAP",3285768.73497916
"TIMMDC1",3280253.49089598
"GAS2",3274831.13866245
"PNLIPRP1",3271314.9087372
"PSMD6",3267790.60338182
"DDR1",3265342.40320534
"SLC40A1",3263661.35636488
"KDELR2",3260318.37265151
"MRPL18",3258696.5421239
"INSIG1",3257889.27097329
"BSCL2",3248877.14056453
"EBP",3247436.11283722
"PPP3CA",3245875.57300991
"SNRPC",3243530.36110738
"MRFAP1L1",3232644.8711105
"GHRL",3229670.50322098
"PTP4A1",3218527.82372979
"PAK1IP1",3216372.86547934
"REXO2",3213154.55195918
"SDF2",3209673.63352007
"ECI2",3208658.49542002
"ARHGAP1",3205886.56110781
"MRPS21",3200453.882876
"SERPINI1",3199435.15082002
"COPS8",3192501.14549389
"GLB1",3187541.65060573
