"","Gene","effect.size","p.value","q.value"
"OLFM4","OLFM4",41.0907457380249,2.54566727190514e-207,6.88815135989666e-205
"C1QA","C1QA",40.864363159785,8.76851910181523e-07,9.41424991332822e-06
"MMP1","MMP1",39.756464754682,5.48824979735377e-15,1.02415787885102e-13
"SDS","SDS",39.5093890355336,0.112550462329226,0.463015286566691
"SERPINA3","SERPINA3",39.0924515280696,0,0
"LCN2","LCN2",39.0420503124664,0,0
"CPB1","CPB1",38.6502548780871,4.0272436011787e-106,4.21821289452492e-104
"SFRP2","SFRP2",35.5944105486506,2.22878709644633e-67,1.46410699176673e-65
"COL1A1","COL1A1",35.0086878401577,2.03427590517523e-87,1.73823522739578e-85
"FABP4","FABP4",34.7188737067715,3.2287483960859e-07,3.59736383797237e-06
"ERCC_0.22888184.mix1_0.05722046.mix2","ERCC_0.22888184.mix1_0.05722046.mix2",34.3407102360767,0.288628205068684,0.983837803390238
"CPA1","CPA1",33.4730890035427,6.86461427524567e-160,1.21895170204733e-157
"C1QB","C1QB",33.0645100196934,2.59596706224392e-07,2.9094544062003e-06
"CTRC","CTRC",32.7016270789657,2.07068956639392e-155,3.38594986723506e-153
"RBP4","RBP4",32.4314630231224,3.69685408813255e-278,1.75053742852426e-275
"HPGDS","HPGDS",31.5692006854542,7.34509093670137e-13,1.25241239235023e-11
"LUM","LUM",31.0968268853919,5.67813288947367e-62,3.4142402763187e-60
"SIGLEC6","SIGLEC6",30.606401727967,7.93220053856779e-09,1.02847111261328e-07
"LAPTM5","LAPTM5",30.5659272209217,6.36550511349202e-23,1.64973279047389e-21
"CPA3","CPA3",30.1381287277004,2.031487256872e-09,2.76820586699302e-08
"C1QC","C1QC",30.0216340038803,6.0037732588841e-07,6.53542923377283e-06
"TESPA1","TESPA1",29.7667712495422,6.85396323274604e-09,8.93227050108095e-08
"MMP7","MMP7",29.3067706236781,3.22669131693563e-235,1.03295023862859e-232
"CEACAM7","CEACAM7",29.0822484308454,5.01440141584236e-137,6.99216747120742e-135
"PRSS3P2","PRSS3P2",28.8044206355637,6.23044268946403e-217,1.8633122616951e-214
"GCG","GCG",28.3049795804226,1.40761549872586e-54,7.35487187828506e-53
"MMP2","MMP2",28.0189733091832,2.60728551534611e-49,1.23976971711928e-47
"PNLIPRP2","PNLIPRP2",27.8648674936689,1.38421692192496e-186,3.27727775192003e-184
"ADAMDEC1","ADAMDEC1",27.1431511561178,0.00954474512501981,0.0545081688307978
"PDGFRB","PDGFRB",27.0697505608406,1.81532657713313e-76,1.34838424090388e-74
"KRT17","KRT17",26.7411857173253,8.37274867391339e-14,1.48443217324007e-12
"SPINK1","SPINK1",26.6704536916983,0,0
"PNLIPRP1","PNLIPRP1",26.6197445572402,2.42806701470331e-152,3.8324677206383e-150
"KRT7","KRT7",26.0277551804103,0,0
"COL6A3","COL6A3",25.7968883541274,5.83699151641367e-78,4.46696902951402e-76
"GPR84","GPR84",25.779865439042,0.00121112094242661,0.0083797771386345
"CSF3","CSF3",25.2357339022763,0.150162340738049,0.589878991122555
"CCR7","CCR7",24.1486614081609,0.223713803526976,0.808392852204236
"DCN","DCN",24.1344021399778,1.58189437483995e-50,7.68266607814896e-49
"SERPINB7","SERPINB7",23.931972361963,0.0100072020810495,0.0566368765189674
"SERPINB2","SERPINB2",23.9183119952592,5.23215677758553e-46,2.33179787054395e-44
"RGS13","RGS13",23.4680925658267,0.0190631557318282,0.100553833053777
"CFTR","CFTR",23.3847398940633,0,0
"ALB","ALB",22.9433515732321,2.62350787314017e-54,1.36452426655842e-52
"TACSTD2","TACSTD2",22.7764614161116,0,0
"MT1G","MT1G",22.550216207204,1.8274034729911e-98,1.75995989566164e-96
"REG3G","REG3G",21.8429070888233,3.4741676265452e-55,1.83211962839318e-53
"CFB","CFB",21.8373738596089,0,0
"CELA2A","CELA2A",21.8360376442314,8.05750522730612e-112,8.9774037407569e-110
"CELA3B","CELA3B",21.7486296353083,1.23997151378096e-79,9.7183836333543e-78
"PLA2G7","PLA2G7",21.5065647616307,0.00483570122968738,0.0296574887343671
"POSTN","POSTN",21.4980318903009,5.530195280099e-16,1.09016312681154e-14
"GP2","GP2",21.0966079817926,4.96734157331138e-46,2.21812783143014e-44
"DUOXA2","DUOXA2",20.6401199525637,3.51691322130663e-131,4.67461524018002e-129
"CCL20","CCL20",20.5788465552767,9.43183344120533e-26,2.68978848538464e-24
"FCER1G","FCER1G",20.3723293283962,2.42979628157974e-13,4.23518709233328e-12
"AQP1","AQP1",20.1391144113185,1.47832638381321e-254,5.79325523753284e-252
"CCL2","CCL2",19.9376174347185,2.57537071449517e-175,5.62842317016931e-173
"TIMP3","TIMP3",19.8318061604916,2.28433867131346e-36,8.33398614129754e-35
"GDF15","GDF15",19.7032368349544,7.2410147044289e-212,2.08330409135398e-209
"BPIFA1","BPIFA1",19.4293640052153,0.00537452250784535,0.0326362602406671
"CEACAM6","CEACAM6",19.3740507094641,6.58250603771485e-80,5.17694739554397e-78
"CYP1A1","CYP1A1",18.7449676592527,2.83934150208927e-102,2.79373995675269e-100
"DUOX2","DUOX2",18.5972203196896,1.30001330819375e-210,3.69350031024198e-208
"VSIG4","VSIG4",18.4768093975579,0.000818685637879531,0.00586260424176555
"SERPING1","SERPING1",18.1123411084679,0,0
"PIGR","PIGR",17.8756085072536,2.89493096798842e-172,6.03659504324851e-170
"ISLR","ISLR",17.4857425463903,3.90573669466762e-33,1.33293527527178e-31
"SERPINA5","SERPINA5",17.191533202496,0,0
"FLT1","FLT1",16.9653292646172,3.47709104955962e-16,6.9203855048547e-15
"RNASE1","RNASE1",16.950282883764,4.77548687522713e-197,1.21957349648357e-194
"SIGLEC17P","SIGLEC17P",16.9331192525787,0.000113321072087138,0.000922850106581354
"PRSS3","PRSS3",16.8884365328488,1.9985675028441e-157,3.44132127061693e-155
"KRT19","KRT19",16.8464337028541,0,0
"TCN1","TCN1",16.8177086380269,1.61846787942258e-18,3.57147149819377e-17
"SERPINE1","SERPINE1",16.8176281231477,3.76193916093367e-27,1.11625476747861e-25
"FGF19","FGF19",16.5924502100408,1.78223489674078e-43,7.58584587416125e-42
"CLDN2","CLDN2",16.3673369013471,6.53157282745258e-162,1.20696031540788e-159
"IGFBP4","IGFBP4",16.2465883377756,1.13352309202023e-67,7.51132546895855e-66
"LYZ","LYZ",16.159320106853,7.35298200057243e-139,1.05110646472334e-136
"SERPINB4","SERPINB4",16.088929036064,0.110178807487581,0.456148290598403
"CD53","CD53",16.0188374446107,7.80756735196768e-12,1.24619521308198e-10
"PECAM1","PECAM1",15.9626915747744,5.34943597617458e-20,1.23942232724232e-18
"SERPINA1","SERPINA1",15.5107277761439,0,0
"NPY","NPY",15.3673771130636,7.82611774757241e-49,3.67520310505317e-47
"TYROBP","TYROBP",15.3538489021554,2.352586621617e-10,3.41892207945862e-09
"IL1RL1","IL1RL1",15.2919249850003,0.000609269721614699,0.00444704287173427
"APCS","APCS",15.2813789480315,4.30015717657566e-107,4.58865128950179e-105
"CXCL8","CXCL8",15.0694691950022,1.65153839575336e-64,1.03695624853807e-62
"NTS","NTS",15.0511378084615,0.00223810963735628,0.0147065608405525
"IL6","IL6",15.0452603693,0.00360478446960031,0.0226272151918104
"C3","C3",15.0064959873772,4.60862455795183e-265,1.97640429391863e-262
"TSPAN8","TSPAN8",14.9600444286947,6.86441812326294e-294,3.62840370985217e-291
"COMP","COMP",14.938063080695,7.30204260225533e-12,1.17043812628111e-10
"KDR","KDR",14.9029896141765,2.73099573583078e-15,5.17704771306904e-14
"CXCL6","CXCL6",14.7591453691434,6.18511994710816e-85,5.14950883801543e-83
"MS4A6A","MS4A6A",14.7543418676455,0.000798414825345603,0.00572827353702027
"MS4A2","MS4A2",14.5871543542158,2.01454145396759e-05,0.000183154050828918
"THBS1","THBS1",14.58143292203,5.80199821521175e-33,1.97415594960401e-31
"PENK","PENK",14.498550377236,9.32161141424027e-06,8.83900316371577e-05
"LOXL4","LOXL4",14.3645036665143,0,0
"S1PR1","S1PR1",14.3080109220452,2.17620437016697e-21,5.37640751407881e-20
"CCL18","CCL18",14.2827313445341,0.153853687061258,0.601675921062515
"PTGDS","PTGDS",14.238541719107,4.90119158987674e-05,0.000421806829406696
"ANPEP","ANPEP",14.1257988562023,6.41371999204501e-241,2.11271654636509e-238
"IGFBP3","IGFBP3",14.1024331444206,3.82479311474996e-61,2.25216898199875e-59
"THY1","THY1",13.9567752029639,6.91787698712721e-37,2.54840236694351e-35
"IDO1","IDO1",13.8613481733629,1.56380452013257e-07,1.78881293095588e-06
"VCAM1","VCAM1",13.6245512730973,3.00952758655412e-60,1.72301139835739e-58
"ALOX5AP","ALOX5AP",13.5733250384017,5.00170055033686e-12,8.07986153579293e-11
"CD300A","CD300A",13.5448316616761,1.65399064921047e-07,1.88627965207751e-06
"CCL4","CCL4",13.4423073594905,0.082249684353399,0.357379674186275
"MS4A7","MS4A7",13.3920566393557,0.000143130361200276,0.00114954416244561
"MAST1","MAST1",13.2053806304367,1.31386662011951e-60,7.59869577829422e-59
"ALDOB","ALDOB",13.0891403573201,3.42855245069005e-77,2.59758562172448e-75
"CTGF","CTGF",13.060373839796,2.03888224373589e-82,1.66099478558685e-80
"SELE","SELE",13.0152737341507,0.019812854330276,0.104073576628806
"FGB","FGB",12.9403231885859,4.91610212610636e-12,7.9472322350122e-11
"IL24","IL24",12.9059651587498,0.000565833538638699,0.00415804413181991
"CHGB","CHGB",12.7956475969344,4.34043345780512e-124,5.48076178124737e-122
"HCK","HCK",12.7687226298816,1.63056663985781e-07,1.86236930438835e-06
"PLAT","PLAT",12.7562047888325,2.5776850292045e-28,7.88535706982355e-27
"HSPA6","HSPA6",12.6460180664613,0.104364399383859,0.436287113792377
"ENG","ENG",12.6117518351648,4.76035871750288e-16,9.40853854696722e-15
"TOP2A","TOP2A",12.6027258918601,1.72041105206424e-15,3.30542880831513e-14
"HDC","HDC",12.5993462919222,0.0155226667619332,0.0838836644869187
"COL6A2","COL6A2",12.5926961484524,3.99415192952058e-36,1.45020893300437e-34
"SLC3A1","SLC3A1",12.561205714337,8.82674357624889e-184,2.02649550247031e-181
"CEL","CEL",12.5223746437378,2.37606475647825e-43,1.00621764613188e-41
"MT1H","MT1H",12.4810969339869,1.45565326852665e-57,7.99167708703921e-56
"KRT23","KRT23",12.4306725982712,1.93005760846364e-157,3.34872361700535e-155
"MSMB","MSMB",12.3705606805457,0.0166300040478472,0.0891680495408158
"MMP10","MMP10",12.2763005867128,9.61874190774244e-10,1.34372701180749e-08
"CLDN1","CLDN1",12.2516260168161,0,0
"CCL26","CCL26",12.1011156742008,2.21822397574326e-05,0.00020070864946126
"SLA","SLA",12.0372884570573,0.000969130520724702,0.0068407973930285
"ANXA1","ANXA1",12.0365519942124,5.58308302464037e-29,1.74071185277162e-27
"G6PC2","G6PC2",12.0323903304122,0,0
"IL11","IL11",11.9840420638159,9.89841840195629e-13,1.6752133422045e-11
"PRELP","PRELP",11.9186356828598,1.18894965790645e-11,1.87794557154661e-10
"ABI3","ABI3",11.8783047415115,3.06496836974566e-06,3.08656030464994e-05
"VCAN","VCAN",11.8625857012756,1.8552515086115e-44,8.06271731151642e-43
"FN1","FN1",11.7922426792838,1.28859939512332e-64,8.13571545882166e-63
"PTGS1","PTGS1",11.7902563751563,2.6241082463944e-16,5.24106821900688e-15
"ESM1","ESM1",11.7890429073565,3.27412564436472e-11,5.01466319210011e-10
"HLA.DRA","HLA.DRA",11.7608987393642,4.4696852621786e-70,3.05079508480653e-68
"SASH3","SASH3",11.7441604064501,1.54332161413442e-06,1.61874282268857e-05
"COL5A1","COL5A1",11.7182635314792,3.96590060945806e-45,1.74017287552842e-43
"CD93","CD93",11.6935730213469,2.24763990974199e-09,3.0481269396495e-08
"SRGN","SRGN",11.6908706470693,5.22898118930476e-18,1.12867534142173e-16
"ALDH1A3","ALDH1A3",11.6899667146125,2.84610033208567e-172,5.98972355999771e-170
"CHGA","CHGA",11.6271692232476,0,0
"CXCL1","CXCL1",11.4321527336448,2.80580358692502e-57,1.52933116851843e-55
"SCG5","SCG5",11.4278451558728,7.99699858432251e-265,3.3659959411679e-262
"FGG","FGG",11.3591673749926,1.58780597995693e-21,3.94849476131741e-20
"FGA","FGA",11.3458321072057,2.39251025806098e-16,4.80383088829222e-15
"UBE2C","UBE2C",11.3287948743545,8.63375366341531e-12,1.37516879478463e-10
"THBS2","THBS2",11.1481683569476,2.73857008877551e-26,7.90914352576602e-25
"CD48","CD48",11.10510839873,0.000655305504607051,0.0047601274574029
"DNASE1L3","DNASE1L3",11.1001670907329,0.0784256055446231,0.342531819451141
"LGALS1","LGALS1",11.0889473487741,6.20015908750794e-129,8.09904689080276e-127
"CRYBA2","CRYBA2",11.0859293166665,0,0
"LAMC3","LAMC3",11.055350047576,4.40457561987856e-25,1.23747341488529e-23
"TINAGL1","TINAGL1",11.0235915821894,1.54920903798646e-195,3.7862335725155e-193
"HSD11B1","HSD11B1",10.9591683785839,5.44582288683586e-15,1.01707566470741e-13
"PLA2G1B","PLA2G1B",10.940904351598,3.06539812097808e-85,2.5615233048423e-83
"CLDN5","CLDN5",10.9104363502032,0.000339291097821763,0.00257401447342819
"CD300LF","CD300LF",10.8761764561182,2.48483510145878e-05,0.000223320747414221
"VWF","VWF",10.7792336324394,1.77398993829039e-06,1.8445113132389e-05
"RGCC","RGCC",10.7652190466357,8.91735903072348e-16,1.73529669014824e-14
"TGM2","TGM2",10.7116534170774,9.78115205326857e-156,1.62274310232658e-153
"UBD","UBD",10.6825491765834,1.9058116870078e-156,3.20868102474077e-154
"CCL3","CCL3",10.6437721840251,0.0189949720129845,0.100263984877641
"LGALS4","LGALS4",10.5810611195969,4.9791601519588e-268,2.17637175180522e-265
"TNFRSF4","TNFRSF4",10.5805472906668,0.0155128171526199,0.0838503736175737
"HTRA3","HTRA3",10.5660655481121,5.91590488346137e-24,1.59315879260893e-22
"ZFP36L1","ZFP36L1",10.5628748513542,0,0
"PCSK2","PCSK2",10.5556024283022,0,0
"CDH11","CDH11",10.5131552596758,1.37127259475344e-36,5.03516232732649e-35
"LRRC32","LRRC32",10.4818021667257,1.19411584721307e-38,4.55386897505131e-37
"KIT","KIT",10.4739402323085,7.21693313054387e-08,8.58365636442342e-07
"PCAT19","PCAT19",10.4702711198887,5.58202370904181e-14,1.00058215207264e-12
"ADH1C","ADH1C",10.4544799466843,2.62272064673039e-113,2.98059087897676e-111
"IL32","IL32",10.4248911361127,0,0
"CXCL17","CXCL17",10.4210561592978,4.18195877258172e-120,5.11030865279623e-118
"TM4SF4","TM4SF4",10.3888300817036,3.85054471541824e-269,1.7160594281714e-266
"CARTPT","CARTPT",10.3772367074877,2.95371457258092e-09,3.96310380874804e-08
"AMBP","AMBP",10.3716232562382,1.76317730693423e-152,2.82220119783859e-150
"PRSS8","PRSS8",10.3371537912967,0,0
"SCG2","SCG2",10.3207552714715,0,0
"AKR1B10","AKR1B10",10.2925476386878,1.95543065989223e-89,1.70287292983488e-87
"CD33","CD33",10.0644799170335,0.00609674324340019,0.0364282011512206
"HSD3B2","HSD3B2",10.0360368703727,0.0694752929602913,0.308961834023569
"SAMSN1","SAMSN1",10.0129941406492,9.05815659809267e-08,1.06289541207046e-06
"LAIR1","LAIR1",9.96257823114053,3.2098686302911e-05,0.000283548791674646
"CRYAB","CRYAB",9.92516793009451,2.43678119080118e-34,8.50777260917357e-33
"CLDN10","CLDN10",9.81150319209473,1.52873550528448e-274,7.09114883665532e-272
"ELTD1","ELTD1",9.67748844761623,7.00197410441063e-12,1.12313245885074e-10
"AKR1C3","AKR1C3",9.60750644690582,7.711258307667e-251,2.7385810949213e-248
"RGS1","RGS1",9.60313089971033,1.19344542842963e-16,2.43499292125468e-15
"LILRB4","LILRB4",9.54733894303557,0.0440630655304188,0.209301863415024
"COL4A1","COL4A1",9.4932081354944,1.24872726389758e-60,7.24038826049188e-59
"CD248","CD248",9.48864739278284,3.12638519141779e-22,7.93075993479186e-21
"TGFBI","TGFBI",9.47791508262398,5.8429339840507e-36,2.11471411661606e-34
"TIE1","TIE1",9.44223728723106,5.29839747580663e-09,6.97724659487884e-08
"SDC4","SDC4",9.42650015274006,0,0
"LSP1","LSP1",9.38834659575,0.00788329049221144,0.0460142038000703
"PGC","PGC",9.33187010216468,1.3715194218492e-05,0.000127289771087017
"HSD17B2","HSD17B2",9.330335349648,1.39494831867642e-158,2.43890617963049e-156
"LGALS3","LGALS3",9.23125634025082,0,0
"BATF","BATF",9.22080890250028,0.00395472300779171,0.0246450283847796
"DHRS9","DHRS9",9.21214825182996,0.0650837700230025,0.29188812329377
"CXCR4","CXCR4",9.20389780224729,1.5446084620709e-16,3.13179355347096e-15
"CLEC14A","CLEC14A",9.2002267749859,4.53783273084414e-10,6.47866835046209e-09
"CTSH","CTSH",9.14908156854447,0,0
"IFITM3","IFITM3",9.12601493376466,0,0
"RRM2","RRM2",9.11724580113899,1.54663547110493e-10,2.28269335212623e-09
"CYP24A1","CYP24A1",9.06908595076499,0.102885654813577,0.431203954765504
"PCSK1N","PCSK1N",9.02538660318855,2.49792783697705e-253,9.30744291912319e-251
"FMOD","FMOD",8.89163446939732,9.65743075014425e-40,3.77154198488022e-38
"CYGB","CYGB",8.78946651442844,5.60233260934436e-26,1.60372062818373e-24
"RARRES2","RARRES2",8.75238544599356,1.20319695798729e-138,1.70921647863081e-136
"BMX","BMX",8.73256205006258,0.241197256130554,0.856991157509983
"ROBO4","ROBO4",8.68805008260267,2.69862090868943e-08,3.34991559986903e-07
"F2RL3","F2RL3",8.64158648606854,7.52993407127463e-09,9.78547006895375e-08
"SH2D6","SH2D6",8.63560933638079,0.207608480976994,0.763782535419823
"DEFB1","DEFB1",8.59935336670357,7.95484283444159e-118,9.41695952000119e-116
"PTPRN","PTPRN",8.53360464015582,0,0
"BTNL3","BTNL3",8.45045584018987,0.176077153092507,0.670810863667382
"PLAU","PLAU",8.44730214547079,2.92551128133087e-44,1.26655135073084e-42
"TFPI2","TFPI2",8.41750596216945,7.96452425195538e-39,3.04757023102178e-37
"CENPF","CENPF",8.40602108091949,6.18685392768495e-06,6.01715887558199e-05
"GC","GC",8.32904938028063,0,0
"MCEMP1","MCEMP1",8.30904019169743,0.191145885817516,0.716210372860871
"KRT20","KRT20",8.30581603434099,0.0895750667417427,0.384649856786901
"CYR61","CYR61",8.29313408703602,1.92479733862977e-87,1.65089504564966e-85
"MS4A4A","MS4A4A",8.28642315982172,0.0059625613773307,0.0357203630852266
"SIGLEC10","SIGLEC10",8.27710797473926,0.00694275672092512,0.0409875110415343
"APLN","APLN",8.25860807938894,0.0192113376575391,0.101264956776022
"CA4","CA4",8.24027715960389,5.94071069888276e-37,2.19555143861636e-35
"DKK1","DKK1",8.23295447566325,0.0129842054921195,0.0714398466788632
"ESAM","ESAM",8.20640910300643,1.18841118106609e-11,1.87794557154661e-10
"RUNX3","RUNX3",8.2042283419853,0.000108644712315735,0.000889227823631379
"PDLIM3","PDLIM3",8.16775890391904,2.35511032194918e-164,4.49826071492294e-162
"CXCL2","CXCL2",8.13778827633512,2.91302947832613e-80,2.31504360184876e-78
"MPEG1","MPEG1",8.10639619551464,0.00314430366580707,0.0200075246416934
"MKI67","MKI67",8.03572697858813,4.60744241565676e-13,7.93954197615333e-12
"UCA1","UCA1",8.0319432953696,3.68408448140414e-54,1.90308082222352e-52
"STC1","STC1",8.02731058615195,2.59100923775088e-25,7.31565825650182e-24
"ERG","ERG",8.00279881277859,4.61902248371176e-11,7.05075634870952e-10
"BIRC5","BIRC5",7.93632176658305,5.3863652984425e-14,9.66272272046564e-13
"UGT2B15","UGT2B15",7.91602458332686,1.47642741999025e-80,1.18578511763104e-78
"GSTA2","GSTA2",7.90424826691012,1.67227654079969e-92,1.49642415337937e-90
"CCR1","CCR1",7.88901504469308,0.00768495963636556,0.0449257838412944
"TNFAIP6","TNFAIP6",7.85916253455855,3.99664524657615e-21,9.71548126304057e-20
"PTPRC","PTPRC",7.83765407892094,6.1192000642966e-06,5.95645816965299e-05
"LEFTY1","LEFTY1",7.83114958903683,2.77254259747118e-15,5.25142672482688e-14
"PMEPA1","PMEPA1",7.78594535347217,7.55795546190244e-163,1.40807188273427e-160
"CD44","CD44",7.77488857794718,2.65996113657452e-254,1.02471621480004e-251
"HBB","HBB",7.7484705895959,0.0562369768729601,0.25832866761227
"PXDN","PXDN",7.70801610871917,4.52481848594865e-52,2.26529954553143e-50
"SCGN","SCGN",7.69104773058935,0,0
"SLC4A4","SLC4A4",7.68682103272359,1.39187958159678e-247,4.72179567315124e-245
"CD74","CD74",7.67699175828328,2.67551355489883e-161,4.86493980714365e-159
"SDPR","SDPR",7.66871428080597,3.46415194082641e-07,3.838942440909e-06
"CXorf36","CXorf36",7.64795340286808,9.38839920138638e-06,8.89862074429988e-05
"MGST1","MGST1",7.64180065524211,8.69140279276702e-152,1.35306091833426e-149
"GIMAP4","GIMAP4",7.61139362149175,1.67946795839967e-06,1.75103794616817e-05
"VTCN1","VTCN1",7.54759886574958,4.91485260559262e-161,8.86584800575514e-159
"SYCN","SYCN",7.52580414598844,9.91091113134192e-42,4.11067699095384e-40
"PLEK","PLEK",7.45656406142838,7.9123022659404e-06,7.57853848304085e-05
"PDZK1IP1","PDZK1IP1",7.45556915282253,2.78715790022575e-206,7.36619905979432e-204
"CRISP3","CRISP3",7.45236101146827,0.0127764394332909,0.0704331049913339
"SERINC2","SERINC2",7.411780335115,1.06241072254221e-264,4.39046060230216e-262
"CDC42EP1","CDC42EP1",7.41171763911871,9.1715991420249e-284,4.63247281997965e-281
"SLC30A8","SLC30A8",7.39479661971966,0,0
"MRC2","MRC2",7.37485139355157,1.80893768912312e-23,4.77917014535703e-22
"MXRA8","MXRA8",7.35210034763366,5.70426649698503e-23,1.48683799552721e-21
"DMBT1","DMBT1",7.35146272497609,4.81291800736286e-07,5.29234704350994e-06
"MFAP4","MFAP4",7.34642235334204,3.25152685853445e-08,4.01433753219062e-07
"PPAP2C","PPAP2C",7.3362771733001,5.92192290774749e-254,2.24332309616988e-251
"SLAMF7","SLAMF7",7.33331585743128,3.88742905795038e-05,0.000339662823370419
"BIN2","BIN2",7.33128299429054,0.0120404473938951,0.0668786238552888
"TM4SF1","TM4SF1",7.31096344309856,0,0
"COL4A2","COL4A2",7.30989452201369,7.28639545902051e-70,4.95845755652925e-68
"SIGLEC8","SIGLEC8",7.30553080984354,0.00425181916740645,0.0262750402001036
"SOX4","SOX4",7.24513193545539,4.39833248775429e-186,1.03061545478523e-183
"GSTA1","GSTA1",7.21615994147463,8.13685064332754e-173,1.72843437637562e-170
"ECSCR","ECSCR",7.20765359908533,4.32442856593406e-08,5.26741355172108e-07
"LOC101928834","LOC101928834",7.1890751732919,0.000810349021855844,0.00580473461007295
"C1S","C1S",7.16845455113054,1.11515339045376e-126,1.44836122352134e-124
"SPON2","SPON2",7.15805923539985,7.35510742290319e-38,2.77698067467054e-36
"COL18A1","COL18A1",7.13839633594901,4.39414437617316e-172,9.07950068418544e-170
"GPRC5B","GPRC5B",7.13442150328167,3.18088697993775e-209,8.71064821289219e-207
"IFITM1","IFITM1",7.1186476362267,5.34736981559751e-27,1.58049894068551e-25
"PIK3R6","PIK3R6",7.07929477692114,0.269852422053449,0.936600731640714
"LGALS2","LGALS2",7.05043905740151,5.0393813618142e-74,3.61325233352287e-72
"GPX2","GPX2",7.00677675638184,9.40407842242004e-250,3.23856512823008e-247
"GPR116","GPR116",6.99919933086069,3.23761313935615e-12,5.30553057277765e-11
"MUC1","MUC1",6.98265072684281,8.48155137180466e-152,1.32949780089481e-149
"LAMA4","LAMA4",6.98119210765438,1.2915844415944e-26,3.76847532387666e-25
"CD24","CD24",6.95384864389748,2.62166288119589e-250,9.1673500964156e-248
"STRA6","STRA6",6.90716653521503,4.96126856405378e-08,6.00450868969001e-07
"RAB44","RAB44",6.87493579945372,0.11820398477986,0.482171279623376
"AMICA1","AMICA1",6.8711681051158,0.0217164858599689,0.11282148733971
"TNC","TNC",6.87107698202473,3.44243902551809e-20,8.04143850061672e-19
"ANXA3","ANXA3",6.83522987232076,5.68981900687809e-179,1.267881335366e-176
"MGP","MGP",6.83285739306628,4.8650681350635e-13,8.37078982905817e-12
"SIGLEC12","SIGLEC12",6.83246079284491,0.0589851364950802,0.268618146142392
"ID1","ID1",6.79472577186407,3.81878776194574e-210,1.07157070421315e-207
"NPTX2","NPTX2",6.78123016417952,1.08639917439571e-156,1.85659901013836e-154
"ANGPTL4","ANGPTL4",6.77258635513523,7.34447853516713e-41,2.97033189725647e-39
"GPNMB","GPNMB",6.75431977007631,4.09039059718898e-29,1.28058523255521e-27
"CD38","CD38",6.73015810529203,0.00138503993662785,0.00946214990069563
"EDNRA","EDNRA",6.70261415430849,1.78015956957128e-20,4.22351219799433e-19
"VSTM4","VSTM4",6.64823836546558,6.26489673027951e-20,1.45004926458781e-18
"CTSK","CTSK",6.64282664167198,2.0011548577143e-20,4.73301235806331e-19
"CDH13","CDH13",6.63810182254276,4.67627945365537e-07,5.14957149719637e-06
"SLPI","SLPI",6.63321326226495,4.73522782061806e-68,3.14698810335754e-66
"RGS5","RGS5",6.63047285722581,0.000819708183150888,0.00586807788813749
"OLR1","OLR1",6.62843900034578,0.0238779265907041,0.122455188059592
"LOXL2","LOXL2",6.62290526582146,4.63366672743792e-14,8.32558190102264e-13
"MMP12","MMP12",6.60413185246983,0.0718846894650132,0.318306469287022
"RAMP1","RAMP1",6.54306229783187,2.42209935129692e-188,5.79493643743448e-186
"DOK2","DOK2",6.53293354338359,0.0248376609016725,0.126706257665891
