"","Gene","effect.size","p.value","q.value"
"CCL20","CCL20",30.2013962682613,0.000817240834473618,0.00940260917607468
"RBBP6P1","RBBP6P1",29.7283728209311,5.56577381298008e-08,1.07118021624712e-06
"MIR323B","MIR323B",29.4225961805827,0.0168601962290066,0.149410923085335
"C1QA","C1QA",28.9039004516055,0.0773609715490424,0.554318512588658
"SUCNR1","SUCNR1",28.5295874470312,3.00947167721716e-05,0.000429172385595165
"HIGD1AP18","HIGD1AP18",28.5274044496322,0.00595984050863825,0.0584679349848814
"OR2L13","OR2L13",27.3433605231664,0.0590414174250043,0.442303583047366
"RGS2","RGS2",26.4458903610365,4.58449937818798e-100,3.49922334356966e-97
"LOC100419583","LOC100419583",26.2231594106807,1.03929372212196e-35,9.1370786292523e-34
"LOC100884169","LOC100884169",26.0952673310323,2.62280650102202e-06,4.26558515885344e-05
"RPL31P30","RPL31P30",25.9754470049285,0.0871479277240736,0.612552533420948
"LAPTM5","LAPTM5",25.356661266446,0.000645523827647078,0.00753013971090638
"ALOX5AP","ALOX5AP",25.3061557453639,0.000890973938700003,0.0101432097482376
"LOC100128906","LOC100128906",24.6461116629759,3.33704328217681e-228,9.33927179905217e-225
"HRASLS2","HRASLS2",24.5752402459479,0.0568707227455499,0.428047143139074
"ZNF37C","ZNF37C",24.5566659894422,0.0679415708037387,0.497113227423259
"GCM1","GCM1",23.8465704089623,0.0800113873017627,0.570388968614391
"RPL37P13","RPL37P13",23.4812522714931,0.024876330370529,0.209858497654822
"MAEL","MAEL",23.3370380670997,0.115888344357074,0.778866151068239
"DDX39BP2","DDX39BP2",23.2431002559544,0.014122001655586,0.127614465270372
"LOC100129137","LOC100129137",23.2208395914976,0.000493419515976621,0.0058767717898056
"LOC647299","LOC647299",22.7666823114894,0.151330717957328,0.965664227983829
"HMGB1P47","HMGB1P47",22.7645050425302,1.9650207833473e-15,6.50821084693647e-14
"LOC100421610","LOC100421610",22.7538747750488,0.00714058713717327,0.0690099218459934
"LOC100419794","LOC100419794",22.2060580056218,0.140242572590341,0.908736770125741
"NCF4","NCF4",21.910454293703,0.0228617827010966,0.195167796195635
"FAM154A","FAM154A",21.8957314229031,0.102318288419631,0.701779723469859
"LOC100132972","LOC100132972",21.6000805552105,0.000920779922601078,0.0104558424662215
"FBXL21","FBXL21",20.9220409624242,0.011142472784984,0.102719957730141
"DBIL5P2","DBIL5P2",20.8685279217409,0.00509372032483123,0.0508221935202413
"CTSK","CTSK",20.7662391187913,0.0241725490271571,0.204537890281694
"VN1R93P","VN1R93P",20.4849798933041,0.00970657216256543,0.0907279486522676
"GRP","GRP",20.3078473588585,0.000579107362481504,0.00680739995155016
"COPZ2","COPZ2",19.9699737096674,0.0179579396651043,0.15750834309555
"GPX2","GPX2",19.9482815999864,9.81227240681358e-82,4.91843815687205e-79
"KRT19P2","KRT19P2",19.8918156724619,0.15729579708225,0.998227900455456
"MIR101.1","MIR101.1",19.7412194690016,0.0952599431830592,0.660720762465894
"RPL21P130","RPL21P130",19.4851870190719,0.0164119315367812,0.145852952826478
"VN1R12P","VN1R12P",19.3901372954419,1.65343657455066e-05,0.000244621206694755
"LOC100420502","LOC100420502",19.2826144527778,0.0189387187856361,0.165076026913263
"OR51N1P","OR51N1P",19.1965376435841,0.00546876359914896,0.0541618863797755
"FXYD2","FXYD2",19.1653123680045,3.94454647754073e-236,1.20430589910662e-232
"CXCL6","CXCL6",18.7213560012908,4.39983251415156e-07,7.74038633605375e-06
"C16orf54","C16orf54",18.6106125166554,0.0049535296410367,0.0495707209370013
"TSPAN1","TSPAN1",18.5826767400517,1.54450859251114e-83,7.98011947244527e-81
"VN2R15P","VN2R15P",18.2740294336903,0.111389726886032,0.753001728611212
"RPL21P32","RPL21P32",18.1800235093565,1.4991299293447e-09,3.30142816702376e-08
"TRNAM9","TRNAM9",17.9881904836085,0.109988354611946,0.746151307274105
"IFIT6P","IFIT6P",17.7196861608318,0.0116903761622717,0.10721179493002
"LOC100420510","LOC100420510",17.5187493037757,0.12393918592148,0.822603482210868
"PSAT1","PSAT1",17.4347315260426,1.511302330778e-56,3.02116532600289e-54
"LOC101929405","LOC101929405",17.433846387157,0.0206487158195058,0.178544405788435
"UQCRBP2","UQCRBP2",17.4265375539037,0.0224516424896976,0.192105977420128
"LOC100419511","LOC100419511",17.4074646576867,0.0770110831722792,0.552282771141966
"LOC284454","LOC284454",17.3151975785291,7.21817237238415e-13,2.04915554483643e-11
"HIGD1AP7","HIGD1AP7",17.2447133149038,0.00928751690701379,0.0871019178456161
"RPS4Y1","RPS4Y1",17.1945215488686,8.29189480571114e-280,3.48093743943754e-276
"CENPA","CENPA",17.0275358788119,0.00082003423761545,0.00942183709752901
"ID2","ID2",16.8959245488051,1.31506393560452e-105,1.29897374156889e-102
"OR1D5","OR1D5",16.8798086015619,0.0194803537553354,0.169357546083144
"G6PC2","G6PC2",16.8745907120584,1.01387309172377e-204,2.61922414711162e-201
"MT1M","MT1M",16.8298217510996,0.0167739654293662,0.1487947319017
"ADCYAP1","ADCYAP1",16.6482325314581,2.49826854683908e-269,8.39018508770437e-266
"FAM159B","FAM159B",16.6304732082918,2.12528590379661e-140,2.97398340804606e-137
"SERPINA1","SERPINA1",16.6177255667189,1.6499809363881e-107,1.73165499273931e-104
"NUPR1","NUPR1",16.6115694614532,9.02544892511045e-31,6.38127740422967e-29
"RPL21P89","RPL21P89",16.6044529552706,3.94984771679903e-07,6.97066136211133e-06
"IL13RA2","IL13RA2",16.5280009657307,0.0137335188964219,0.124453993150953
"CARTPT","CARTPT",16.4901956467865,3.49034267212648e-08,6.89122094654295e-07
"LOC100421705","LOC100421705",16.4775613498207,0.0126168433688998,0.114954983098517
"HILPDA","HILPDA",16.2860649640101,2.10855056734351e-15,6.96983880449452e-14
"HCG4P11","HCG4P11",16.2661183805968,8.90970695814008e-05,0.00119165112896128
"TAC1","TAC1",16.2343579593403,5.81686441583844e-05,0.000797036207839732
"CXCL1","CXCL1",16.1813598548723,6.21731429012974e-13,1.77251513683970e-11
"SPINK9","SPINK9",16.0971898978357,0.0114956071042204,0.105714257663784
"FOXF1","FOXF1",15.9966713590759,0.000520024202508752,0.00616894471642342
"CXCL2","CXCL2",15.9375201413482,7.28937198434896e-07,1.2567056915933e-05
"LOC100420765","LOC100420765",15.9224862200009,0.0128120764314591,0.116607256063448
"HIST1H2BG","HIST1H2BG",15.8935409100518,1.24613089483759e-09,2.76196398415071e-08
"IL8","IL8",15.8904201446643,5.47241980500018e-05,0.000752911703118092
"LOC101928579","LOC101928579",15.7893080400972,0.00528756457751053,0.0525532905507883
"RPL39P16","RPL39P16",15.7875881220209,0.000104499503418586,0.00138224156077581
"TAS2R10","TAS2R10",15.6394627933747,0.000131085320644,0.00171165218060191
"LOC101927361","LOC101927361",15.6330585626682,0.000354666711501123,0.00432502790089096
"MIR4447","MIR4447",15.5011337955892,0.00469638251617597,0.0472225480309143
"C3orf83","C3orf83",15.4748728026215,5.44358395993479e-05,0.000749251326682172
"DDIT3","DDIT3",15.4349917481859,1.58307083964057e-95,1.10762189746852e-92
"IGKV3.20","IGKV3.20",15.3794610279273,0.0123171638449072,0.112468632563176
"HLA.DRB1","HLA.DRB1",15.2617857754343,0.100484121425156,0.690679233307905
"SPARCL1","SPARCL1",15.2239690626733,0.00262668504831716,0.027749163467343
"RPL21P86","RPL21P86",15.0902756679062,0.00317832949237075,0.0330365266703123
"RPL29P27","RPL29P27",14.9723207702111,1.5269435245303e-05,0.000227107490380096
"RN7SK","RN7SK",14.7714193110249,2.96741976824932e-11,7.48743993214763e-10
"IL23A","IL23A",14.7611824869822,0.0199576282228983,0.173193019699694
"LOC100419046","LOC100419046",14.6750646097516,0.000233881917498132,0.00292321932164394
"PAX4","PAX4",14.5611730280285,0.125059276208444,0.829054625381836
"LOC442389","LOC442389",14.5301335306928,7.82545832915264e-06,0.000120943484825708
"S100A4","S100A4",14.5038079860007,8.48245474363647e-05,0.00113813328050454
"MIR4712","MIR4712",14.3909969503126,0.00155717216651254,0.0171013963506073
"TAS2R4","TAS2R4",14.347278575275,4.8273204546919e-05,0.000669643660265894
"NPS","NPS",14.317467050678,0.0166349451965916,0.147717609593425
"FABP5","FABP5",14.2894825999295,3.89696312646739e-63,1.03051661133292e-60
"LOC100996264","LOC100996264",14.2640765861793,0.0458254711052666,0.356994345070581
"LGI1","LGI1",14.188609527792,0.000806203031631221,0.00928515864688029
"RPL7AP24","RPL7AP24",14.1524187191024,0.0013330661240758,0.0147998984168469
"VN1R108P","VN1R108P",14.1249653320227,0.0140105243224497,0.126724871760073
"TMED6","TMED6",14.0763874774793,3.61096342272887e-101,2.95781940460796e-98
"ARHGDIB","ARHGDIB",14.0520904217441,0.00305894384123494,0.0318844102929964
"RNU1.20P","RNU1.20P",14.0510811525283,0.125774704120458,0.833075887253944
"MYCN","MYCN",13.9677491997059,0.124944056187279,0.828454330304754
"RBP7","RBP7",13.8548323069919,0.00670147413875782,0.0649717977702202
"ID3","ID3",13.8389605106781,2.09708878892184e-60,5.10352390486601e-58
"ASB9","ASB9",13.7990892353981,2.12620187517192e-36,1.94039031999385e-34
"RNA5SP507","RNA5SP507",13.7848979927371,0.0118018460929528,0.108145484088875
"SNAR.C3","SNAR.C3",13.5700008254316,5.23221578591141e-10,1.19617927130054e-08
"BPIFC","BPIFC",13.5503965145488,3.21096633236889e-07,5.72383722432467e-06
"MIR3650","MIR3650",13.5050447267545,0.130343379985947,0.857819336360583
"RNA5SP306","RNA5SP306",13.2300338068699,2.55199987834038e-05,0.000366736687694409
"LOC100421173","LOC100421173",13.2240962634673,0.0192356984742537,0.167360543409154
"SAT1","SAT1",13.195332318224,1.30237527706e-109,1.45796571015943e-106
"C8orf48","C8orf48",13.1838763468851,0.00235718777880831,0.0250915354559424
"PON3","PON3",13.1039389068943,9.24025234624932e-67,2.6752123689348e-64
"OR51A7","OR51A7",13.0767758517606,0.081059905901284,0.577128658000577
"RGS16","RGS16",13.0625957439996,1.79025029504527e-79,8.23613231627401e-77
"MED28P3","MED28P3",13.0359430940291,2.14651418458001e-06,3.51994786986988e-05
"FGG","FGG",13.0221597172195,0.000125299820084152,0.00164121262001021
"EEF1A1P23","EEF1A1P23",12.7279064176258,0.0255250568738144,0.214791658744721
"SNORD114.29","SNORD114.29",12.6619965563756,0.0318741391079125,0.259883730954147
"PCP4","PCP4",12.6269819202307,3.37622947944269e-173,7.55915272250688e-170
"RPL21P118","RPL21P118",12.6236933602989,2.25019019686692e-13,6.57133804970249e-12
"METTL21B","METTL21B",12.5989200491997,1.01280996364928e-29,6.76226835371716e-28
"CPVL","CPVL",12.5759856838566,0.000368993713981718,0.00448183902002243
"LOC144383","LOC144383",12.5070400766312,0.00293440315079435,0.0307197616634281
"MTND2P8","MTND2P8",12.4332404266207,0.000140059628772011,0.00182175157733509
"NRM","NRM",12.3742314278137,8.15768190056958e-08,1.54087507845179e-06
"VN2R21P","VN2R21P",12.3561138099319,1.60490457255613e-11,4.12703791460375e-10
"GPX3","GPX3",12.2856558927084,1.01817766469909e-142,1.48671646483714e-139
"VMO1","VMO1",12.1712250593883,0.151290890662067,0.965593552260518
"LOC100533712","LOC100533712",12.1600039076449,0.0259752023739551,0.218142334715406
"TCEAL7","TCEAL7",12.1274984014903,5.90618927064641e-26,3.33367160446032e-24
"AQP3","AQP3",12.0100625755132,8.61676265777059e-05,0.00115476998044121
"C22orf42","C22orf42",11.9631607439023,1.47972609644037e-57,3.18558469377265e-55
"C9orf135","C9orf135",11.9463661950746,1.56309317521446e-16,5.47963686810046e-15
"MIR29C","MIR29C",11.937781485482,9.60012066618096e-56,1.82245289001372e-53
"CDKN1C","CDKN1C",11.8810068337671,5.93448065653701e-131,7.66552301419764e-128
"TMEM233","TMEM233",11.8765705368846,0.0446694149369078,0.349447386732148
"APOBEC2","APOBEC2",11.8735118859415,1.6062787597305e-36,1.47391436794506e-34
"LOC100421362","LOC100421362",11.840924416733,0.1223401232661,0.814404499458615
"RPL18P10","RPL18P10",11.8338826029158,2.49085987456929e-08,4.97342675550148e-07
"OR13D1","OR13D1",11.8121607433574,0.148429081861115,0.951556804216958
"MTHFD2","MTHFD2",11.6446976400331,1.59368943779167e-71,5.19635592998013e-69
"HARBI1","HARBI1",11.6332016506584,6.49493638391214e-20,2.76458737030805e-18
"REN","REN",11.6317702502912,0.00216596037282188,0.0232030663989952
"GRK7","GRK7",11.5985686328314,0.0871283500935884,0.612543125296854
"SLC25A34","SLC25A34",11.586146106032,9.70857079888325e-56,1.83175641409941e-53
"SHISA2","SHISA2",11.5711853614299,8.73700014575737e-17,3.12152566909698e-15
"GHRH","GHRH",11.382093860653,0.156326996066938,0.992933573922265
"TSHB","TSHB",11.3756220143684,0.00292721524596292,0.030654068232123
"PLIN1","PLIN1",11.3672012305428,0.000102195853261419,0.00135497257636458
"IL20","IL20",11.331274178917,0.115574589497817,0.777379734367053
"LOC100419451","LOC100419451",11.2821086519822,0.0299160875315311,0.24652526826994
"MND1","MND1",11.243011652854,0.100719348678666,0.692012808106445
"RAB33A","RAB33A",11.2415316420065,0.00124629248977834,0.0138916319205827
"LDHB","LDHB",11.2242056937083,6.47841874848972e-109,7.01842629836382e-106
"MT1F","MT1F",11.1080526204627,1.47885887935528e-102,1.34232423254778e-99
"GC","GC",11.1003062900923,9.14254043299228e-290,4.38632968430875e-286
"HLA.DPA1","HLA.DPA1",11.0930761516507,0.0929948089369221,0.64741659687761
"PAX1","PAX1",10.9632645193769,0.0548131668666088,0.414791662020773
"PON2","PON2",10.8495078431917,2.39763092809118e-102,2.11900097602669e-99
"SCGB2A1","SCGB2A1",10.7586664917775,1.59867365196497e-155,2.82578189092588e-152
"IFI30","IFI30",10.7204258824433,3.99989283666977e-97,2.85813619205782e-94
"VIP","VIP",10.7109838464872,0.0288670198132496,0.239552753498437
"PCOLCE2","PCOLCE2",10.6960381494161,0.0909021144354643,0.635085627460086
"RPS20P13","RPS20P13",10.6554240644059,0.0282523736197186,0.234800226588624
"SIX3.AS1","SIX3.AS1",10.5447112672319,2.72902904888507e-25,1.50742946673941e-23
"ZNF165","ZNF165",10.5210620864547,1.6908723223467e-30,1.17085064069467e-28
"ASNSP5","ASNSP5",10.4867756272553,0.00769088885801548,0.073839568727156
"PON1","PON1",10.4218480298365,7.26880029421856e-11,1.77926668426411e-09
"CPB1","CPB1",10.3658512626701,6.45293046993743e-05,0.000880240523567744
"PPP1R14D","PPP1R14D",10.3367567131462,5.22383905137497e-05,0.000721667670511629
"VN1R56P","VN1R56P",10.2290247289479,0.0445921546734303,0.349005575053014
"GNMT","GNMT",10.1407031679771,0.0647005469955747,0.478191718815885
"TMEM97P1","TMEM97P1",10.1343345961637,0.0960706859410514,0.665519372245105
"RPL26P2","RPL26P2",10.1314702758468,0.0468651705684065,0.363407963142315
"LOC728819","LOC728819",10.1177844262579,4.72333101504324e-06,7.4958126567714e-05
"C8orf47","C8orf47",10.1126653776797,5.61934707397429e-62,1.42969812221479e-59
"BCYRN1P1","BCYRN1P1",10.0833980003674,2.15578181051392e-06,3.53342002558806e-05
"PPIAP4","PPIAP4",10.0807589702314,0.0305771667009313,0.251076666622024
"CD48","CD48",10.0199972650761,0.0949397303412886,0.658771880946661
"VN1R84P","VN1R84P",10.0097170203973,0.00402658810503739,0.0410406479270336
"C1orf54","C1orf54",9.88580182625104,5.48482296395416e-08,1.05802581517195e-06
"RWDD2B","RWDD2B",9.85611957109393,1.29278550467878e-103,1.20602523303145e-100
"ZNF573","ZNF573",9.83785762339134,5.34599165301101e-05,0.000737027026579318
"LOC100131623","LOC100131623",9.83653217624268,8.16099812836062e-05,0.00109807276098903
"FAM24B","FAM24B",9.83427879324609,1.91626081350185e-14,5.9643839815242e-13
"CALB1","CALB1",9.82666338516791,5.44700355868164e-07,9.49310677295092e-06
"B3GNTL1","B3GNTL1",9.80726017129178,0.00159947369859992,0.01750871078676
"TMEM133","TMEM133",9.79246142740153,0.00119524414300952,0.0133492116058635
"RPL34P22","RPL34P22",9.75124786839993,0.00295530399852761,0.0309096634962789
"CXorf21","CXorf21",9.75056392441806,0.113745097168983,0.767379538634614
"MED28P7","MED28P7",9.71918885922297,0.00913748111763681,0.08581464369539
"NDUFA5P3","NDUFA5P3",9.69932948427653,0.000480581718941904,0.00573148311397191
"RSAD2","RSAD2",9.6567379264011,0.00114036838392402,0.0127575389092953
"HCG4P7","HCG4P7",9.62345163574367,6.87101306576065e-14,2.06400807513869e-12
"OR8T1P","OR8T1P",9.5448738167872,0.052282097823151,0.398873687708474
"BMP5","BMP5",9.52692149679588,3.22937615748215e-92,2.12657586025256e-89
"FLJ44313","FLJ44313",9.49871579811885,0.0248351532104971,0.20956376518124
"HNRNPCP7","HNRNPCP7",9.49487819782703,0.0375957439649662,0.300909310133323
"S100B","S100B",9.47416177100327,4.88271316958056e-08,9.47319694322319e-07
"S100A6","S100A6",9.44595986261413,8.07037714862713e-42,8.88641134949159e-40
"SLC25A2","SLC25A2",9.43761055380259,0.0275225231853901,0.229358912818397
"TRIAP1","TRIAP1",9.43390583155515,2.97894608228073e-70,9.43820049314303e-68
"MIR3144","MIR3144",9.40075005663369,0.002897424995166,0.0303705121840371
"LOC101928487","LOC101928487",9.34947125338151,5.16495661833645e-07,9.03907780459673e-06
"GAPDHP15","GAPDHP15",9.31113137421473,0.0199072773580413,0.172800724422967
"PIR","PIR",9.29883584109409,2.42398561490029e-51,3.9710796532103e-49
"VN1R89P","VN1R89P",9.29112371045923,0.0339201811921492,0.27542924689486
"SNORD114.25","SNORD114.25",9.28156537463692,0.00627642445456757,0.0612220269771122
"ABRACL","ABRACL",9.26511442334037,3.98857986867016e-158,7.44180368385659e-155
"AHSP","AHSP",9.26378331971095,0.033949532331862,0.275600941221477
"CRYAB","CRYAB",9.17854286041701,0.00225051229973238,0.0240474721839683
"LOC100289361","LOC100289361",9.15340597591735,7.50046197953893e-07,1.29177187241454e-05
"LOC731157","LOC731157",9.08255651483148,0.0363955662061162,0.29227850202444
"MRPL35P2","MRPL35P2",9.06838045631608,0.0195662450960742,0.170060242056562
"TUBA8P1","TUBA8P1",9.05183457688631,0.00773204693363982,0.0741711123162981
"RPL32P6","RPL32P6",9.03687186234663,0.00834898239854512,0.0792292243212036
"PRIM1","PRIM1",9.02692037485129,5.44981553615286e-28,3.33990155047733e-26
"C12orf39","C12orf39",9.02523677986036,0.00759263933756587,0.0729797365520356
"TM4SF5","TM4SF5",9.02311755242203,8.14348207358073e-05,0.00109615511807269
"MIR300","MIR300",9.00885051494708,9.71748613734779e-06,0.000148341842925767
"LINC00515","LINC00515",9.002425721569,1.12763699892013e-08,2.31200005932439e-07
"FAS","FAS",8.98075617543169,0.00491134378692755,0.0491925349657545
"RPS8P7","RPS8P7",8.9466372864389,0.0167446637742889,0.148652600633286
"GINS2","GINS2",8.9368729627451,5.91106933309504e-10,1.34405790441885e-08
"ZNF222","ZNF222",8.92885868184861,8.37157859145615e-08,1.57861367442708e-06
"C1QC","C1QC",8.90683435871296,0.150841926168113,0.963643760401351
"LOC100996288","LOC100996288",8.90558528248278,0.00881461307627036,0.0831077949335945
"LOC729409","LOC729409",8.89973346179805,7.71635285886571e-07,1.32623333885438e-05
"HMBS","HMBS",8.89278880324596,0.0218037575281785,0.18713452410589
"MRPS18CP6","MRPS18CP6",8.89266704720379,0.0263607796394397,0.221048794859161
"GCNT3","GCNT3",8.88840152966532,1.96440995043072e-12,5.45680262822706e-11
"KRT18P52","KRT18P52",8.88191940897179,0.0382653062282897,0.305612852406869
"TRIM60P17","TRIM60P17",8.84640239825962,0.00158367998419772,0.0173527923619237
"PARPBP","PARPBP",8.8370908618662,0.0144070170355899,0.129821642104441
"GEMIN6","GEMIN6",8.82909967120725,5.34872272041454e-11,1.32179178691981e-09
"NSUN3","NSUN3",8.8109440686365,9.34492899907694e-10,2.08948132826232e-08
"ZNF350","ZNF350",8.8039972956079,4.67937226143798e-08,9.12613461255128e-07
"OXSM","OXSM",8.76048391872459,8.60212486896234e-30,5.78945414026515e-28
"ZSCAN16","ZSCAN16",8.75678473985856,1.67077047537317e-18,6.64824119015787e-17
"GSTA1","GSTA1",8.75590387655046,9.89390991158522e-40,1.01925481739472e-37
"ZNF602P","ZNF602P",8.74943842773908,5.8015886233223e-05,0.000795592292060663
"RPS25P3","RPS25P3",8.66469865299585,0.0011251971903041,0.0126088162960203
"MT1E","MT1E",8.62042260758606,9.39324415557922e-32,6.9947386190903e-30
"RPS14P4","RPS14P4",8.60544055320631,0.00143227171307421,0.0158020411339961
"PFKFB2","PFKFB2",8.6049301249266,5.73534166665299e-122,6.64192119078876e-119
"GMFG","GMFG",8.59830265754704,0.0188856448849519,0.164698908807121
"HIST1H2AG","HIST1H2AG",8.59715283900452,0.0207785093749056,0.179435705540455
"LOC101928560","LOC101928560",8.56632620722823,0.04876477815652,0.375979321550942
"CHAC1","CHAC1",8.51462453457984,1.79195101929679e-26,1.03226214463231e-24
"RPL11P1","RPL11P1",8.50065993814325,0.150710824204268,0.963172658435041
"CKS2","CKS2",8.48989453018474,1.27166235514323e-29,8.42357170318152e-28
"LECT1","LECT1",8.47813674887203,0.000152819051125487,0.00197243467063734
"UCHL1","UCHL1",8.43629053423191,4.27629946889233e-161,8.44795537431058e-158
"GSTM3P1","GSTM3P1",8.41758444913848,2.00494580228711e-10,4.73516876399509e-09
"GPR19","GPR19",8.38673364889929,1.23612750402473e-07,2.29486490299427e-06
"LOC650181","LOC650181",8.36522272954638,0.0812478796624775,0.57832518809835
"PTTG1","PTTG1",8.36459989092853,0.000733890039270004,0.00850481817765487
"OXGR1","OXGR1",8.34320808340486,2.84657102613129e-11,7.19332139515375e-10
"ASB12","ASB12",8.31365533144075,4.29308977789322e-05,0.000599497409982395
"LOC728739","LOC728739",8.24479791723385,8.98513827482865e-15,2.86568740571553e-13
"LOC100421704","LOC100421704",8.22104457651984,0.000159742620044718,0.00205547745271333
"MORN2","MORN2",8.19525963208774,2.47226620872522e-62,6.38681448875598e-60
"ACRV1","ACRV1",8.19402370847663,0.0224272170584114,0.191945886261388
"OR7E47P","OR7E47P",8.19265196898784,7.02069311499896e-09,1.46540060642713e-07
"SCGB1D2","SCGB1D2",8.16330895388699,2.88348137173567e-06,4.66918217880283e-05
"HRSP12","HRSP12",8.14697639099677,1.68873888414973e-29,1.10987488620909e-27
"TMEM81","TMEM81",8.13892070040132,0.00203146074998513,0.0218949222809694
"AAMDC","AAMDC",8.12376084443602,7.70212896143794e-35,6.49920349349075e-33
"C1QB","C1QB",8.09792340428555,0.0436898930303506,0.342983021863323
"SLC17A6","SLC17A6",8.09753456289535,3.36273913747953e-17,1.23290645407328e-15
"LOC388456","LOC388456",8.07056710125637,0.150590189385445,0.963082824614402
"DHRS3","DHRS3",8.06456494783161,2.47227567236147e-10,5.79002135150541e-09
"LXN","LXN",8.05952768777971,4.22880127812829e-31,3.02170344946086e-29
"TRNC","TRNC",8.03835184088627,5.21549935542149e-152,8.34082525487977e-149
"CAPSL","CAPSL",8.03768910898032,1.48066973995758e-06,2.47397077346943e-05
"VPS25","VPS25",7.99596134227859,8.06539794221868e-123,9.67386873183828e-120
"ALOX12B","ALOX12B",7.99346021821457,0.048167012290724,0.372128120720422
"MIR221","MIR221",7.98610001853961,0.000495704667498073,0.00589927198910535
"DAPL1","DAPL1",7.97554149581871,1.49326035108867e-39,1.52895291557811e-37
"EMP3","EMP3",7.96719989806554,0.000217521600535075,0.00273297621861951
"IFITM2","IFITM2",7.95560125159692,8.49853633667907e-11,2.06523042207692e-09
"RPL26P6","RPL26P6",7.94186574580476,6.36248379120401e-33,5.03956735008952e-31
