"","Gene","effect.size","p.value","q.value"
"CLIC3","CLIC3",2.69432551608777,9.3414965251138e-229,9.04827732863106e-226
"FGFBP2","FGFBP2",2.67958084962701,8.37227036277056e-186,7.29852668874524e-183
"CST7","CST7",2.67631232242333,1.51044193982531e-290,1.6459097013034e-287
"TCL1A","TCL1A",2.66664568622357,1.1984175640131e-112,6.96480340952283e-110
"CPVL","CPVL",2.65646235698793,4.07325656229181e-09,5.14617595388099e-07
"DCTN1.AS1","DCTN1.AS1",2.64587892558931,0.461654747423743,0.572954863648881
"RP11.468H14.2","RP11.468H14.2",2.63987011652287,0.461744072226888,0.572954863648881
"RP11.120K24.3","RP11.120K24.3",2.61806938733236,0.462069886193075,0.572954863648881
"KRT23","KRT23",2.53251156421693,0.463375574256566,0.572954863648881
"CD79B","CD79B",2.51198576408194,6.16901187766668e-286,6.32686600512462e-283
"TPSAB1","TPSAB1",2.47763298325166,0.464236717295734,0.572954863648881
"PTH2","PTH2",2.44946110656487,0.158119443161824,0.372542228584649
"TMEM176B","TMEM176B",2.40255912528091,4.12559826309781e-11,6.14784664248807e-09
"AC147651.3","AC147651.3",2.39168490102984,0.268552266144328,0.490849015643816
"HLA.DQA1","HLA.DQA1",2.34759913397879,1.06951482375684e-189,9.81420576431604e-187
"MS4A6A","MS4A6A",2.31270514624792,1.74815583456017e-08,2.10200668796942e-06
"SH3RF1","SH3RF1",2.31060114144862,0.193565632676844,0.416878535916416
"AC011997.1","AC011997.1",2.27926040779523,0.467518532107614,0.572954863648881
"SIGLEC1","SIGLEC1",2.27101416774632,0.307996872306056,0.523435565713625
"TMEM249","TMEM249",2.27035704682728,0.467672504008147,0.572954863648881
"GZMK","GZMK",2.25806217715001,1.64182210335303e-36,5.84187109631839e-34
"SLC6A13","SLC6A13",2.21845273553385,0.288562540936124,0.508456388579483
"TNNT1","TNNT1",2.21484482719799,0.0948021913761559,0.279107768767862
"LGALS2","LGALS2",2.20867356213383,1.28320466446118e-08,1.58671442020431e-06
"RP11.686O6.1","RP11.686O6.1",2.20852971749633,0.468758815116826,0.572954863648881
"SRPX","SRPX",2.20852971749633,0.468758815116826,0.572954863648881
"KLRB1","KLRB1",2.19794651270938,1.64099254851738e-178,1.36241452778098e-175
"MS4A1","MS4A1",2.1961728716956,1.06893754156649e-115,6.65604501328991e-113
"MARC1","MARC1",2.18393048847384,0.300892464012396,0.517464994087209
"IL32","IL32",2.1367747798335,0,0
"OLFM1","OLFM1",2.12768055151111,0.470226526407565,0.572954863648881
"GZMH","GZMH",2.11460779370065,1.3491550578684e-71,6.19013642998306e-69
"S100B","S100B",2.10595540753509,4.22859120991884e-73,1.99258074986311e-70
"GS1.72M22.1","GS1.72M22.1",2.10359490423454,0.308571490187916,0.523748435691815
"CFD","CFD",2.10312163425653,2.29208128046783e-11,3.5680747432997e-09
"PRPH","PRPH",2.1020303941692,0.470703934697553,0.572954863648881
"OLIG1","OLIG1",2.09315224381237,0.215209970592125,0.439108933560409
"NDRG4","NDRG4",2.08355277200049,0.312875516525874,0.527102582918988
"PRF1","PRF1",2.07668930488861,7.9919870915409e-112,4.49484822390373e-109
"AZU1","AZU1",2.07568998485622,0.147684048196828,0.359568688774151
"CD300E","CD300E",2.07229176608293,0.020379320372848,0.116039663847356
"RP11.145M9.4","RP11.145M9.4",2.05458498324374,0.227947655057173,0.451583616344237
"LGALS12","LGALS12",2.05389703218645,0.176077507874943,0.396169348571496
"ST6GALNAC2","ST6GALNAC2",2.04358479789486,0.17233396920639,0.391586439868814
"HOPX","HOPX",2.03129367844783,6.98154184064146e-136,4.86892727966336e-133
"C19orf59","C19orf59",2.02235207033073,0.24500305317756,0.468997390442552
"HLA.DQA2","HLA.DQA2",2.01341413683638,3.19945125175939e-117,2.066016021275e-114
"IGSF6","IGSF6",2.00610719532464,1.25317343194447e-05,0.000774790027870634
"CTC.498J12.3","CTC.498J12.3",2.00533488571596,0.319614739678786,0.532953448063757
"TPPP3","TPPP3",2.00199739298679,0.0574908782806351,0.209041389535531
"AMZ1","AMZ1",1.99785816956375,0.160704397496869,0.37604095696657
"VGF","VGF",1.99500481918004,0.472761349303831,0.572954863648881
"LURAP1","LURAP1",1.98371200979064,0.247653294336995,0.471271115902972
"RP11.1C1.7","RP11.1C1.7",1.97465030514848,0.256602418966353,0.480079748329044
"AL928742.12","AL928742.12",1.96888124805415,0.132234792224328,0.337408693462776
"FBN1","FBN1",1.96576574065767,0.473342778962591,0.572954863648881
"CD8B","CD8B",1.96368885202299,1.20251122067346e-136,8.73574297185071e-134
"ARHGEF10L","ARHGEF10L",1.93046258373405,0.22762057742659,0.451103983138525
"LINC00677","LINC00677",1.92774988091075,0.345984448746401,0.551695524409503
"LRP3","LRP3",1.926821026801,0.301586507668276,0.518197821051692
"RP11.77E14.2","RP11.77E14.2",1.92030199555435,0.474264362156755,0.572954863648881
"FCER1A","FCER1A",1.91612796687449,0.0139980487728782,0.0947075383407351
"BST1","BST1",1.90625738481174,0.0789303657511154,0.251746312684869
"SEMA6B","SEMA6B",1.9002179421856,0.331439732445055,0.540841160576575
"CLEC10A","CLEC10A",1.89489024236962,0.0551850082873829,0.204625822945666
"LGALS1","LGALS1",1.89184047634091,2.16482139029177e-131,1.45167926691296e-128
"HBEGF","HBEGF",1.88517397125096,0.107752764740922,0.30018255090011
"TGFB2","TGFB2",1.88399158504954,0.47501631268564,0.572954863648881
"RP11.834C11.6","RP11.834C11.6",1.87664628303143,0.314730075352388,0.528265808430241
"PLB1","PLB1",1.87528025719071,0.153975438041347,0.367697817045732
"RP1.127C7.6","RP1.127C7.6",1.86500939455203,0.333745814345676,0.542298068324032
"SERPINA1","SERPINA1",1.86422098706017,1.62299672202223e-05,0.000975756822360609
"PRR16","PRR16",1.86026746597885,0.359721561424149,0.559845781823594
"ASGR1","ASGR1",1.85679489327549,0.00643084865649924,0.0630252087274111
"C1QB","C1QB",1.85591720272842,0.475607768513573,0.572954863648881
"RAB39A","RAB39A",1.85428109519424,0.326929854337606,0.538219535236024
"PILRA","PILRA",1.85387869330214,0.00416545718466522,0.0506107547011151
"IQGAP3","IQGAP3",1.84955098354803,0.243790539416095,0.468000289351597
"REPS2","REPS2",1.83922960291316,0.396842004904055,0.572954863648881
"S100A12","S100A12",1.82888147716069,0.0229850367984073,0.123864110968538
"AC012065.7","AC012065.7",1.81696418908141,0.28761897764205,0.507914197831373
"CTC.428G20.3","CTC.428G20.3",1.81312158261855,0.222063308018297,0.445327096307683
"SLC22A3","SLC22A3",1.80185658716948,0.206046388397209,0.430443358105565
"RP11.65J3.1","RP11.65J3.1",1.80135471165458,0.29787949739932,0.514956108828237
"CDA","CDA",1.79477845070373,0.0565787736649716,0.207219593898239
"SPON2","SPON2",1.7857930839133,3.54474587669327e-58,1.54506610900368e-55
"FPR1","FPR1",1.78259835930585,0.0155314405427476,0.10036718527161
"C1QTNF4","C1QTNF4",1.78205146105806,0.201311750395405,0.42544035533365
"FCGR1B","FCGR1B",1.77070873876867,0.285808033864178,0.506511798172591
"NRG1","NRG1",1.76823800768583,0.329887622203678,0.539852702564401
"SERINC2","SERINC2",1.76590029956503,0.266921494113791,0.489561987152741
"RP11.49C24.1","RP11.49C24.1",1.7566600531876,0.197456860228329,0.421161938494662
"AC026310.1","AC026310.1",1.74015390415504,0.478145579531578,0.572954863648881
"PDE6H","PDE6H",1.73841895509806,0.478184892168494,0.572954863648881
"MGST1","MGST1",1.73716621977526,0.119958218698505,0.319601397158991
"TMEM176A","TMEM176A",1.7371278298568,0.00039963279365845,0.0133847025447795
"AC092614.2","AC092614.2",1.73668746211489,0.478224165841832,0.572954863648881
"NPC1L1","NPC1L1",1.73668746211489,0.478224165841832,0.572954863648881
"ZNF503.AS1","ZNF503.AS1",1.73668746211489,0.478224165841832,0.572954863648881
"NECAB2","NECAB2",1.73668746211489,0.478224165841832,0.572954863648881
"RP11.130C6.1","RP11.130C6.1",1.73495941488891,0.478263400628584,0.572954863648881
"LINC00838","LINC00838",1.73495941488891,0.478263400628584,0.572954863648881
"RP11.255C15.4","RP11.255C15.4",1.73198840088271,0.327396778812111,0.538455130514966
"PTPN14","PTPN14",1.73151361664683,0.478341753849066,0.572954863648881
"RP11.552D8.1","RP11.552D8.1",1.72979584520174,0.47838087243566,0.572954863648881
"CSMD3","CSMD3",1.72979584520174,0.47838087243566,0.572954863648881
"RP11.127L20.3","RP11.127L20.3",1.72979584520174,0.47838087243566,0.572954863648881
"RP3.462D8.2","RP3.462D8.2",1.72808147865545,0.478419952441325,0.572954863648881
"GAL3ST1","GAL3ST1",1.72808147865545,0.478419952441325,0.572954863648881
"HAVCR1","HAVCR1",1.72740132132154,0.205428891479062,0.430176882409013
"RP4.613B23.1","RP4.613B23.1",1.72637050689441,0.478458993941927,0.572954863648881
"OPLAH","OPLAH",1.72637050689441,0.478458993941927,0.572954863648881
"FRMPD1","FRMPD1",1.72637050689441,0.478458993941927,0.572954863648881
"EPHX3","EPHX3",1.72637050689441,0.478458993941927,0.572954863648881
"RP11.290F20.3","RP11.290F20.3",1.7252766404262,0.0130195926949985,0.0912624614548978
"DLC1","DLC1",1.72295870747367,0.478536961730242,0.572954863648881
"LCN2","LCN2",1.72295870747367,0.478536961730242,0.572954863648881
"RBP7","RBP7",1.7219159736672,0.0248075386167434,0.128841059214454
"IGJ","IGJ",1.72190761242515,6.81098715748105e-06,0.000439813189224749
"CTSW","CTSW",1.72103137364924,3.81329940628766e-143,2.8906467455924e-140
"RP11.1026M7.2","RP11.1026M7.2",1.72042990021061,0.26837408960273,0.490832083522879
"RP11.169K17.3","RP11.169K17.3",1.71956036682776,0.478614776402968,0.572954863648881
"LINC00926","LINC00926",1.71863459144159,3.53015032341097e-32,1.16128624318246e-29
"VPREB3","VPREB3",1.71863099638431,6.01416216214736e-33,2.01647917878921e-30
"ZNF229","ZNF229",1.71785411982762,0.260897246003435,0.483754491552683
"PRG4","PRG4",1.71617540547574,0.478692438558976,0.572954863648881
"C12orf55","C12orf55",1.71140525304914,0.330861796973352,0.54038177332369
"RP11.350G8.9","RP11.350G8.9",1.71112287729475,0.478808647125471,0.572954863648881
"RP11.18H21.3","RP11.18H21.3",1.71112287729475,0.478808647125471,0.572954863648881
"OTOA","OTOA",1.71112287729475,0.478808647125471,0.572954863648881
"CELF5","CELF5",1.71094931551319,0.299006659161658,0.515867366449203
"CTD.2562J15.4","CTD.2562J15.4",1.70944530584642,0.478847307698667,0.572954863648881
"DENND2C","DENND2C",1.70907465629521,0.2685245742932,0.490849015643816
"AC009120.10","AC009120.10",1.70777102053218,0.478885930586643,0.572954863648881
"CCL4","CCL4",1.7069310760297,2.8597846405349e-30,9.06551731049564e-28
"RP11.61J19.4","RP11.61J19.4",1.70276778512046,0.479001573870407,0.572954863648881
"RP11.544D21.2","RP11.544D21.2",1.70276778512046,0.479001573870407,0.572954863648881
"RP11.624G17.3","RP11.624G17.3",1.70276778512046,0.479001573870407,0.572954863648881
"FCGR3A","FCGR3A",1.70268742354273,4.6054904976314e-48,1.95845675185862e-45
"PKP3","PKP3",1.70188728890572,0.307103531057398,0.522601304479033
"GPC4","GPC4",1.69944854967188,0.479078482303616,0.572954863648881
"CPT1C","CPT1C",1.69944854967188,0.479078482303616,0.572954863648881
"RP11.462G2.1","RP11.462G2.1",1.69779377990589,0.479116880610553,0.572954863648881
"HPN","HPN",1.69779377990589,0.479116880610553,0.572954863648881
"AC023490.2","AC023490.2",1.69614222953634,0.479155241740421,0.572954863648881
"RP11.305E17.6","RP11.305E17.6",1.69449388917721,0.479193565764954,0.572954863648881
"RP3.512B11.3","RP3.512B11.3",1.68956803484821,0.479308315920957,0.572954863648881
"DDX25","DDX25",1.68956803484821,0.479308315920957,0.572954863648881
"TCL1B","TCL1B",1.68845348618302,0.00900385704454395,0.0743449550576578
"AC017002.2","AC017002.2",1.68793244139724,0.479346492237522,0.572954863648881
"LSMEM2","LSMEM2",1.68630001156997,0.479384631804416,0.572954863648881
"SECTM1","SECTM1",1.68557039081371,0.0558466034475179,0.205722698311319
"WDR65","WDR65",1.68467073619648,0.47942273469216,0.572954863648881
"FAM83F","FAM83F",1.68223271776493,0.479479820404095,0.572954863648881
"CCDC148","CCDC148",1.68142161230796,0.47949883071121,0.572954863648881
"SDC4","SDC4",1.68088783669674,0.336263143385,0.544258067667794
"CTD.2330K9.3","CTD.2330K9.3",1.67980174562943,0.479536823982559,0.572954863648881
"ACTRT3","ACTRT3",1.67959082531863,0.355868360675949,0.558285368707935
"FGD1","FGD1",1.67657135765707,0.479612701397418,0.572954863648881
"C10orf82","C10orf82",1.67657135765707,0.479612701397418,0.572954863648881
"TVP23A","TVP23A",1.67657135765707,0.479612701397418,0.572954863648881
"CMTM2","CMTM2",1.67657135765707,0.479612701397418,0.572954863648881
"OGFR.AS1","OGFR.AS1",1.67657135765707,0.479612701397418,0.572954863648881
"RP11.426L16.3","RP11.426L16.3",1.6749608184086,0.479650585679767,0.572954863648881
"CTD.2256P15.1","CTD.2256P15.1",1.6749608184086,0.479650585679767,0.572954863648881
"RP11.225H22.7","RP11.225H22.7",1.6749608184086,0.479650585679767,0.572954863648881
"RP11.265N7.2","RP11.265N7.2",1.6749608184086,0.479650585679767,0.572954863648881
"RPRML","RPRML",1.67335337040629,0.479688433770931,0.572954863648881
"SLC16A9","SLC16A9",1.67174900475873,0.479726245739838,0.572954863648881
"ZNF26","ZNF26",1.67014771260858,0.479764021655199,0.572954863648881
"RP11.460I13.2","RP11.460I13.2",1.66536218907675,0.479877133764308,0.572954863648881
"RP11.325I22.2","RP11.325I22.2",1.66536218907675,0.479877133764308,0.572954863648881
"BARX2","BARX2",1.66536218907675,0.479877133764308,0.572954863648881
"RERG","RERG",1.66536218907675,0.479877133764308,0.572954863648881
"AC012368.1","AC012368.1",1.66377310301847,0.479914766148782,0.572954863648881
"ORM2","ORM2",1.66377310301847,0.479914766148782,0.572954863648881
"CLEC18C","CLEC18C",1.66377310301847,0.479914766148782,0.572954863648881
"MYBPC3","MYBPC3",1.66247135336266,0.277584733016103,0.499348929027626
"RP11.224O19.2","RP11.224O19.2",1.66218704667622,0.47995236282038,0.572954863648881
"BCYRN1","BCYRN1",1.66218704667622,0.47995236282038,0.572954863648881
"PRRG4","PRRG4",1.66218704667622,0.47995236282038,0.572954863648881
"HLA.DQB1","HLA.DQB1",1.66088770620874,3.44976472060577e-73,1.67074021954893e-70
"MAFB","MAFB",1.66005539807782,0.0200639541718596,0.115032897397689
"FAM157A","FAM157A",1.65902398854743,0.480027449294978,0.572954863648881
"XKR4","XKR4",1.65902398854743,0.480027449294978,0.572954863648881
"CCL3","CCL3",1.6585283000567,3.86957198113637e-18,8.99546499881502e-16
"NAALADL2","NAALADL2",1.65767542077658,0.340467752682221,0.547253182263716
"RP11.665G4.1","RP11.665G4.1",1.65587294583414,0.480102393726232,0.572954863648881
"RP11.89H19.1","RP11.89H19.1",1.65501213776454,0.261380252217351,0.484316098878415
"NT5C1B","NT5C1B",1.65430190888364,0.480139812842924,0.572954863648881
"RP11.253M7.4","RP11.253M7.4",1.65430190888364,0.480139812842924,0.572954863648881
"PZP","PZP",1.65273385020223,0.480177196649214,0.572954863648881
"LILRA2","LILRA2",1.651352430582,0.104271739834713,0.294583692602071
"COL8A2","COL8A2",1.65116876132893,0.480214545211494,0.572954863648881
"COMP","COMP",1.65116876132893,0.480214545211494,0.572954863648881
"RP11.335O4.3","RP11.335O4.3",1.64960663383477,0.48025185859601,0.572954863648881
"CTD.2240E14.4","CTD.2240E14.4",1.64960663383477,0.48025185859601,0.572954863648881
"AC007880.1","AC007880.1",1.64947922814476,0.107779912167175,0.30018255090011
"AC104135.2","AC104135.2",1.64804745932264,0.480289136868785,0.572954863648881
"WFIKKN1","WFIKKN1",1.64649122942715,0.480326380095674,0.572954863648881
"RP4.620F22.2","RP4.620F22.2",1.64338757018224,0.480400761674331,0.572954863648881
"PCDH18","PCDH18",1.64338757018224,0.480400761674331,0.572954863648881
"MEIS1","MEIS1",1.64184012425928,0.480437900156848,0.572954863648881
"RP11.1379J22.2","RP11.1379J22.2",1.64184012425928,0.480437900156848,0.572954863648881
"DBH.AS1","DBH.AS1",1.64184012425928,0.480437900156848,0.572954863648881
"AF127577.8","AF127577.8",1.64184012425928,0.480437900156848,0.572954863648881
"IBA57.AS1","IBA57.AS1",1.64130938330135,0.224146002399003,0.447511078827414
"AC006547.14","AC006547.14",1.64059023707517,0.343635981403762,0.55001315852149
"LINC01036","LINC01036",1.6402955898056,0.480475003855068,0.572954863648881
"LINC01104","LINC01104",1.6402955898056,0.480475003855068,0.572954863648881
"AC005606.14","AC005606.14",1.6402955898056,0.480475003855068,0.572954863648881
"PDE6A","PDE6A",1.63875395861217,0.480512072833918,0.572954863648881
"CTD.2034I4.2","CTD.2034I4.2",1.63875395861217,0.480512072833918,0.572954863648881
"LEFTY2","LEFTY2",1.6372152225008,0.480549107158155,0.572954863648881
"AC005003.1","AC005003.1",1.63666861463537,0.244351260777996,0.46826381970371
"AC092667.2","AC092667.2",1.63567937332397,0.480586106892326,0.572954863648881
"RP11.80H5.7","RP11.80H5.7",1.63567937332397,0.480586106892326,0.572954863648881
"RP11.403B2.7","RP11.403B2.7",1.63414640296472,0.480623072100851,0.572954863648881
"LINC00482","LINC00482",1.6311730033,0.345608239237502,0.551499144344303
"PTGFRN","PTGFRN",1.63108906638293,0.480696899197595,0.572954863648881
"ZBED3.AS1","ZBED3.AS1",1.6295646840779,0.480733761213693,0.572954863648881
"STAB1","STAB1",1.62922518492931,0.0846152258431437,0.261643352271561
"CCR10","CCR10",1.6284800363104,1.10456603619132e-11,1.83410560390435e-09
"RP11.167J8.3","RP11.167J8.3",1.6281113581427,0.346101917508613,0.551832366873586
"SLC5A9","SLC5A9",1.62679289006174,0.346295410584094,0.552055343252068
"LILRA1","LILRA1",1.62346813941486,0.19574494780412,0.419780217092846
"RP11.220I1.5","RP11.220I1.5",1.62233682205614,0.230172263916842,0.453759997895764
"FCER2","FCER2",1.61882229462082,2.08643878130214e-23,5.86726776645206e-21
"RNASE10","RNASE10",1.61747143966916,0.481027428938573,0.572954863648881
"PID1","PID1",1.6164490139531,0.0478901305273476,0.188278614639747
"AIF1","AIF1",1.61610687402168,6.01928864748757e-38,2.18638119935304e-35
"RP11.439L18.1","RP11.439L18.1",1.61597239292248,0.481063984796971,0.572954863648881
"RP3.510D11.2","RP3.510D11.2",1.61447612218829,0.481100506950691,0.572954863648881
"SPATA18","SPATA18",1.61298261976258,0.481136995461649,0.572954863648881
"SPRED1","SPRED1",1.61266618273628,0.241837135627797,0.466522511581172
"FBXO24","FBXO24",1.61177916758482,0.161889514372005,0.377531901533915
"COL6A3","COL6A3",1.61060658208334,0.235331894768011,0.459772701174392
"PRSS38","PRSS38",1.61050657227747,0.349398243125015,0.554243482828569
"LRRC2","LRRC2",1.60800252553889,0.269468288200553,0.491474554015656
"ACKR4","ACKR4",1.60703614005839,0.481282614310722,0.572954863648881
"RP11.139J15.7","RP11.139J15.7",1.60703614005839,0.481282614310722,0.572954863648881
"AC007879.4","AC007879.4",1.60555636460714,0.481318935530994,0.572954863648881
"RP11.505E24.2","RP11.505E24.2",1.60555636460714,0.481318935530994,0.572954863648881
"AC017076.5","AC017076.5",1.60407931183381,0.48135522347655,0.572954863648881
"SLC2A4","SLC2A4",1.60407931183381,0.48135522347655,0.572954863648881
"EGR3","EGR3",1.60358609691844,0.350733403810234,0.555306655959993
"RP11.137H2.6","RP11.137H2.6",1.60137672198135,0.315634815478788,0.529087332265173
"NFAM1","NFAM1",1.59978683724094,0.199260884797966,0.422763173814949
"RP11.472N13.3","RP11.472N13.3",1.59966441464528,0.481463888271696,0.572954863648881
"RP4.753F5.1","RP4.753F5.1",1.59819817778493,0.481500043724299,0.572954863648881
"CTD.2002J20.1","CTD.2002J20.1",1.59819817778493,0.481500043724299,0.572954863648881
"AMH","AMH",1.59819817778493,0.481500043724299,0.572954863648881
"TEKT4","TEKT4",1.59527375293994,0.481572255771615,0.572954863648881
"MAP2","MAP2",1.59527375293994,0.481572255771615,0.572954863648881
"AL358113.1","AL358113.1",1.59527375293994,0.481572255771615,0.572954863648881
"RP1.86C11.7","RP1.86C11.7",1.59502216883875,0.336773670866847,0.544780938166959
"LL22NC03.32F9.1","LL22NC03.32F9.1",1.59236001092544,0.481644336407131,0.572954863648881
"TMPRSS15","TMPRSS15",1.59090712770379,0.481680327594364,0.572954863648881
"UPK3B","UPK3B",1.59037635035025,0.353217841062526,0.557043603315017
"CCDC39","CCDC39",1.58945689331208,0.481716286106999,0.572954863648881
"G0S2","G0S2",1.58817170818437,0.0287987184078594,0.139979273889331
"WWC1","WWC1",1.58800930051307,0.481752212004161,0.572954863648881
"FILIP1","FILIP1",1.58781154664701,0.35373253608203,0.557322136868805
"AP001347.6","AP001347.6",1.58760486791462,0.296284779499358,0.513743249150938
"MYO7A","MYO7A",1.58758641456519,0.354003087183201,0.557468010586249
"AL122127.25","AL122127.25",1.58656434209586,0.481788105344794,0.572954863648881
"CDH20","CDH20",1.58581038815668,0.166492042667272,0.383408897623019
"MIR3150A","MIR3150A",1.585381940288,0.354171468541417,0.557468010586249
"PLA1A","PLA1A",1.58512201087578,0.481823966187711,0.572954863648881
"ITGAD","ITGAD",1.58512201087578,0.481823966187711,0.572954863648881
"AC145343.2","AC145343.2",1.58224520141865,0.481895590614731,0.572954863648881
"KLRC1","KLRC1",1.58132569279867,1.24564351281498e-21,3.39340541342644e-19
"EZR.AS1","EZR.AS1",1.5808107089423,0.481931354315649,0.572954863648881
"HAP1","HAP1",1.57933248440848,0.355603181236852,0.558285368707935
"MAP1B","MAP1B",1.57794951308901,0.482002784983104,0.572954863648881
"C6orf222","C6orf222",1.57794951308901,0.482002784983104,0.572954863648881
"LUC7L2","LUC7L2",1.57794951308901,0.482002784983104,0.572954863648881
"RP4.607I7.1","RP4.607I7.1",1.5773088530564,0.355268271041206,0.558032811051774
"LILRB2","LILRB2",1.57721159122877,0.0433129525478442,0.178039693760298
"FOSL1","FOSL1",1.5765227956269,0.482038452065492,0.572954863648881
"MPO","MPO",1.5765227956269,0.482038452065492,0.572954863648881
"HBA2","HBA2",1.57606258540356,0.359778293155536,0.559845781823594
"RP11.1E3.1","RP11.1E3.1",1.57509865579345,0.482074087057299,0.572954863648881
"WNT11","WNT11",1.57509865579345,0.482074087057299,0.572954863648881
"FAM81A","FAM81A",1.57231159553708,0.194704828605187,0.418321464785144
"ESM1","ESM1",1.57208958371005,0.269127277007416,0.491209341427854
"SIRPB2","SIRPB2",1.5718502070006,0.243172229299775,0.467535053191
"MEFV","MEFV",1.57121310628601,0.356891851962983,0.558865422095478
"BMP4","BMP4",1.56910794857074,0.356937748940327,0.558865422095478
"AC068282.3","AC068282.3",1.56778182007142,0.266282727976264,0.489265398067886
"AC108004.3","AC108004.3",1.56729586782754,0.41835310208584,0.572954863648881
"CTD.2310F14.1","CTD.2310F14.1",1.56667136215429,0.358216075697841,0.559081306936878
"TNFSF13","TNFSF13",1.56660755791856,0.482287226317266,0.572954863648881
"SAMD11","SAMD11",1.56520126747159,0.482322638277422,0.572954863648881
"MSH4","MSH4",1.56520126747159,0.482322638277422,0.572954863648881
"KCND3","KCND3",1.56520126747159,0.482322638277422,0.572954863648881
"RP11.356C4.3","RP11.356C4.3",1.56520126747159,0.482322638277422,0.572954863648881
"GPR25","GPR25",1.5628181689521,0.303651996847864,0.519999516119767
"LDB3","LDB3",1.56250081630509,0.358905687652303,0.559356455190659
"S100A4","S100A4",1.56189492205114,3.30834251930927e-157,2.62186144655259e-154
"CTB.47B11.3","CTB.47B11.3",1.56165970351277,0.358287412081318,0.559105959478039
"KLRF1","KLRF1",1.55974633029857,2.81853818258881e-36,9.82824264268717e-34
"RP11.66D17.3","RP11.66D17.3",1.55960126293681,0.48246397033472,0.572954863648881
"TWIST1","TWIST1",1.55852717347425,0.376993354354456,0.570133585408016
"ELL3","ELL3",1.55822448419262,0.360361761776049,0.560273525643429
"TRIM71","TRIM71",1.55820751739352,0.482499224683641,0.572954863648881
"RP11.308N19.4","RP11.308N19.4",1.55820751739352,0.482499224683641,0.572954863648881
"PIK3R6","PIK3R6",1.55761232589229,0.263853662571261,0.486494142018818
"RP11.750H9.5","RP11.750H9.5",1.55723886437833,0.304734416866345,0.520527871261491
"RP11.484D2.2","RP11.484D2.2",1.55681626068157,0.48253444767807,0.572954863648881
"RFPL1","RFPL1",1.55681626068157,0.48253444767807,0.572954863648881
"CTD.2396E7.10","CTD.2396E7.10",1.55542748614037,0.482569639373566,0.572954863648881
"CTB.61M7.2","CTB.61M7.2",1.55456623941783,0.36099556311617,0.560808842816576
"AREGB","AREGB",1.55404118713311,0.482604799825546,0.572954863648881
"IFI27","IFI27",1.55388028888338,0.0360517326629553,0.159541223659416
