"","Gene","effect.size","p.value","q.value"
"CEACAM7","CEACAM7",31.7231382718093,1.79813248071983e-210,1.60875843067719e-208
"PNLIPRP2","PNLIPRP2",31.7010475748768,0,0
"TACSTD2","TACSTD2",31.3721905054767,0,0
"BGN","BGN",31.3662777080253,3.22069660556251e-130,1.74250136998885e-128
"FN1","FN1",31.1893777698895,6.83045264371965e-169,4.91283654660636e-167
"PLA2G1B","PLA2G1B",30.4871861230244,0,0
"KRT7","KRT7",29.9343147104674,0,0
"PLA2G7","PLA2G7",29.6141629083344,7.01946704204657e-24,9.32252317293093e-23
"CFB","CFB",28.7416004109485,0,0
"PDGFRB","PDGFRB",28.606656208964,7.15986266411547e-216,6.53328562798716e-214
"CRCT1","CRCT1",28.221931564131,0.00264348279701567,0.0121697083283294
"CTRC","CTRC",28.1339630532992,1.38908609481558e-233,1.44756977642117e-231
"COL4A1","COL4A1",28.0297932148567,9.94427400673186e-248,1.12585141702141e-245
"TIMP3","TIMP3",27.559335233233,6.65730573751623e-31,1.04182290556131e-29
"OLR1","OLR1",26.7951787595472,0.00261179803249388,0.012029881394769
"LAPTM5","LAPTM5",26.6133433642939,5.05531574100505e-39,9.46117816385445e-38
"GDF15","GDF15",26.3809176106094,0,0
"KRT17","KRT17",26.1302102043426,9.37059588811542e-17,9.94020238195054e-16
"DLK1","DLK1",25.8722917430157,0,0
"FCER1A","FCER1A",25.694498511701,0.000871789923463779,0.00426955914185559
"MTRNR2L2","MTRNR2L2",25.3770481073056,0,0
"FABP4","FABP4",25.1436746754575,7.90508446499691e-07,5.19853546692392e-06
"DUOX2","DUOX2",25.1110075840454,0,0
"CCR7","CCR7",25.1020490709205,0.216714721107253,0.675865448023827
"HPGDS","HPGDS",25.0604474995714,7.68712169985965e-16,7.8633295648146e-15
"CEACAM6","CEACAM6",24.9271609799528,1.27768702423406e-101,5.43713635997143e-100
"AQP1","AQP1",24.6692520717948,0,0
"GPR84","GPR84",24.6661308061858,0.00117751483005399,0.00567142843960614
"SERPINB7","SERPINB7",24.423941544315,0.000320828747995378,0.00165429296232309
"ALDOB","ALDOB",24.2590821068504,1.27940243191294e-219,1.20956288678945e-217
"SOX18","SOX18",23.7964627565096,2.24649062347541e-30,3.47997335516575e-29
"CELA2A","CELA2A",23.5503517459132,3.76705833315924e-124,1.9407757552942e-122
"MAST1","MAST1",23.3850201397609,1.17266334370709e-42,2.35573038192023e-41
"LUM","LUM",23.2506405870187,2.0190627297047e-123,1.0258069120641e-121
"CCL2","CCL2",23.1572906004405,2.22781769185359e-265,2.70598703882693e-263
"KRT19","KRT19",22.3711219409638,0,0
"COL5A1","COL5A1",22.3310541850447,2.25287238083209e-170,1.64621244369886e-168
"CYP1A1","CYP1A1",22.3165946345464,9.06491661368474e-134,5.03817077610884e-132
"DUOXA2","DUOXA2",22.2324154928514,7.24383128289776e-139,4.16486236864037e-137
"COL4A2","COL4A2",21.5922851967766,2.68430113518196e-246,3.00199799514466e-244
"PNLIPRP1","PNLIPRP1",21.5426785586695,1.60928610571692e-185,1.29455773969097e-183
"SOX10","SOX10",21.2904290277744,4.539222939853e-05,0.000257274066563176
"IL11","IL11",20.2398928674797,3.28378346932614e-43,6.66237528881756e-42
"ESM1","ESM1",20.2218319790042,5.70057831653978e-16,5.85201541342139e-15
"POSTN","POSTN",20.0996236113187,1.02754011180371e-23,1.36073019426656e-22
"SERPING1","SERPING1",19.9374539474044,0,0
"PECAM1","PECAM1",19.7831817078582,1.81629695765002e-41,3.55904941242083e-40
"ZNF831","ZNF831",19.7660768861548,0.180184912828555,0.577475282377664
"TSPAN8","TSPAN8",19.5869266565915,3.23106483864159e-277,4.38970075596485e-275
"SERPINA5","SERPINA5",19.5565770510369,0,0
"SERPINA1","SERPINA1",19.457166636485,0,0
"VSIG4","VSIG4",19.4125573929648,2.3511327074088e-12,2.11590407196196e-11
"MMP2","MMP2",19.0517217519393,2.65968084663757e-46,5.77292383528754e-45
"RGS1","RGS1",18.9780000397063,3.38790107161809e-40,6.47265557859869e-39
"APLNR","APLNR",18.9154397168461,5.55705812456576e-06,3.3804976140186e-05
"MSMB","MSMB",18.8595246174989,0.00059276946796623,0.00296967626658526
"AMY2A","AMY2A",18.6835407628093,6.67078157686813e-26,9.32536622723616e-25
"H19","H19",18.5906507853916,1.05892212243678e-08,7.86940463841694e-08
"HSPA6","HSPA6",18.4426991888455,3.73189689919024e-06,2.3038277020548e-05
"CXCL6","CXCL6",18.427053159271,1.6953276667394e-100,7.19768628140447e-99
"TESPA1","TESPA1",18.2252772447088,2.02679830119057e-09,1.57181850495291e-08
"DCN","DCN",18.059666431608,2.22577904348929e-71,6.9426893599723e-70
"PIGR","PIGR",17.9995394070368,4.06203931170448e-217,3.72509315079859e-215
"CELA3B","CELA3B",17.918594116947,1.90415539114996e-105,8.3152652450194e-104
"LYZ","LYZ",17.773211460858,3.18056956385624e-168,2.24364716810336e-166
"REG3G","REG3G",17.63950775206,4.18323256203917e-67,1.23550190693012e-65
"FGF19","FGF19",17.5951164436109,2.84676508423198e-56,7.21167381352192e-55
"HCK","HCK",17.5716074215991,8.48546436378616e-29,1.26942823732628e-27
"RNASE1","RNASE1",17.3924760954432,6.35305826006119e-269,7.92662867671988e-267
"SRGN","SRGN",17.3793582466906,3.73895455609502e-45,7.92788040616633e-44
"MADCAM1","MADCAM1",17.3620675168466,0.0424242377945441,0.159166769625438
"CXCL1","CXCL1",17.1878521704844,4.16821060828062e-84,1.49606948662377e-82
"CLDN2","CLDN2",17.1265444368328,2.49370873690855e-237,2.73874921818202e-235
"COMP","COMP",16.9702963798859,7.52994165237217e-13,6.95751434993239e-12
"IGFBP4","IGFBP4",16.965629314621,2.15183402182427e-150,1.32884807388145e-148
"GP2","GP2",16.9442231097146,3.16581825035097e-77,1.03871686099619e-75
"C3","C3",16.860419114031,0,0
"ALDH1A3","ALDH1A3",16.7543771976429,0,0
"THBS1","THBS1",16.7000603401893,8.09280937345388e-62,2.24554034369921e-60
"MT1G","MT1G",16.5291404114024,1.73849209324183e-75,5.63351298271174e-74
"CRLF1","CRLF1",16.3080341303221,4.44319373938735e-30,6.8194658053643e-29
"FCER1G","FCER1G",16.2959439744655,2.80325535303038e-28,4.14299004270187e-27
"APCS","APCS",16.2532840168706,5.71651041826921e-156,3.70482394280832e-154
"CSF3","CSF3",16.2384874865768,0.0222191025169113,0.0877331666873348
"FYB","FYB",16.0465757753969,2.08685735499197e-10,1.70186975313062e-09
"COL5A3","COL5A3",16.0039547550041,8.7874904535463e-90,3.34380419934632e-88
"PXDN","PXDN",15.9599491517809,1.12256581115488e-168,7.98022462883396e-167
"ISLR","ISLR",15.9433636324038,1.97610751160633e-57,5.09757916601572e-56
"TCN1","TCN1",15.6486890804601,1.87276284179962e-28,2.77899217487433e-27
"GSTA2","GSTA2",15.6408645888368,1.29367736387719e-302,1.96093690337781e-300
"COL6A2","COL6A2",15.5194711357405,3.21565506539936e-110,1.46712262573357e-108
"PTGDS","PTGDS",15.4228872470619,2.85440466360247e-05,0.00016520238540591
"COL15A1","COL15A1",15.3707285699121,1.67185309699685e-127,8.88795873971574e-126
"ADAMDEC1","ADAMDEC1",15.1677520045604,4.59530323591375e-05,0.000260131039042883
"CYGB","CYGB",15.0100927467318,4.17748280962341e-71,1.29643337074963e-69
"PMP2","PMP2",14.9694607876142,0.0519864377180733,0.19046808913048
"PRSS3","PRSS3",14.9131362842476,6.05925510007771e-185,4.81094362729547e-183
"FGG","FGG",14.897566402684,3.65982698743571e-17,3.9462014565878e-16
"CCL3","CCL3",14.8656716848588,2.70630096583152e-07,1.83769959327345e-06
"TGFBI","TGFBI",14.8293360664095,2.91018504772177e-41,5.67826637875159e-40
"ANPEP","ANPEP",14.8010677870673,0,0
"PRSS8","PRSS8",14.5837229587874,0,0
"PLAT","PLAT",14.5833429726468,1.06019802992941e-19,1.24488425524554e-18
"VCAN","VCAN",14.4658904038195,3.10126222886643e-115,1.4774091049257e-113
"CXCL2","CXCL2",14.3139900256865,2.54766390113629e-218,2.35993452579498e-216
"COL13A1","COL13A1",14.2595434900717,2.19367823794323e-19,2.54647168114663e-18
"CLDN1","CLDN1",14.0760549505034,0,0
"ADH1C","ADH1C",13.9982951502214,7.74482052999679e-182,6.01897259918098e-180
"CTGF","CTGF",13.8782098671945,1.19955954154047e-127,6.39567486959122e-126
"KRT23","KRT23",13.8348000986814,6.46223985086564e-225,6.40669951917442e-223
"GSTA1","GSTA1",13.7479565918839,0,0
"ENG","ENG",13.7317627191625,1.26706425420458e-17,1.38658863283808e-16
"AKR1B10","AKR1B10",13.590440933677,2.81380978919503e-115,1.34396055582359e-113
"ALOX5AP","ALOX5AP",13.5681316151578,9.28573344715758e-25,1.2587556330696e-23
"NTS","NTS",13.4555620374127,3.17704369556287e-05,0.000183066787371406
"HLA.DRA","HLA.DRA",13.4199622232903,9.71678574131175e-93,3.88269209763396e-91
"VCAM1","VCAM1",13.3350412723761,3.67354939670887e-75,1.18204507868487e-73
"RUNX3","RUNX3",13.3336546012003,3.24240126673122e-22,4.12978344674425e-21
"IFITM3","IFITM3",13.2889210554881,0,0
"LGALS4","LGALS4",13.2434646893132,0,0
"MMP9","MMP9",13.1879564632515,0.00050173287267147,0.00253436590957517
"RGS13","RGS13",13.1720368201359,0.00442358878193126,0.0196448043218889
"SLCO2A1","SLCO2A1",13.1133768582598,1.22711297212372e-15,1.24966568693621e-14
"LGALS1","LGALS1",13.0841218037843,2.75432484356501e-229,2.77566329427614e-227
"UGT2B15","UGT2B15",12.9667510402096,3.04725558839059e-219,2.86613921777804e-217
"ZFP36L1","ZFP36L1",12.8957780334695,0,0
"RGCC","RGCC",12.7040142661116,2.13335928922046e-29,3.23638897631038e-28
"TM4SF4","TM4SF4",12.6355252006347,0,0
"ELTD1","ELTD1",12.6116162567742,2.69638123584904e-27,3.8696657470037e-26
"AMBP","AMBP",12.6105385911175,1.66316426525056e-195,1.40571869995209e-193
"HDC","HDC",12.5459563507793,0.000396938295521307,0.00202961953670373
"COL5A2","COL5A2",12.3160226151751,2.01069549082189e-117,9.7561285706784e-116
"UBD","UBD",12.2495416820692,3.81083172128742e-267,4.65963097334217e-265
"CRYAB","CRYAB",12.1884820209221,1.60453829261599e-61,4.43873858595323e-60
"CCL4","CCL4",12.1728853048766,9.80370308927534e-06,5.85699408340062e-05
"CD300A","CD300A",12.167768770179,5.74133712031692e-17,6.15080982031149e-16
"IGFBP3","IGFBP3",12.1028804898631,7.88782403009037e-61,2.15926239605802e-59
"CD74","CD74",12.0558258868042,6.521330178435e-233,6.75749812444499e-231
"ESAM","ESAM",12.0543818054129,1.97066952521148e-37,3.54701175288555e-36
"CD53","CD53",12.0396667839294,9.79145068143405e-22,1.221666645906e-20
"TOP2A","TOP2A",11.994878751077,1.14235188587853e-22,1.46721820300407e-21
"THBS2","THBS2",11.8800595834583,5.75506037896736e-64,1.63395607446812e-62
"SLA","SLA",11.8149320611945,7.07618339253188e-08,4.99554578916194e-07
"DEFB1","DEFB1",11.7395106720225,2.40789548169854e-267,2.96397389461966e-265
"CARTPT","CARTPT",11.6656216587145,1.35487722202542e-12,1.23753999647252e-11
"PMEPA1","PMEPA1",11.6440799415713,0,0
"ANXA1","ANXA1",11.5552816857667,1.05292470499711e-46,2.30175113401096e-45
"CLDN5","CLDN5",11.475378148303,0.000120913330722851,0.000655727793846187
"IL1RL1","IL1RL1",11.4282143379531,0.00063185638447631,0.00315601251298475
"THY1","THY1",11.3144380757661,4.30964221359239e-59,1.14059376391772e-57
"HSD17B2","HSD17B2",11.2785779709513,1.97756723577004e-247,2.22518777124285e-245
"DNASE1L3","DNASE1L3",11.2628340203428,0.012157803162407,0.0503468656133906
"S1PR1","S1PR1",11.1839450509267,8.7543397038293e-26,1.21915979125234e-24
"PENK","PENK",11.0809400122788,1.89397562786358e-07,1.29956629220523e-06
"PGC","PGC",11.0614935424684,2.71197713119432e-06,1.69530922165082e-05
"MS4A6A","MS4A6A",11.0404655070262,9.71350840087874e-07,6.33329035124483e-06
"CD52","CD52",11.0094268431427,0.000520834803568385,0.00262290805388461
"MAB21L3","MAB21L3",10.9253714018374,0,0
"FGA","FGA",10.8568376433903,5.37833754504798e-13,5.0149511394878e-12
"EXOC3L2","EXOC3L2",10.8254126086479,8.96087206645e-18,9.8378737556789e-17
"FCN3","FCN3",10.7648288611406,4.24889049820058e-06,2.60806226999655e-05
"LOXL4","LOXL4",10.7109393593419,0,0
"NGFR","NGFR",10.7062427789888,4.47972781117639e-05,0.000254059022216407
"TNFRSF4","TNFRSF4",10.699442547699,0.00930607865479684,0.0393309792371816
"ROBO4","ROBO4",10.6651604869306,1.35260202494939e-20,1.63533775475259e-19
"SLC4A4","SLC4A4",10.6196025246968,0,0
"LAMA4","LAMA4",10.6012258862101,1.27479106322388e-103,5.52740966680597e-102
"TFPI2","TFPI2",10.6002310000871,4.52799867866153e-94,1.82523129154574e-92
"PRG4","PRG4",10.5430814155793,4.92926271830137e-48,1.10522747575019e-46
"TINAGL1","TINAGL1",10.5384109151156,2.14762136387084e-236,2.31703079027971e-234
"KIT","KIT",10.5164366934676,5.15950100746556e-15,5.1485532088099e-14
"IL32","IL32",10.4459600575198,0,0
"MS4A7","MS4A7",10.3237657721156,1.50183454574184e-13,1.43017380080224e-12
"MT1H","MT1H",10.2906892898651,4.45665752728396e-48,1.00048415799162e-46
"CD69","CD69",10.289183318018,0.00441896996432105,0.0196338004156038
"MMP10","MMP10",10.2516444612246,3.377013436841e-10,2.72700495877248e-09
"ANXA4","ANXA4",10.2394160743608,0,0
"TIE1","TIE1",10.2285305435008,6.82570121932064e-22,8.56880123638329e-21
"IL24","IL24",10.2196859111218,9.40415105200729e-06,5.62929289963661e-05
"SPON2","SPON2",10.1613200062495,4.01999043640363e-68,1.20082483052246e-66
"CA4","CA4",10.1140154122604,2.25482157635443e-44,4.71558523739073e-43
"IL6","IL6",10.0895035003967,1.92489088301883e-06,1.22076153822435e-05
"MPEG1","MPEG1",10.0672171425608,2.18219524729485e-10,1.77882857913932e-09
"AKR1C3","AKR1C3",10.0230199294847,0,0
"RARRES2","RARRES2",10.004557330091,5.56394943341514e-155,3.55569325986994e-153
"CD44","CD44",9.99040927081876,0,0
"MKI67","MKI67",9.88367950811019,2.82785387915784e-23,3.71264624177767e-22
"TM4SF20","TM4SF20",9.86704520983921,0.0702106599528672,0.250775796337982
"TFF1","TFF1",9.8250445308161,1.25921104526661e-06,8.10926607487183e-06
"SERINC2","SERINC2",9.79167144667245,0,0
"LAMC3","LAMC3",9.75739605819152,1.54953459143747e-48,3.49140220412218e-47
"CCL26","CCL26",9.70276939180264,6.80605014323156e-05,0.000378961037270826
"BCAT1","BCAT1",9.6952203241968,0,0
"DKK3","DKK3",9.6704463315966,5.3752376970709e-38,9.79992391669755e-37
"TM4SF1","TM4SF1",9.6558120432312,0,0
"MGST1","MGST1",9.63126355917661,0,0
"CLEC14A","CLEC14A",9.62892759511355,1.34737981973714e-22,1.72813239676915e-21
"CLDN10","CLDN10",9.61502070246251,0,0
"PLAU","PLAU",9.57660284368228,2.24724929424849e-39,4.23605337161476e-38
"PCSK1","PCSK1",9.4986395414129,0,0
"CYR61","CYR61",9.49062034961827,1.20555338595841e-147,7.34586533284493e-146
"ABI3","ABI3",9.47758577751683,8.29889677160363e-14,7.98165000985748e-13
"CDH11","CDH11",9.46994315377046,5.46650519432604e-89,2.05875096035183e-87
"G6PC2","G6PC2",9.46147414745361,0,0
"PTGS1","PTGS1",9.41261502223518,3.24658061170535e-21,4.0017160617801e-20
"NKX2.3","NKX2.3",9.39446653855872,2.06309268590954e-15,2.08595275370821e-14
"CTSH","CTSH",9.37315138232685,0,0
"IGSF6","IGSF6",9.35837547222687,2.74964973778412e-11,2.33803086883165e-10
"CXCR4","CXCR4",9.28566896913696,1.85969962251403e-23,2.45034129141737e-22
"LCP1","LCP1",9.1981074125479,2.28389061815571e-40,4.38167759702864e-39
"CYP1B1","CYP1B1",9.14379946235589,2.88818137167002e-69,8.72687554164743e-68
"BATF","BATF",9.13981322022798,0.00199343970329288,0.00932695857094255
"LGALS3","LGALS3",9.11684675841269,0,0
"CHGB","CHGB",9.09787468454762,6.1822874458199e-227,6.19613847233785e-225
"IL33","IL33",9.09602580934024,0.00425742061285329,0.0189573565089444
"STC1","STC1",9.08149995407022,1.14313597955115e-36,2.02964733794266e-35
"TSPAN11","TSPAN11",9.06031864537341,0.000908470168115122,0.00443971525536889
"SASH3","SASH3",9.05190556788879,4.23657667531029e-08,3.0329060422274e-07
"SLC3A1","SLC3A1",9.05084419969898,2.6964538883113e-159,1.77898060307617e-157
"VTCN1","VTCN1",9.04436801086206,7.46165502947418e-283,1.04468866332508e-280
"CRYBA2","CRYBA2",9.03577408183618,0,0
"VWF","VWF",9.00051789927333,1.02582609296341e-07,7.16203896880167e-07
"CDH19","CDH19",8.98466336123342,6.36542758449453e-05,0.00035550641695254
"CLEC10A","CLEC10A",8.96294649931617,0.0161661327921449,0.0654676620756744
"PDLIM3","PDLIM3",8.94225171740089,6.38440242751302e-224,6.26183555738055e-222
"LEFTY1","LEFTY1",8.89692469040343,2.15761624545979e-18,2.41740009517276e-17
"FMOD","FMOD",8.89176333990125,2.46482277538441e-65,7.1530560954629e-64
"CHI3L1","CHI3L1",8.82753607685435,3.24051748027959e-46,7.00051014202684e-45
"HSD11B1","HSD11B1",8.8172202491192,3.54127835490442e-30,5.45344973193131e-29
"ERG","ERG",8.81028907814922,9.07746819081441e-25,1.23143375804532e-23
"FGB","FGB",8.79942162019597,2.71106096496548e-14,2.63505930887291e-13
"HBB","HBB",8.72682919142067,0.0455560699113307,0.169481516885135
"ID1","ID1",8.71900957497154,0,0
"F2RL3","F2RL3",8.70478302704416,4.4584675028737e-18,4.92903872635362e-17
"TGM2","TGM2",8.66078994273268,4.52033573055974e-167,3.15237557544472e-165
"SYCN","SYCN",8.63912091890209,4.14977712611861e-47,9.14796421516123e-46
"SOX4","SOX4",8.58907032869395,0,0
"SNAI2","SNAI2",8.58113005596068,9.5302338893509e-61,2.60110148459204e-59
"LGALS2","LGALS2",8.5133558216905,1.06218233658016e-170,7.79259449408667e-169
"SDC4","SDC4",8.49858547319348,0,0
"GC","GC",8.47864900087968,0,0
"CXCL17","CXCL17",8.46766035906791,3.9568166978706e-144,2.3562329563521e-142
"LILRB5","LILRB5",8.45726237787397,8.76549918277859e-05,0.000482786848382409
"MRC2","MRC2",8.35474552822267,1.96425479806291e-78,6.50295979264833e-77
"VGF","VGF",8.27756555322129,1.1292581976228e-264,1.36261346069735e-262
"LOXL2","LOXL2",8.27669022011604,3.48826905096101e-57,8.96055219379215e-56
"MUC1","MUC1",8.27194889000931,7.73879632323539e-296,1.15396149076797e-293
"ITGB2","ITGB2",8.25165906562375,1.07082492156147e-12,9.82491239937915e-12
"LRRC32","LRRC32",8.23168737933584,6.77568556885375e-51,1.57907050849233e-49
"HTRA3","HTRA3",8.22835857692957,5.15364591747435e-45,1.0877217465178e-43
"C11orf96","C11orf96",8.15873186151612,2.74481643531317e-51,6.42946082248773e-50
"TNC","TNC",8.09918064428052,5.00540145484518e-26,7.0186596393972e-25
"CRISP3","CRISP3",8.09326815150359,0.000863547768804689,0.00423258408007664
"SCG5","SCG5",8.0881923232895,0,0
"PDZK1IP1","PDZK1IP1",8.08065242490028,0,0
"HSD3B2","HSD3B2",8.00327648040405,0.0671384663556472,0.240269822051258
"TNFAIP6","TNFAIP6",7.99228523851358,9.52802540487989e-49,2.15213687131653e-47
"UBE2C","UBE2C",7.98644768606531,4.62908959141745e-12,4.10750518607583e-11
"COL6A1","COL6A1",7.92384327603504,9.21925509752042e-69,2.76291434221605e-67
"GPX3","GPX3",7.89407622640454,0,0
"CXCL5","CXCL5",7.87244335508851,0.000108797900858381,0.000592125311466934
"CD48","CD48",7.79468745938653,1.11863009643629e-06,7.24207363174654e-06
"PPAP2C","PPAP2C",7.79112944812528,1.18338934968491e-280,1.61974209422172e-278
"CENPF","CENPF",7.78446004426087,4.03421923365544e-09,3.07785419985334e-08
"CD300LF","CD300LF",7.76703214930323,2.59713575633701e-06,1.62629112007433e-05
"RRM2","RRM2",7.74666014854592,1.74565716281314e-15,1.76792368984847e-14
"NID1","NID1",7.73429033646927,2.94806784510959e-88,1.10347984381949e-86
"UCA1","UCA1",7.73028629841205,2.21829209906845e-70,6.82645895788834e-69
"TNFAIP2","TNFAIP2",7.67124246504728,1.47920163495501e-52,3.55105198778924e-51
"SLPI","SLPI",7.66866144594067,6.94546912412921e-92,2.72194122234303e-90
"CD33","CD33",7.65861672971485,0.00752186767664655,0.0322559212198678
"CTSD","CTSD",7.65679328597063,0,0
"ECSCR","ECSCR",7.65402563278542,1.63055340812037e-17,1.77800119252888e-16
"DMBT1","DMBT1",7.6421459486814,1.19046216149541e-09,9.34286114847557e-09
"IL7R","IL7R",7.63296556676889,0.00184478585123863,0.00866458829643217
"CALD1","CALD1",7.62169451877103,1.99244628895849e-187,1.61696714096405e-185
"C10orf128","C10orf128",7.6016622989962,9.43468845728116e-11,7.81579137285428e-10
"CCL18","CCL18",7.58944374534532,0.0169528384279799,0.068381792304284
"BIRC5","BIRC5",7.53691988509881,4.52452106270437e-14,4.37219393103587e-13
"GIMAP4","GIMAP4",7.51684588624899,1.54329696951936e-14,1.51366896887458e-13
"GREM1","GREM1",7.50958942856878,1.9211718413602e-39,3.63259925179253e-38
"FPR3","FPR3",7.49389354380458,2.99721221914377e-06,1.86661695454383e-05
"CGA","CGA",7.49213482095714,0.00336711949666858,0.0152334333222492
"GAST","GAST",7.45724472438496,0.000110452933129505,0.000600954389358724
"NPTX2","NPTX2",7.44345032832178,1.28202934360442e-295,1.89626614443942e-293
"COL18A1","COL18A1",7.44151485893138,4.8694307950619e-236,5.19245524489711e-234
"LIF","LIF",7.40970725431339,1.73658037566719e-23,2.29141155900085e-22
"RPL13AP20","RPL13AP20",7.40401335588724,0,0
"FGL2","FGL2",7.39634565932624,5.47596730917857e-07,3.64819166064817e-06
"DKK1","DKK1",7.338587664844,0.0084616135089445,0.035999641235804
"ANXA3","ANXA3",7.32366207684082,2.14064322384189e-281,2.97435889155182e-279
"ANGPTL4","ANGPTL4",7.31415140443229,3.97145145408709e-53,9.66052932618187e-52
"SPRR2A","SPRR2A",7.29210837751012,6.71706285021657e-07,4.43955494543503e-06
"MT1X","MT1X",7.28258809641172,8.04029932299382e-92,3.14428848364669e-90
"LILRB4","LILRB4",7.25297023243403,0.000186864526496839,0.000989685902534949
"PTPRC","PTPRC",7.24767000697042,2.82849685247741e-13,2.66311400263286e-12
"APCDD1","APCDD1",7.24434752759706,4.8435665625763e-112,2.26622077357683e-110
"GPX2","GPX2",7.23313189074509,0,0
"SDPR","SDPR",7.21750378763322,2.00346559827233e-07,1.37263961665719e-06
"MT2A","MT2A",7.19261433029893,5.46398640406299e-76,1.78001731149057e-74
"GPRC5B","GPRC5B",7.18090205792463,6.35986861230377e-272,8.15708742785059e-270
"RAMP1","RAMP1",7.14838760756828,7.66792548922381e-212,6.92795179299773e-210
"PCK1","PCK1",7.13002323089989,4.65596868393474e-19,5.34387494568505e-18
"RAB44","RAB44",7.11377686101266,0.0399122722621098,0.150778781783595
"HLA.DQA1","HLA.DQA1",7.11287201407294,4.83323003604922e-05,0.000273093875820021
"APLN","APLN",7.11127894523251,0.0233494665918828,0.0918602674306567
"CHGA","CHGA",7.07617433342146,4.47546294309916e-275,5.90535725463178e-273
"SCG2","SCG2",7.06230468351651,0,0
"CYBA","CYBA",7.05394966492538,0,0
