"","Gene","effect.size","p.value","q.value"
"ENSG00000124177.CHD6","ENSG00000230289.RP11.334J6.6",1.12471179058214,0.00134008992241769,0.00732933796546184
"ENSG00000123810.B9D2","ENSG00000075826.SEC31B",1.12469052613734,0.00123728893051921,0.00689171019323107
"ENSG00000145495.MARCH6","ENSG00000231597.AC007557.4",1.12465209912913,0.00112968175946905,0.00641913193804208
"ENSG00000118482.PHF3","ENSG00000198685.C3orf27",1.12464275519506,0.0010042837655075,0.00582545727602598
"ENSG00000072501.SMC1A","ENSG00000138795.LEF1",1.12464275519506,0.000956052092999629,0.00560827307507534
"ENSG00000160993.ALKBH4","ENSG00000249678.RP11.619J20.1",1.12459741775284,0.00112568236418303,0.00640103773485753
"ENSG00000119446.RBM18","ENSG00000224015.AC063976.3",1.1245424619111,0.000624979413317575,0.00398560332020294
"ENSG00000149231.CCDC82","ENSG00000230248.RP1.128O3.4",1.12449785130257,0.000206312045679167,0.00173566270658566
"ENSG00000120509.PDZD11","ENSG00000250791.RP11.55L3.1",1.12444632791552,7.34240024012368e-05,0.000827477780486416
"ENSG00000239911.PRKAG2.AS1","ENSG00000163736.PPBP",1.12441677104978,0.00032693869274474,0.00245075404809246
"ENSG00000130522.JUND","ENSG00000172731.LRRC20",1.12440769106809,4.08910752594771e-09,2.16438733074816e-07
"ENSG00000215717.TMEM167B","ENSG00000228237.EFCAB14.AS1",1.12437903467027,0.000603363495238552,0.00388021984534951
"ENSG00000160211.G6PD","ENSG00000250180.RP11.138A23.2",1.12437235769479,1.76204815735529e-05,0.000289197481812274
"ENSG00000175197.DDIT3","ENSG00000227386.AC091705.1",1.12434734826103,1.97463731088138e-05,0.00031592539008266
"ENSG00000119718.EIF2B2","ENSG00000232715.LINC01022",1.12434522326091,0.000844473129546463,0.00507616261309396
"ENSG00000198730.CTR9","ENSG00000250641.MEGT1",1.12433887647618,0.00177145847027464,0.00915021446220743
"ENSG00000226979.LTA","ENSG00000179021.C3orf38",1.12433827533596,0.000130698928243977,0.00124212871705186
"ENSG00000168438.CDC40","ENSG00000163710.PCOLCE2",1.12428378669936,3.88725555139105e-06,8.87085683015047e-05
"ENSG00000161980.POLR3K","ENSG00000147257.GPC3",1.12423048980873,1.76123245627406e-05,0.000289197481812274
"ENSG00000188177.ZC3H6","ENSG00000188770.OPTC",1.12422846193862,0.000360933011894667,0.00264217385388125
"ENSG00000108599.AKAP10","ENSG00000147679.UTP23",1.12421938512002,0.00195080794072685,0.00987059089499474
"ENSG00000165819.METTL3","ENSG00000242593.RP5.921G16.1",1.124185982656,0.00144117467640898,0.00776408918828757
"ENSG00000042429.MED17","ENSG00000112297.AIM1",1.12415390729181,0.000188231883614116,0.00161057860003007
"ENSG00000164039.BDH2","ENSG00000170144.HNRNPA3",1.12412039662189,0.00157512241889475,0.00834184482824887
"ENSG00000176715.ACSF3","ENSG00000255206.RP11.403D15.2",1.12412008345002,0.00036188566240342,0.00264813029842441
"ENSG00000232533.AC093673.5","ENSG00000145241.CENPC",1.12406773138053,0.0010242629940915,0.00592871547764685
"ENSG00000172081.MOB3A","ENSG00000228027.RP1.251M9.3",1.12405417581774,1.12049895540137e-05,0.000202135825241146
"ENSG00000122687.FTSJ2","ENSG00000241696.RP11.420J11.2",1.12405267315146,0.000127862086405104,0.00122125917616504
"ENSG00000158062.UBXN11","ENSG00000204377.C1orf134",1.1240429173526,3.59124232130305e-05,0.000487401156926137
"ENSG00000134905.CARS2","ENSG00000225535.AC068610.3",1.12398776262509,0.00129421067904756,0.00713369525289304
"ENSG00000166822.TMEM170A","ENSG00000253976.RP11.386G21.1",1.12393723009845,0.000211035323527705,0.00176140082777942
"ENSG00000102753.KPNA3","ENSG00000239480.RP11.514P8.2",1.12390381400179,0.000386179473556742,0.00277370895914953
"ENSG00000103507.BCKDK","ENSG00000120889.TNFRSF10B",1.1238964974455,0.000366096543301743,0.00267207174824568
"ENSG00000101940.WDR13","ENSG00000153064.BANK1",1.12388947564862,3.46682327668489e-05,0.000476969801712856
"ENSG00000111215.PRR4","ENSG00000214239.AL591025.1",1.12387909139561,0.000347323213105448,0.00256919403172527
"ENSG00000148187.MRRF","ENSG00000237714.P4HA2.AS1",1.1238623926882,0.00163089967286895,0.00855638581126591
"ENSG00000116157.GPX7","ENSG00000254553.RP1.27O5.3",1.12384970665207,1.30513720051893e-05,0.000228578946285737
"ENSG00000087338.GMCL1","ENSG00000230687.RP5.1114G22.2",1.12383278566036,0.000204642212556736,0.00172466048662919
"ENSG00000168214.RBPJ","ENSG00000231890.AC093391.2",1.1238243603019,0.000499744148383842,0.00335303688290638
"ENSG00000050393.MCUR1","ENSG00000243224.RP5.1157M23.2",1.12381542914643,0.000313330902790018,0.00237585370181607
"ENSG00000176261.ZBTB8OS","ENSG00000142798.HSPG2",1.12381365708623,3.76246586778166e-06,8.6564599786214e-05
"ENSG00000002549.LAP3","ENSG00000176771.NCKAP5",1.12378387791767,2.06440457473262e-05,0.000325639314333858
"ENSG00000254093.PINX1","ENSG00000272870.RP11.798M19.6",1.12377234660939,0.000711903989341516,0.00441867443547316
"ENSG00000070495.JMJD6","ENSG00000225353.RP11.292F9.1",1.12376984105586,0.000256191697284805,0.00204770670795384
"ENSG00000140853.NLRC5","ENSG00000197265.GTF2E2",1.12374388545834,0.00188930625707855,0.00961293389782187
"ENSG00000123219.CENPK","ENSG00000238062.SPATA3.AS1",1.12370919171206,0.000314200356990243,0.0023795636507093
"ENSG00000230148.HOXB.AS1","ENSG00000226197.RP11.536O18.1",1.12370919171206,0.000279693084364707,0.00218334769462085
"ENSG00000206573.SETD5.AS1","ENSG00000119203.CPSF3",1.12370315463178,4.868167351403e-06,0.000106257650493682
"ENSG00000165644.COMTD1","ENSG00000087116.ADAMTS2",1.12369641625807,1.14741126777945e-05,0.000205807595092408
"ENSG00000154930.ACSS1","ENSG00000269909.RP11.489N22.3",1.12366401805397,0.000309071444310597,0.0023538594609666
"ENSG00000114316.USP4","ENSG00000150938.CRIM1",1.12365335781334,0.00160451036268199,0.00845050993944314
"ENSG00000122958.VPS26A","ENSG00000250992.RP11.826N14.1",1.12364993051777,3.52265832070925e-05,0.000480910327670865
"ENSG00000213523.SRA1","ENSG00000151090.THRB",1.12362887500017,2.5901707593587e-07,9.29485947638042e-06
"ENSG00000143653.SCCPDH","ENSG00000143624.INTS3",1.12361148089947,0.000958033430925398,0.00561688409739512
"ENSG00000116095.PLEKHA3","ENSG00000143819.EPHX1",1.1236031042926,0.000297441906985992,0.00227986948415852
"ENSG00000154310.TNIK","ENSG00000269383.AC012493.2",1.1235582695353,0.000758755723977431,0.00465638979722704
"ENSG00000077097.TOP2B","ENSG00000118965.WDR35",1.12355551879657,0.00057153643119375,0.00371693743904332
"ENSG00000101052.IFT52","ENSG00000160563.MED27",1.1234979347957,0.000959588632079679,0.0056221301327382
"ENSG00000105355.PLIN3","ENSG00000078403.MLLT10",1.12349716641031,0.000284669045357174,0.00220745392879555
"ENSG00000204386.NEU1","ENSG00000154165.GPR15",1.12349341887563,0.00117437091320247,0.00661668768511916
"ENSG00000198176.TFDP1","ENSG00000238202.AC002465.2",1.12346295515719,0.000124818658056285,0.00120684793706678
"ENSG00000134324.LPIN1","ENSG00000160781.PAQR6",1.12344674646146,0.00121092085054901,0.00678849567732022
"ENSG00000055332.EIF2AK2","ENSG00000158869.FCER1G",1.12338981943753,0.00187190282536388,0.009542297575524
"ENSG00000133818.RRAS2","ENSG00000204387.C6orf48",1.12338981943753,0.00165830085151796,0.00867387392963897
"ENSG00000121073.SLC35B1","ENSG00000044459.CNTLN",1.12337271726077,0.0002108524020793,0.00176064527678399
"ENSG00000152495.CAMK4","ENSG00000271870.RP11.97C16.1",1.12334622869354,5.86941004096453e-07,1.89241300051741e-05
"ENSG00000143401.ANP32E","ENSG00000227466.RP11.397C12.1",1.123341713338,4.59275898886555e-06,0.000101643464033488
"ENSG00000171522.PTGER4","ENSG00000230432.AC114803.3",1.12333245002983,4.02241758311827e-06,9.10632551034889e-05
"ENSG00000197498.RPF2","ENSG00000175040.CHST2",1.12330677450452,0.000777346590062229,0.00473086530617559
"ENSG00000134590.FAM127A","ENSG00000248210.RP11.24I21.1",1.12329810323433,0.00160623474009648,0.00845366811003925
"ENSG00000115271.GCA","ENSG00000231814.LINC00210",1.12327145670659,0.000986507067200089,0.00574369424014621
"ENSG00000151657.KIN","ENSG00000113716.HMGXB3",1.12320919677985,0.000473216191768587,0.00321123024720457
"ENSG00000162739.SLAMF6","ENSG00000259946.RP11.490G2.2",1.12316356451417,0.000581355593599294,0.00376537417948149
"ENSG00000168234.TTC39C","ENSG00000271314.RP11.435O5.6",1.12315890572092,7.71996112475734e-12,5.83745473143854e-10
"ENSG00000162639.HENMT1","ENSG00000225667.LINC00505",1.12313287447202,0.000357975960423615,0.00262860575178111
"ENSG00000141985.SH3GL1","ENSG00000226083.SLC39A12.AS1",1.12310109056703,0.000539392814512804,0.00355521621602957
"ENSG00000164323.KIAA1430","ENSG00000163249.CCNYL1",1.12306695689595,4.61779724019778e-05,0.000588182663181609
"ENSG00000147679.UTP23","ENSG00000039537.C6",1.12303603336789,0.00115247983234646,0.00652227597426843
"ENSG00000146247.PHIP","ENSG00000196455.PIK3R4",1.12303230042834,7.66324304127882e-06,0.000151342362661229
"ENSG00000163754.GYG1","ENSG00000172116.CD8B",1.12300493172551,5.70075680605715e-06,0.000120831947652301
"ENSG00000067057.PFKP","ENSG00000133710.SPINK5",1.12299315090777,0.000540589350867141,0.00356152767508572
"ENSG00000107581.EIF3A","ENSG00000112304.ACOT13",1.12296405082487,2.84852146050398e-06,6.9321298122482e-05
"ENSG00000164548.TRA2A","ENSG00000225058.RP11.132N15.1",1.12292932786203,7.85666038693407e-05,0.000867876311147992
"ENSG00000120896.SORBS3","ENSG00000272744.RP11.367N14.3",1.12291421217505,0.000424840372724644,0.00296749754481968
"ENSG00000129128.SPCS3","ENSG00000231955.AC007383.4",1.12290543837493,3.8345869014159e-07,1.30246084503529e-05
"ENSG00000119655.NPC2","ENSG00000234210.AC006372.4",1.12290461172663,3.52026252950943e-13,3.00800908070862e-11
"ENSG00000164733.CTSB","ENSG00000164118.CEP44",1.12286726626834,3.64022023934729e-06,8.45907276350764e-05
"ENSG00000196507.TCEAL3","ENSG00000261166.RP11.775H9.3",1.12285258585653,0.000216812395668434,0.00179624356498348
"ENSG00000132467.UTP3","ENSG00000144290.SLC4A10",1.12282494910201,0.000384575821319832,0.00276970244006379
"ENSG00000174100.MRPL45","ENSG00000204882.GPR20",1.12277222921585,4.89863052188699e-05,0.000616128083132387
"ENSG00000092201.SUPT16H","ENSG00000272686.RP11.390E23.6",1.12265925477718,8.29945667287131e-05,0.000901603244948539
"ENSG00000141232.TOB1","ENSG00000147873.IFNA5",1.12264549820624,0.000228513795455829,0.00187202509561944
"ENSG00000123131.PRDX4","ENSG00000272856.RP11.710E1.2",1.12263480937167,2.58211415068431e-05,0.00038529510682294
"ENSG00000164008.C1orf50","ENSG00000090020.SLC9A1",1.12262338404346,9.17378210277455e-05,0.000972768046568553
"ENSG00000163607.GTPBP8","ENSG00000241254.AC092669.2",1.12257202141993,0.00167049893358041,0.00872330972304049
"ENSG00000140511.HAPLN3","ENSG00000230392.RP5.1139I1.1",1.12255934515809,9.87049593483495e-05,0.00102497166233395
"ENSG00000117500.TMED5","ENSG00000126091.ST3GAL3",1.12254754128009,0.000138250577161241,0.0012869393003456
"ENSG00000006652.IFRD1","ENSG00000179299.NSUN7",1.12251874977451,2.16132401708393e-06,5.55789867011258e-05
"ENSG00000066322.ELOVL1","ENSG00000126709.IFI6",1.12250409460069,7.66418633371513e-06,0.000151342362661229
"ENSG00000079332.SAR1A","ENSG00000113194.FAF2",1.12245613290446,0.0017555715656234,0.00909774712617727
"ENSG00000132155.RAF1","ENSG00000230952.AC099344.2",1.12241419315606,0.000883603449892596,0.00525993868719257
"ENSG00000073614.KDM5A","ENSG00000225177.RP11.390P2.4",1.12241414543819,8.00133976480589e-05,0.00087766364757176
"ENSG00000221883.ARIH2OS","ENSG00000115760.BIRC6",1.12240550874307,0.000275920793896259,0.00216187118737386
"ENSG00000088298.EDEM2","ENSG00000167136.ENDOG",1.12232350196842,0.00020055210802667,0.00169543940481286
"ENSG00000168393.DTYMK","ENSG00000229550.AC012445.1",1.1223205556745,6.15025767733476e-06,0.000128370578256347
"ENSG00000205268.PDE7A","ENSG00000250619.CTD.2215L10.1",1.12230210327585,0.000396742862432037,0.00282297805961257
"ENSG00000121897.LIAS","ENSG00000169554.ZEB2",1.12227325542854,0.0005610100384622,0.00365972142516166
"ENSG00000106263.EIF3B","ENSG00000145075.CCDC39",1.12225755637147,0.00158328671147084,0.00837112327610348
"ENSG00000135426.TESPA1","ENSG00000171243.SOSTDC1",1.12225609974645,1.02780603681084e-05,0.0001903289021519
"ENSG00000114062.UBE3A","ENSG00000233033.CASK.AS1",1.12224218893445,0.000524578896916056,0.00347847575116336
"ENSG00000114735.HEMK1","ENSG00000205111.CDKL4",1.12222875499121,0.000784548404809951,0.00476708222374158
"ENSG00000084093.REST","ENSG00000115183.TANC1",1.1222153603457,2.93643714630456e-07,1.04391436236629e-05
"ENSG00000106392.C1GALT1","ENSG00000090539.CHRD",1.12219551932596,0.000360308834048972,0.00263963276924382
"ENSG00000066583.ISOC1","ENSG00000163704.PRRT3",1.12212148615085,0.000894019772367648,0.00530537114994255
"ENSG00000165102.HGSNAT","ENSG00000249830.RP11.121L11.3",1.12212148615085,0.000786810342200616,0.00477625711074633
"ENSG00000164111.ANXA5","ENSG00000237877.AC097500.2",1.12210155961311,2.68899298334573e-12,2.12608968040054e-10
"ENSG00000171603.CLSTN1","ENSG00000198912.C1orf174",1.12208144673396,0.000415693158004902,0.0029250491601859
"ENSG00000055130.CUL1","ENSG00000196620.UGT2B15",1.12207721343749,0.000623069965761393,0.00397741983168621
"ENSG00000134371.CDC73","ENSG00000134198.TSPAN2",1.12203729159504,0.000589159334817018,0.0038094438835895
"ENSG00000120802.TMPO","ENSG00000106631.MYL7",1.12199671656274,0.000660894107927357,0.00416906020278143
"ENSG00000173451.THAP2","ENSG00000122642.FKBP9",1.12199058692488,0.000356328915910545,0.00262156273848472
"ENSG00000131732.ZCCHC9","ENSG00000222020.AC062017.1",1.1219856573498,0.000765958612064208,0.00468700749932032
"ENSG00000188725.SMIM15","ENSG00000163053.SLC16A14",1.12197585791224,0.000416762520867525,0.00293040953325855
"ENSG00000156603.MED19","ENSG00000124780.KCNK17",1.12194511595525,3.57719001792015e-05,0.000486881112796204
"ENSG00000053372.MRTO4","ENSG00000226849.RP4.635E18.7",1.12194294917521,0.000260185294175341,0.00206729005570747
"ENSG00000111845.PAK1IP1","ENSG00000164081.TEX264",1.12194064369394,0.00184565747189878,0.00944895301639742
"ENSG00000109452.INPP4B","ENSG00000230173.AC006196.1",1.12192944981433,0.00116973480674729,0.00659747243199558
"ENSG00000121766.ZCCHC17","ENSG00000187980.PLA2G2C",1.12191989573708,1.2125556877372e-05,0.000215924135908093
"ENSG00000212694.AC084018.1","ENSG00000174428.GTF2IRD2B",1.12188685338775,0.000369172402690054,0.00268622079336254
"ENSG00000196504.PRPF40A","ENSG00000117691.NENF",1.12188005387226,4.75792334664762e-08,2.08418918092805e-06
"ENSG00000144224.UBXN4","ENSG00000008118.CAMK1G",1.12186987535047,8.10257478623575e-09,4.08451223681805e-07
"ENSG00000145982.FARS2","ENSG00000068001.HYAL2",1.12185241131733,0.000215850439669504,0.00179138942852892
"ENSG00000176946.THAP4","ENSG00000227363.AC019172.2",1.12178136041179,0.000179389071890956,0.00156227548669203
"ENSG00000166974.MAPRE2","ENSG00000136842.TMOD1",1.12176672951035,0.000326521283401623,0.00244955238394407
"ENSG00000147416.ATP6V1B2","ENSG00000249460.RP11.665C14.2",1.12170412508161,0.00152360210823244,0.0081322796001034
"ENSG00000138767.CNOT6L","ENSG00000163093.BBS5",1.12170270110483,0.00132820053856495,0.00727501770719659
"ENSG00000104980.TIMM44","ENSG00000196960.RP11.192P3.5",1.12168566855418,0.000860069826282318,0.0051498427139689
"ENSG00000237441.RGL2","ENSG00000114487.MORC1",1.12164850386264,0.000222237206269995,0.00183083872264365
"ENSG00000233137.RP11.220I1.1","ENSG00000272367.CTC.428H11.2",1.12158288259591,2.6139763839767e-05,0.000388549623719998
"ENSG00000030066.NUP160","ENSG00000198937.CCDC167",1.12154200373891,0.000132676674854461,0.00125466701704802
"ENSG00000115946.PNO1","ENSG00000076321.KLHL20",1.12154048486836,0.000637137676157775,0.00405228919198478
"ENSG00000213240.NOTCH2NL","ENSG00000235038.RP11.393I23.4",1.1215325602603,5.35096839773771e-06,0.000114564834627969
"ENSG00000226742.HSBP1L1","ENSG00000136868.SLC31A1",1.1214888611956,0.000202946643164208,0.00171340198736995
"ENSG00000107485.GATA3","ENSG00000183876.ARSI",1.12143433027573,1.7495151392858e-08,8.2927888007689e-07
"ENSG00000163714.U2SURP","ENSG00000273080.RP11.301O19.1",1.12138339918773,6.35530251669333e-08,2.70313146106231e-06
"ENSG00000156831.NSMCE2","ENSG00000248789.CTD.2203A3.1",1.12137951041545,0.000163037577429926,0.00146265585589795
"ENSG00000101546.RBFA","ENSG00000165188.RNF183",1.12135115092502,0.000759628757110093,0.00465874669029057
"ENSG00000157379.DHRS1","ENSG00000106477.CEP41",1.12128485755128,4.71190059721789e-05,0.000598245093933028
"ENSG00000145216.FIP1L1","ENSG00000238004.AC009227.3",1.12126459479014,2.98594935193441e-06,7.1881224126323e-05
"ENSG00000130475.FCHO1","ENSG00000156502.SUPV3L1",1.12123988803114,0.00120817761257154,0.00677710462394783
"ENSG00000167613.LAIR1","ENSG00000177225.PDDC1",1.12123112244,6.82634835943002e-06,0.000138974183776139
"ENSG00000183486.MX2","ENSG00000071203.MS4A12",1.12123035523562,0.000300819925082137,0.00230205769977515
"ENSG00000101901.ALG13","ENSG00000196782.MAML3",1.1212184977441,3.58385195307894e-05,0.000487092004036514
"ENSG00000144591.GMPPA","ENSG00000260855.RP11.439E19.10",1.12119644579998,0.00186030763743289,0.00949589124866964
"ENSG00000183576.SETD3","ENSG00000044446.PHKA2",1.12119644579998,0.00197030586718394,0.00994284382923465
"ENSG00000172331.BPGM","ENSG00000250456.AC006552.1",1.12118456066127,0.000579047851020431,0.00375425546144754
"ENSG00000124243.BCAS4","ENSG00000148384.INPP5E",1.12115324590448,9.49853389383916e-07,2.82362813334018e-05
"ENSG00000077721.UBE2A","ENSG00000272632.RP11.362F19.3",1.12113868321456,2.06662498997676e-06,5.33598091924217e-05
"ENSG00000134597.RBMX2","ENSG00000250673.RP11.6L6.2",1.12113078560959,1.93725862517576e-06,5.0637123597701e-05
"ENSG00000101557.USP14","ENSG00000165119.HNRNPK",1.12112261186562,0.0017176682809955,0.00891587281241333
"ENSG00000078618.NRD1","ENSG00000160050.CCDC28B",1.12112085121371,3.40966927222081e-05,0.000472709706225195
"ENSG00000139233.LLPH","ENSG00000106066.CPVL",1.12108600997689,1.78142015842865e-05,0.000291373056814232
"ENSG00000079616.KIF22","ENSG00000078579.FGF20",1.12107912121907,6.82926110050134e-05,0.000784397650814063
"ENSG00000138293.NCOA4","ENSG00000185662.SMIM23",1.1210338002604,4.59689620220933e-05,0.000586696966732075
"ENSG00000157895.C12orf43","ENSG00000232415.CTB.51J22.1",1.12102364621797,0.00183769602986151,0.00942338478175756
"ENSG00000172175.MALT1","ENSG00000237062.RP11.308N19.3",1.12094200339369,0.000424710532022709,0.00296749754481968
"ENSG00000104859.CLASRP","ENSG00000228261.RP11.127L20.3",1.12092636346782,0.00083754337709241,0.00504174300591965
"ENSG00000113719.ERGIC1","ENSG00000185219.ZNF445",1.12087847975125,0.00108683194157276,0.00623031968913024
"ENSG00000164902.PHAX","ENSG00000214021.TTLL3",1.12086124459962,7.90558351290857e-06,0.000154821062526694
"ENSG00000154027.AK5","ENSG00000043514.TRIT1",1.12083934855663,9.45695378761118e-05,0.000992849886627719
"ENSG00000155506.LARP1","ENSG00000144655.CSRNP1",1.12079893651674,0.00118665561948772,0.0066760327219777
"ENSG00000198265.HELZ","ENSG00000137078.SIT1",1.12079893651674,0.00118665561948772,0.0066760327219777
"ENSG00000088986.DYNLL1","ENSG00000009950.MLXIPL",1.12079731754112,2.41879372307858e-18,2.71118319960366e-16
"ENSG00000136933.RABEPK","ENSG00000272023.CTC.350I8.1",1.12075917224394,0.000309639364150764,0.00235630115171438
"ENSG00000102796.DHRS12","ENSG00000267368.UPK3BL",1.12075917224394,0.000345339581536165,0.00256048471835471
"ENSG00000005844.ITGAL","ENSG00000253199.RP11.421P23.1",1.12074385650793,2.73248613935633e-05,0.000402191860434833
"ENSG00000102710.SUPT20H","ENSG00000166508.MCM7",1.12072026978621,0.000734439929139242,0.00453197954978894
"ENSG00000123737.EXOSC9","ENSG00000065548.ZC3H15",1.12071585400904,0.000396319733750366,0.00282271847061096
"ENSG00000225973.RP11.139H15.1","ENSG00000181191.PJA1",1.12064439776809,2.51015494842281e-05,0.000376325747774954
"ENSG00000185808.PIGP","ENSG00000255008.AP000442.4",1.12058634201262,0.000175352617460837,0.00154049982743949
"ENSG00000149084.HSD17B12","ENSG00000270800.RPS10.NUDT3",1.12056323659963,0.00155389834861507,0.00825007886120372
"ENSG00000182858.ALG12","ENSG00000149187.CELF1",1.12056323659963,0.0018478751678231,0.00945252837570917
"ENSG00000255150.EID3","ENSG00000229192.AC004870.3",1.12050710775452,0.00117846346899772,0.00663778344716274
"ENSG00000134954.ETS1","ENSG00000224374.RP1.32B1.4",1.12045727608859,5.61380400315658e-07,1.82233450221718e-05
"ENSG00000151729.SLC25A4","ENSG00000224137.AC079767.4",1.12045199495062,0.00157440406158614,0.00834035846358739
"ENSG00000113441.LNPEP","ENSG00000180902.D2HGDH",1.1204482473116,0.00105989817474102,0.00610161925066167
"ENSG00000155096.AZIN1","ENSG00000248533.CTD.2130F23.1",1.1204482473116,0.00103625326073515,0.00598357754039647
"ENSG00000169180.XPO6","ENSG00000246477.AF131216.6",1.12040884162879,0.00170497921068105,0.00886691562760028
"ENSG00000101596.SMCHD1","ENSG00000235819.RP11.359J6.1",1.12039450180934,4.14669640227065e-06,9.32884296874465e-05
"ENSG00000160305.DIP2A","ENSG00000162191.UBXN1",1.12038432089098,0.000472900103778241,0.00321123024720457
"ENSG00000161618.ALDH16A1","ENSG00000230131.RP11.282I1.1",1.12034224234409,0.000596408326562364,0.0038445739724783
"ENSG00000171988.JMJD1C","ENSG00000253686.CTB.43E15.3",1.12030715777379,0.000434350574495257,0.00301623549453613
"ENSG00000127616.SMARCA4","ENSG00000204187.LINC00619",1.12028083148625,0.000548314661261929,0.0036003224915045
"ENSG00000109534.GAR1","ENSG00000163492.CCDC141",1.12018344047103,0.000692735692004223,0.00432364186411414
"ENSG00000174891.RSRC1","ENSG00000196843.ARID5A",1.12015297493292,0.00132180519813637,0.00725850087910332
"ENSG00000109787.KLF3","ENSG00000115919.KYNU",1.12014046923296,2.39746444828242e-06,6.05081921351278e-05
"ENSG00000164022.AIMP1","ENSG00000155636.RBM45",1.12011942162525,5.2677042610283e-08,2.28647163311832e-06
"ENSG00000003402.CFLAR","ENSG00000236497.RP11.66A2.2",1.12011772236831,4.29646625863611e-11,2.9031618637699e-09
"ENSG00000153879.CEBPG","ENSG00000228570.NUTM2E",1.12005526832147,0.000875390068121772,0.00521919829413654
"ENSG00000164691.TAGAP","ENSG00000188306.LRRIQ4",1.11995613351013,2.53616623253928e-07,9.14015325439075e-06
"ENSG00000067064.IDI1","ENSG00000164265.SCGB3A2",1.11994424620027,8.85462763669231e-07,2.66548072065043e-05
"ENSG00000167220.HDHD2","ENSG00000136891.TEX10",1.11993228071643,0.000139926231133924,0.00129936371065152
"ENSG00000112146.FBXO9","ENSG00000206483.TXNRD3NB",1.11991924663496,0.000456671165466047,0.003126794487228
"ENSG00000072110.ACTN1","ENSG00000187260.WDR86",1.11985868535362,7.32273943718853e-07,2.27255374553139e-05
"ENSG00000137955.RABGGTB","ENSG00000116983.HPCAL4",1.11979349724267,0.000531181088582508,0.00351690606078516
"ENSG00000087502.ERGIC2","ENSG00000260771.RP1.39J2.1",1.11976672257281,0.000107074143138291,0.00108181219379647
"ENSG00000144802.NFKBIZ","ENSG00000226622.AC092155.4",1.11976337893016,0.000199689648779384,0.00168964753885043
"ENSG00000129292.PHF20L1","ENSG00000145649.GZMA",1.11973770847698,3.64138186513811e-05,0.000493152320115186
"ENSG00000180098.TRNAU1AP","ENSG00000162482.AKR7A3",1.11970250365269,0.00025630744806368,0.00204777292362827
"ENSG00000163322.FAM175A","ENSG00000144355.DLX1",1.11969701137802,0.000179147300872109,0.00156088331875539
"ENSG00000138796.HADH","ENSG00000204311.DFNB59",1.11969701137802,0.000179147300872109,0.00156088331875539
"ENSG00000139537.CCDC65","ENSG00000176349.AC110781.3",1.11969120069937,0.000515489481954109,0.00343930394910208
"ENSG00000140577.CRTC3","ENSG00000226929.CT47A11",1.11968657664778,0.0011720845813384,0.0066077135199418
"ENSG00000188811.NHLRC3","ENSG00000214309.MBLAC1",1.11965281059676,4.4715187450581e-05,0.00057338351068023
"ENSG00000164134.NAA15","ENSG00000115419.GLS",1.11961353191579,0.000571979828246257,0.00371855190284286
"ENSG00000137776.SLTM","ENSG00000184481.FOXO4",1.11958872188018,2.76515840318295e-09,1.50114226132909e-07
"ENSG00000124214.STAU1","ENSG00000148386.LCN9",1.11950790208054,0.000302687545142111,0.00231356244391613
"ENSG00000006625.GGCT","ENSG00000172061.LRRC15",1.11942896561535,2.14972911888428e-05,0.000336312588467521
"ENSG00000173818.ENDOV","ENSG00000181778.TMEM252",1.1194183554235,0.000616085027089094,0.00394339945958437
"ENSG00000153395.LPCAT1","ENSG00000115414.FN1",1.11936540677635,0.00111129009033178,0.00633926591748105
"ENSG00000101782.RIOK3","ENSG00000224764.RP11.54O15.3",1.11930186542633,0.00170371325280141,0.0088627507595225
"ENSG00000135272.MDFIC","ENSG00000064042.LIMCH1",1.11928481754022,0.00146495446756005,0.00786994851405604
"ENSG00000114331.ACAP2","ENSG00000153107.ANAPC1",1.11925661307822,8.78889092963026e-05,0.00094191404198034
"ENSG00000129932.DOHH","ENSG00000187522.HSPA14",1.11924194852055,0.00159517242391792,0.00841830353620925
"ENSG00000156521.TYSND1","ENSG00000175416.CLTB",1.11919344781441,0.000165548183770686,0.00147580691234198
"ENSG00000185507.IRF7","ENSG00000235109.ZSCAN31",1.11915803088574,3.25256803077582e-07,1.14139380895826e-05
"ENSG00000148450.MSRB2","ENSG00000187658.C5orf52",1.11914101757701,0.000914125261247292,0.00540784130799974
"ENSG00000135899.SP110","ENSG00000228198.OR2M3",1.11913110883047,1.91186616458114e-11,1.35935111067513e-09
"ENSG00000160712.IL6R","ENSG00000236268.RP11.170N11.1",1.11911596639922,0.00104959480196435,0.00605144597622715
"ENSG00000145569.FAM105A","ENSG00000231672.DIRC3",1.11910860645323,0.000441678608377652,0.00305153109007224
"ENSG00000114738.MAPKAPK3","ENSG00000231312.AC007246.3",1.11910586300866,0.000160572131315796,0.0014459839140938
"ENSG00000142657.PGD","ENSG00000231510.RP11.542C10.1",1.11910451714906,0.000952818941291776,0.00559505852891057
"ENSG00000101911.PRPS2","ENSG00000248719.RP11.377G16.2",1.11909968503692,0.000465019030321867,0.00316862043162243
"ENSG00000065911.MTHFD2","ENSG00000135835.KIAA1614",1.11906969315282,0.00132479751836179,0.00726516741129824
"ENSG00000110871.COQ5","ENSG00000176410.DNAJC30",1.11906969315282,0.00132479751836179,0.00726516741129824
"ENSG00000213639.PPP1CB","ENSG00000228606.RP11.574F21.2",1.11906596558571,0.00136242541489601,0.00743442619726332
