"","Gene","effect.size","p.value","q.value"
"VN1R93P","SNORD115.39",17.7214206941229,0.000338452056828257,0.00357102540889732
"GPX3","GLG1",17.3991080959283,5.88448321272426e-200,1.16249696597724e-196
"GPX2","GLE1",17.231335514604,1.91064410233426e-85,4.61633608149595e-83
"IL8","HSD3B1",16.8899927307439,1.51659384699877e-07,2.27380748917886e-06
"FABP5","EPHA5",16.7099912209808,3.36196078734482e-148,3.2259454594911e-145
"VN2R21P","MIR512.1",16.5872125703873,5.99502969140445e-11,1.13685531991037e-09
"FGG","F2",16.573194994989,1.74713449917637e-06,2.38422450306133e-05
"RPL21P32","CTGLF9P",16.5397602681431,1.38580564262769e-12,2.92342315967389e-11
"RPS4Y1","RAD1",16.4126900690357,0,0
"GSTA1","GNG10",16.3328156251185,8.57133666111905e-76,1.55599875906499e-73
"TAS2R4","DAPP1",16.3219183558608,1.62887106807556e-07,2.43887676996209e-06
"C16orf54","RASGEF1B",16.1810486579234,0.000321692912735979,0.00340382318252209
"CXCL2","GNAS",15.9920005702589,4.94763733545607e-11,9.45711168320755e-10
"ID2","HMGCL",15.6542390763789,3.36392155151677e-133,2.68985574728903e-130
"LOC442389","RBMY2GP",15.5081785832207,3.65503473757005e-06,4.84223615883837e-05
"C3orf83","RPLP0P5",15.4147159638337,8.66982366211963e-08,1.32048688375794e-06
"RPL21P118","MS4A18",15.3532783441242,1.91406096319631e-20,6.04720822088287e-19
"SNAR.C3","LOC653406",15.0785247948607,4.4096321205979e-07,6.38332263526552e-06
"REN","PRKY",14.8736033165739,0.000928302815526041,0.0091937840627032
"HILPDA","SNORD80",14.6635354435679,6.3833858568398e-14,1.46134717529726e-12
"LOC100419046","EGOT",14.5615506960543,1.78731181160814e-06,2.43509451850092e-05
"HIST1H2BG","VRK2",14.5091413420031,3.70128541878227e-17,1.00569554615197e-15
"LOC284454","C9orf62",14.1204165693116,7.79882851605817e-23,2.68631648085433e-21
"SAT1","RASGRF1",13.9636868974502,1.45843859293036e-125,9.79604034099467e-123
"NUPR1","SNAPIN",13.7752557508451,7.11243485985627e-26,2.7205468375104e-24
"TM4SF5","CILP",13.6379161103834,7.73294847781015e-11,1.45655267346481e-09
"G6PC2","TBC1D19",13.4647458680873,1.2632690715654e-210,2.65160178121578e-207
"LINC00515","WFDC5",13.1186574770801,1.05199302528213e-10,1.95734813080748e-09
"PSAT1","SNORD37",13.1064150179416,1.46524422842673e-65,1.92975537911699e-63
"LOC729409","LOC441728",13.0665720184504,1.48638091559154e-09,2.57179890104206e-08
"RPL39P16","BDP1P",13.0662733660562,2.41834126476488e-05,0.0002939470612952
"SCGB2A1","LDHA",13.0476429169052,5.35753563376632e-199,9.99597092913378e-196
"TSPAN1","ENTPD4",13.0361572871271,1.92320431035164e-68,2.77205551754719e-66
"MIR29C","ECT2L",12.8317120266015,4.5117042959367e-54,4.25621003018927e-52
"HARBI1","TTC30B",12.635839333569,1.23403545796407e-36,7.03630676065626e-35
"C8orf48","NAA30",12.4078467626763,0.000162970615080547,0.00178571130077165
"FAM159B","LOC647299",12.3961536984889,6.47820706957439e-134,5.30644161523381e-131
"HCG4P7","SLC25A30",12.25827568944,4.66814758868929e-18,1.31965545975203e-16
"NRM","TNFSF13B",12.1957902484923,4.78020601336493e-07,6.88415260518216e-06
"TCEAL7","EQTN",12.1904670719539,6.14323060068086e-33,3.06559073541257e-31
"IFI30","SRGAP3",12.1690362477479,5.56875409431197e-118,2.87724673082113e-115
"DDIT3","CYP2A7P1",12.156517260654,1.36462787977787e-130,1.01843694921023e-127
"PCP4","NF2",12.0950780297258,7.82588559603459e-292,2.38931401688387e-288
"TAS2R10","B9D1",12.0901322139035,1.35382327106101e-07,2.03613079871532e-06
"ADCYAP1","ADCY8",12.075392015047,2.38480789780867e-196,4.00456942200031e-193
"TMED6","SLC46A1",12.0566334597618,4.08660513591446e-123,2.49535539790093e-120
"RNA5SP306","FTH1P27",11.9922769443371,2.4423631585521e-05,0.00029665216751108
"CALB1","CA6",11.8984736071409,1.34054655033877e-09,2.32546050343891e-08
"LY96","SNRNP200",11.8183243002887,5.02609041565413e-06,6.57562214722744e-05
"ARHGDIB","ARG1",11.7675060087709,2.45155688416438e-05,0.000297661194496661
"PON3","PCSK5",11.7223273401421,7.14766383683831e-95,2.16258686753493e-92
"CAPSL","ATP6V1E2",11.7076291764272,3.60022036735486e-07,5.24326976657613e-06
"MIR300","MIR329.1",11.7041368102879,1.81226798451956e-05,0.000223515269893886
"RPL18P10","LOC728290",11.6074525784173,8.09215424118647e-11,1.52165122080631e-09
"BCHE","AVPR1B",11.3563800106866,9.24372287378296e-14,2.10183607984514e-12
"MTND2P8","TRNAV34P",11.1928097943312,0.000245723935710784,0.00263402255247717
"MIR3144","LOC100130841",10.9877114378199,4.40672441332456e-05,0.000517647543536524
"MED28P3","TUFMP1",10.9639804024282,7.38418149355626e-09,1.22828306725901e-07
"FXYD5","IGLV7.35",10.9504593229571,6.03883535813606e-298,2.25342496297379e-294
"CPVL","BZW2",10.8870779665683,0.000132834209071191,0.00147425779162157
"UCP2","TBX15",10.6948541071085,6.91854163241727e-96,2.27796374689315e-93
"SPINK4","IBTK",10.5473661374832,2.89450297552263e-49,2.42416428752998e-47
"IFITM2","TOM1",10.4933029760329,8.84335815462421e-24,3.1494733856299e-22
"APOH","APOA4",10.471492988518,1.56060454104518e-148,1.54151008548416e-145
"TSHB","ETF1P1",10.4208466967403,0.000666867662683688,0.00675784390327367
"METTL21B","DNAJC9",10.2786751589715,2.06015486150559e-104,8.5417581319511e-102
"LOC100131623","TLK2P1",10.2128734704277,1.93113039487431e-09,3.31569954915433e-08
"C1orf54","ATP8B2",10.1821198352939,2.54493690369074e-14,5.96019253650974e-13
"NPM1P47","ZCCHC18",10.0413893408629,1.75670985486188e-06,2.39631778089689e-05
"PPP1R14D","PSAT1",10.0070390822753,0.000176273376804975,0.00192519189808725
"S100A4","RALA",9.92286674371763,6.6551247150133e-05,0.000766217718303074
"ID3","HMGCR",9.89594710942228,3.55414280470787e-57,3.68402259115152e-55
"MT1F","NBR1",9.88137829116797,1.91459425793544e-124,1.26077908938243e-121
"NNMT","MTL3P",9.82150875439237,3.93675092726103e-30,1.78423540001531e-28
"S100A6","RALGDS",9.79468113687748,1.30199454265828e-35,7.20365481394325e-34
"AAMDC","MYCBP",9.77486517147504,5.3992203367294e-29,2.33068657826118e-27
"PPP1R14C","SPANXC",9.61326369922994,7.43642690616573e-94,2.17169531492756e-91
"C22orf42","C8orf34",9.50160013083278,8.35356071629067e-55,8.1554064853461e-53
"APOBEC2","ABCA9",9.48649583080268,1.2898909944287e-42,8.75145437513002e-41
"PDK4","NMB",9.48634303371677,5.37888262955544e-99,1.98510323330758e-96
"ASB9","MTSS1L",9.48452107662174,4.49530710675924e-28,1.86153383321088e-26
"VN1R84P","SNORD115.31",9.46919574130318,0.000825688740413238,0.00824314228835856
"MTHFD2","PLIN3",9.37537413031741,2.27795703377e-82,5.23992527548848e-80
"IGFBP3","HOXB5",9.34390106574584,5.15101657180422e-16,1.31853460783135e-14
"SLC25A34","LOC158434",9.31912771563843,7.27031820291538e-51,6.45942768589181e-49
"NUP62CL","LINC00312",9.29099949014109,4.35271206372583e-05,0.0005114817422959
"CDKN1C","LRBA",9.26612844237765,1.01250786794907e-115,5.00059768194139e-113
"RPL26P6","RPS8P7",9.22685786637524,1.25163844965805e-49,1.06417786565357e-47
"MT1E","CAPRIN1",9.21490498730743,5.00206152118084e-59,5.50784374187991e-57
"VPS25","PAGR1",9.20750427515359,1.79735076790292e-177,2.51509284121882e-174
"KLHL41","MRPL19",9.16715085967925,3.25464827692288e-66,4.4613921523338e-64
"TSPAN8","SPOCK1",9.15787522650333,9.44708308027152e-11,1.76949714538672e-09
"LDHA","ITGA7",9.13733456028706,7.43465110765327e-153,8.05436525159443e-150
"LOC100507599","RNU7.53P",9.08541989019272,1.03180946850263e-16,2.74364918370487e-15
"FAP","EPS8",9.08311629360069,2.84649791052319e-279,7.96639881891758e-276
"S100B","RAP1B",9.08307667131577,7.81796212489357e-16,1.99361002279746e-14
"C19orf77","FAM91A1",9.05246714306144,7.85898658185757e-192,1.14754871897872e-188
"FAM177B","C17orf51",9.04495120941959,6.51455474934234e-05,0.000750805788270121
"SYCE3","OR4M2",9.01332665004399,1.34569689820321e-13,3.02098159286476e-12
"MORN2","LOC442272",8.99574646437029,9.54238413201955e-105,4.00589285862181e-102
"CPB1","COL4A2",8.95732319462278,8.30841593019522e-06,0.000106216155538514
"NDUFA5P3","TRMT112P3",8.94778790396547,1.95534031899214e-05,0.000240190743500483
"MIR197","SLC10A6",8.93072292429103,0.000148516659063511,0.00163694895897242
"HRSP12","VPRBP",8.92342812042402,5.51874897595196e-23,1.9087710155342e-21
"CLEC4A","CACNG5",8.9042976798926,3.26848289200142e-24,1.18030891876318e-22
"ZNF404","TIGD3",8.89839174644305,1.00371871943603e-14,2.41122242299997e-13
"GSTM3P1","RPS4XP3",8.86679973471212,4.99682326774768e-13,1.0757263629746e-11
"MAD2L1","KIF2A",8.86115354042606,5.67509047645907e-15,1.38110317798117e-13
"EBAG9P1","LOC100130299",8.85108193266374,0.000583419280529638,0.00595367764123591
"C10orf10","CAP2",8.82116693701923,3.84610845168193e-113,1.81926346818713e-110
"LDHB","ITGAD",8.77044797456701,3.02972612887189e-95,9.59908701056922e-93
"RWDD2B","IGDCC3",8.74281064815645,3.49421808296573e-120,1.89273903384389e-117
"MIR221","IRGM",8.72648349439276,2.28541513803659e-06,3.08370357556532e-05
"AQP3","APOD",8.71628593486403,9.56361984838584e-11,1.78932929798434e-09
"TUBA8P1","MIR941.3",8.69436789781972,0.000122751589211869,0.00137005296513507
"RGS16","KLK10",8.66453811497846,8.10564711775579e-67,1.14378173446517e-64
"C9orf135","C19orf40",8.66035467989112,4.37565538310603e-18,1.24010135347032e-16
"FAM24B","AHSA2",8.61424142386412,8.73777931202876e-20,2.69714687881594e-18
"TRIM60P17","RPSAP36",8.60850371217614,0.000185172736549476,0.00201779402474939
"POP5","IGHV1.24",8.60107012872591,3.32420404045459e-106,1.44987101941074e-103
"LXN","OTUD4",8.60000133694799,1.59127428597634e-36,9.02725601693062e-35
"PON2","PCSK1",8.57685506824911,1.50906315595724e-122,9.05006732672642e-120
"NR0B2","SF1",8.5504838551055,2.48077443494218e-73,4.12447171401476e-71
"PON1","PCP4",8.54888999641454,3.03278191603389e-15,7.46175442257011e-14
"TRNC","SMAD9",8.54751001425078,3.648247510767e-194,5.83441640007613e-191
"TRIAP1","TRBV28",8.53216422260952,8.64787994791168e-106,3.72346666885469e-103
"LOC100420839","LOC100129248",8.51119080150761,7.34700022466044e-06,9.4609530500382e-05
"ZSCAN16","CELA2A",8.45215959826909,6.77725101205534e-20,2.09583055238367e-18
"HIST1H2BK","ATAT1",8.4446368296113,1.39568254712372e-44,1.00801296048609e-42
"ZNF165","TOP2B",8.41330753263508,8.3221701193195e-38,4.88621960292354e-36
"LOC100419680","PRDX3P2",8.38431052068002,5.36936071843342e-06,7.00834086155725e-05
"LOC100421704","SNRPGP2",8.35334184798092,4.51135777691879e-05,0.000529383087281763
"RAB33A","MTMR1",8.34000488830782,3.08878973640811e-06,4.12133152592491e-05
"RPS27P25","RPL29P15",8.30662451612302,1.34235634777131e-09,2.32739781019885e-08
"METTL18","OR7E99P",8.29082735947446,5.39980998609123e-23,1.86955895435967e-21
"ZNF222","TMSB4XP7",8.28919114556383,3.62286933950759e-14,8.43761746865623e-13
"LOC100419799","LOC100128242",8.28426832639409,4.62853300125931e-14,1.06981866699444e-12
"CRYBA2","COX6A2",8.18981803959364,1.26986425538829e-140,1.09351592699898e-137
"CHAC1","CA10",8.1476509077622,1.43905607772629e-35,7.93583896787515e-34
"MS4A8","MRPL40",8.10629231936761,7.79746872792025e-43,5.34428958690763e-41
"OR7E47P","PRND",8.07633104037738,2.1138484712107e-10,3.87085534662705e-09
"GPR119","NDUFAF2",8.04339134081079,9.77856061198817e-81,2.1324881791754e-78
"C1orf158","FAM83D",7.91673875003556,0.000803801748718958,0.00803897496395994
"LOC101929704","SLC25A6P4",7.91029401266736,8.16959948578653e-13,1.7409126213874e-11
"ZNF30","TRIM45",7.91019303912177,8.31997616078633e-14,1.89435986022948e-12
"C8orf47","SVOPL",7.89436931681537,7.25592103777246e-59,7.88617644441911e-57
"TMEM208","OR10H3",7.89154325682869,2.48437612402366e-170,3.33741150996842e-167
"BPIFC","LOC145837",7.83723800345276,2.10276192599754e-05,0.000257358442138125
"PCK1","NEU1",7.82791076658173,0.000133916881133077,0.00148578280012331
"CRYAB","COX6A1",7.81728989686995,0.000142238487205038,0.00157032786137212
"SLC2A3P1","SNORA33",7.81382443861738,2.93658467679629e-06,3.92760891220735e-05
"SNAR.E","SORD2",7.80740340248669,3.72424963799597e-16,9.65086418537474e-15
"C1orf194","TNS4",7.80200541941552,1.30516187962496e-17,3.62552163484903e-16
"RPS3P5","YBX1P2",7.79199552570569,1.35728792990046e-08,2.20208491969937e-07
"GCNT3","EIF3G",7.76841571586283,9.17098180487332e-18,2.56238147200387e-16
"GINS2","TRAV10",7.76703450298275,1.00788215447701e-15,2.54884896656294e-14
"RARRES3","PRKAR2A",7.75732496945823,1.02028434468816e-39,6.36900175316117e-38
"CKS2","CEACAMP9",7.75362052665262,3.39946520587945e-53,3.16253848959157e-51
"LOC728739","PIWIL3",7.73506287481515,1.17740395967616e-18,3.43245959911146e-17
"SERPINA6","CAPZA2",7.68981785650396,1.21630054862686e-54,1.1737999317553e-52
"ZNF602P","SMARCA5.AS1",7.68729258395176,2.56719152712898e-06,3.44315336450078e-05
"TMEM176B","IL1RAPL2",7.67798661454063,3.16771779331494e-156,3.54615447902296e-153
"SLITRK6","DHRS11",7.66957998792888,1.03071312125136e-14,2.47076869836587e-13
"BLOC1S3","SLC24A5",7.6356005508134,7.61878195828372e-113,3.553738517875e-110
"POLR3K","TRAJ43",7.62762013960146,4.44363019579689e-83,1.02920604479754e-80
"POLR1C","TOP3B",7.60550485838177,4.14907298428765e-78,8.10130622699515e-76
"ABRACL","LRRC59",7.57001342418759,1.04443510120641e-166,1.29912253477467e-163
"PMAIP1","PAFAH1B2",7.53198387166127,0.00022301840491809,0.00240136265173746
"TIMM10","PDSS1",7.514205436194,1.46355691599197e-121,8.47449921839214e-119
"APOM","EEF1A1P1",7.47359397481316,6.6325559704916e-07,9.44246543929588e-06
"ASB12","PGAP3",7.46950287016106,5.5655820172469e-05,0.000645645963617339
"VN1R1","FLJ20464",7.4662664007801,0.000686447208480103,0.00693968785358091
"TNFRSF11B","MYO6",7.42323470845173,3.71231804075953e-10,6.69572981100257e-09
"MRPL39","IGKV2D.10",7.40486199511495,2.49989410707005e-116,1.27206732866425e-113
"HCG26","LINC00612",7.37901533733336,4.17800554605839e-07,6.05585404656129e-06
"SNORA22","HAPLN4",7.33743256118409,3.58750807878172e-05,0.000426337124266826
"COMMD10","IGHD6.25",7.33252982221968,1.89085419698386e-137,1.58756118378765e-134
"RPS25P3","LOC727838",7.28715245596842,6.89891664422948e-05,0.000793469919793846
"LOXL4","DERL1",7.27770758281513,4.32452437332708e-120,2.30531470720344e-117
"TMEM60","DENND2D",7.27314965021052,3.75949937890177e-129,2.68636227959653e-126
"PRIM1","PGGT1B",7.27284818638875,1.83307728891112e-38,1.09541045677564e-36
"SLPI","RPS15",7.26940812591016,1.39927858785266e-05,0.000174761517643896
"RNU105A","RAB38",7.2591488675644,2.65853219369911e-08,4.23147607550668e-07
"SIX3.AS1","RPL30P8",7.24808642242133,4.51327505397061e-17,1.22236959203669e-15
"SFT2D1","MS4A8",7.23880374869147,1.45710153369318e-97,5.09742686536998e-95
"MIR192","LRIT3",7.22986069861343,0.000199188492595155,0.00215931127673199
"UCHL1","TBP",7.21302418074156,5.72553842438206e-151,6.00895257638897e-148
"TMEM27","ACSM5",7.17420477178351,1.19076984623991e-44,8.61871002502613e-43
"ZNF565","SLITRK1",7.15621165237532,1.38841204092188e-15,3.47454768869749e-14
"ZNF16","TIMP1",7.13997150036833,6.17978219364425e-07,8.82405634316958e-06
"SNX24","ANKRD2",7.06111715048438,3.60577913971382e-13,7.87875644945667e-12
"OR2A9P","KCNIP4.IT1",7.0605784786813,4.31545982909952e-08,6.75981356811933e-07
"COMMD3","TFEC",7.04069858015099,4.96431948105921e-163,5.95434662328188e-160
"DHRS3","SLC4A4",7.03025449552366,1.35594862620686e-13,3.04196250250709e-12
"MRPL48","TRAV19",7.00134714504305,1.4738106316389e-87,3.80741971176622e-85
"ZFAND2A","TSEN2",6.98993036232791,1.70477106800915e-58,1.83503306243652e-56
"OXSM","NSDHL",6.98755947629516,1.53660303814084e-35,8.4598813824462e-34
"IGFBPL1","GPR97",6.98122622435056,3.33888513727006e-169,4.31281224807991e-166
"PIR","VEZF1",6.96225250983592,1.18315051627607e-50,1.04841495880252e-48
"GPR19","GH2",6.95673085359521,2.22028467393976e-06,3.00064549253895e-05
"CNEP1R1","TMEM199",6.95011649145063,3.91791330920433e-85,9.33185819690201e-83
"MSRB1","TRAJ40",6.94855117818301,1.98815815188242e-28,8.35673383890101e-27
"DECR1","CYP2J2",6.92204923286212,3.28554755419058e-121,1.80888244360551e-118
"ERCC8","CEACAMP7",6.91948192027569,2.15029638151523e-12,4.46878426217869e-11
"IGLV5.52","OR1J4",6.91455861088902,1.64434248769624e-05,0.000203701948014719
"PPP1R3C","PDYN",6.88477572834023,5.23133549392867e-28,2.15569535249203e-26
"RPL10P11","MIR513A1",6.87334303501115,0.000696061591111211,0.0070305360829711
"GLOD5","RPL13AP2",6.86887225006212,1.21540511884896e-11,2.40957293455865e-10
"CUTC","TRAPPC2P2",6.86351266103144,4.58988355613442e-66,6.2407550343813e-64
"BCYRN1","BCAT2",6.85263491867887,1.60839489231839e-12,3.38024618670969e-11
"PIGC","OAS1",6.83310512752724,5.48074031268552e-66,7.39217601049119e-64
"LECT1","EIF3M",6.829883613391,0.000525867018998467,0.00540579062321534
"BMP5","CFB",6.82902324813007,6.96648919025871e-88,1.81366335632286e-85
"PINLYP","LOC285741",6.81906110791704,3.99356916003472e-09,6.76008198944588e-08
"C11orf52","OR51K1P",6.80821968661927,6.90614576919309e-34,3.58479133713417e-32
"UBE2T","TIMM9",6.7800191668739,1.1142508495546e-30,5.16151731468162e-29
"PAK1IP1","TAS2R7",6.77060207222998,5.93829399036423e-109,2.69502250503233e-106
"HIST1H2BC","WIPF1",6.75096173427697,3.45743806491218e-34,1.82857637751198e-32
"LOC100128007","MIR519A1",6.7470586274398,0.00019205714911973,0.00208806969764875
"ZNF823","HPCAL4",6.72231633153034,2.96261918436683e-23,1.03750367766189e-21
"CASP4","CALR",6.69954347125465,5.93779347148431e-14,1.36305438104121e-12
"DAPL1","OR10V2P",6.69651639096318,2.34194252668692e-32,1.14485877461795e-30
"NOP16","TRBV23OR9.2",6.67828261685861,1.08649013680047e-64,1.40882952719332e-62
"TMEM42","C16orf45",6.6532352946268,5.78624205265343e-31,2.71403845106582e-29
"ZFP2","CREBZF",6.63388399130566,1.92299635507136e-10,3.5271386995476e-09
"LOC100289361","SNORD114.7",6.63233873114277,9.23342038544249e-16,2.34034105829963e-14
"RSAD2","OR8Q1P",6.62903730658899,9.0022474589866e-07,1.26498526637074e-05
"MRPL27","IGHVII.20.1",6.62440687736345,5.50377519010564e-159,6.3737512408451e-156
"TPPP3","TRAV8.1",6.61047734997293,3.72217696402734e-34,1.96549671635054e-32
"MRPS18A","SAR1B",6.5952750239477,2.96767782817816e-115,1.44444191567442e-112
"LOC100419552","KNOP1P3",6.59367939433698,1.06443664027859e-11,2.12154540813746e-10
"ZNF77","LSG1",6.580465140167,1.21403946637274e-11,2.40828714935984e-10
"PSME2","PMS2P4",6.56024441428074,1.19739400315046e-126,8.37776670870935e-124
"KRBOX1","TUBB2BP1",6.55782097949753,2.24050675071463e-21,7.32669705121715e-20
"MRPL32","PCDHA1",6.54392664908858,1.78367789319694e-149,1.815243586822e-146
"SPESP1","GLT1D1",6.53345331295131,5.54101098079845e-05,0.000643239933560786
"POLR2G","PCK1",6.53128704650045,4.6300688620772e-143,4.31933979622224e-140
"FKBP1B","F11",6.51012521806291,3.75379388453202e-22,1.26573708652734e-20
"IFT46","ZNHIT6",6.50822958253032,1.05613426280164e-54,1.02512176537371e-52
"EXOSC7","MSL3",6.50079937623647,2.03787149200166e-49,1.71528511747829e-47
"ERAL1","SLC16A8",6.48308896729084,4.04420931801355e-64,5.1447244597033e-62
"HIST1H2AE","GPR39",6.45472636704451,1.8512436228133e-09,3.18504947892222e-08
"BRS3","BMP8B",6.44481983373831,5.28378823459172e-20,1.64458520918006e-18
"CINP","TRBV6.4",6.4399155628722,2.26661550088412e-100,8.74965689444739e-98
"PFKFB2","NPHS1",6.4334006209194,2.2810604960858e-95,7.36607074043707e-93
"COQ5","OR4K6P",6.43326365677142,5.51026541077906e-39,3.34641507333823e-37
"NPRL2","TSPAN3",6.42335351010119,1.8984001478593e-54,1.80101329281658e-52
"LOC100131471","LOC646071",6.42334076571947,7.1017271576321e-11,1.3399123868647e-09
"NKX3.1","COX2",6.41026928182809,3.47541346331519e-26,1.34158949140204e-24
"LOC101927612","MIR1304",6.39232926754476,3.05875488776624e-11,5.94474676798272e-10
"CGRRF1","DNAL4",6.38680100387945,2.86142833287124e-121,1.60163681885246e-118
"MRPS22","KLHDC4",6.36818933624495,1.96494884552145e-53,1.83307894522201e-51
"LOC644169","IGHV1OR15.9",6.36475809049365,0.000481342466226644,0.00496938376444993
"TMEM216","IGHVII.28.1",6.35608156154249,2.67864471710866e-37,1.55909192685229e-35
"DNTTIP1","FAM161A",6.35033198936113,1.46102701884495e-05,0.000182067277925376
"ALDOC","ALDH9A1",6.34604652931088,1.1384061436352e-39,7.09317846527727e-38
"MIR573","MIR199A1",6.32241139007969,1.49764870657386e-06,2.05282800148583e-05
"DDX47","IGHV3OR16.7",6.3149779862458,2.06679594454506e-96,7.01123989915163e-94
"LOC101927177","LOC100288151",6.29850241432602,7.58834733416443e-06,9.75677859381999e-05
"COQ3","TRAJ15",6.29486125999679,7.68572964778658e-29,3.29652036387311e-27
"DKK4","SPEF1",6.26464791643819,0.000760768781351069,0.00763131981866616
"PRSS45","COPS8P1",6.26238116359808,0.000700783659601548,0.00707397608177288
"SAMSN1","IPO9",6.25245440553491,8.41086145327963e-10,1.47581176095582e-08
"MPP1","LSP1",6.24563914931949,1.63457072739942e-33,8.3554677791449e-32
"VAMP5","TRIB1",6.23136089005463,6.62783676381941e-35,3.57286147473694e-33
"TRNS1","MATK",6.21943267105167,2.18496977571489e-07,3.23830648489006e-06
"MIRLET7F1","VN2R1P",6.21507846931919,6.63883678300473e-10,1.17656303177008e-08
"CD9","CCNA2",6.20492952277326,1.67689457471803e-19,5.08733761493498e-18
