"","Gene","effect.size","p.value","q.value"
"CPA3","ELP6",18.8912078577465,3.24449028650674e-07,4.63507352118238e-06
"DUOX2","MIR3652",18.8896082001742,1.98956262737133e-108,4.76008094289715e-106
"FABP4","GIGYF1",18.7403154968752,2.49643708649205e-05,0.000279514869649644
"ALDOB","TM2D2",18.5389032020948,4.25950808471663e-47,3.2379384367065e-45
"ANPEP","SGCG",18.3925935691928,1.22108975062228e-119,3.5131834103663e-117
"SIGLEC6","HEATR9",17.8794662511882,9.87047902041721e-07,1.3393798068959e-05
"THBS1","MIR618",17.8330212515211,4.79867044962166e-26,2.03107971414247e-24
"FGG","FAT4",17.6787258500306,1.02627913630287e-15,2.77363834590106e-14
"KRT19","JMJD7.PLA2G4B",17.6264043655942,2.6288322724547e-186,1.45733484684446e-183
"TIMP3","DOHH",17.2584475664254,1.94129144092103e-34,1.08146110687976e-32
"SERPING1","DRGX",17.2467060513421,4.04923086708409e-237,3.68139873511817e-234
"ISLR","HCAR3",17.162225392005,1.03382107915252e-15,2.79070300570757e-14
"PECAM1","MIR4515",17.0861536196371,9.95129249509611e-16,2.69265389429809e-14
"KDR","ACAD9",16.8964084658637,1.526627121575e-11,3.18044984842146e-10
"CEACAM6","DLG4",16.7718609594272,4.40681292952369e-36,2.56169951598834e-34
"FLT1","SSSCA1.AS1",16.354992151382,7.61166065144549e-14,1.87641469573432e-12
"FCER1G","UBAP2L",16.3147860932747,1.31449028346088e-10,2.55141329229567e-09
"CXCL6","MFAP3L",16.2250749720677,2.35772297277697e-43,1.5996622521865e-41
"CYP1A1","VPS37B",16.1852277045277,3.90584785624198e-46,2.87301022409463e-44
"MMP10","HKDC1",16.0930143700022,3.22660103936518e-07,4.61241603922838e-06
"SERPINA5","A2ML1",16.0504725146119,8.37059526458032e-204,5.76531090208019e-201
"AQP1","LOC101929057",15.5020686786832,1.03071759815949e-127,3.34674004122385e-125
"CHGB","C17orf104",15.4986580091028,6.77300036399381e-126,2.02557270096336e-123
"CLDN2","AQP7P3",15.422163343268,4.02174610307924e-88,6.48299767211972e-86
"COMP","SLFN11",15.3661398087717,8.74923975539031e-07,1.19436318558718e-05
"MT1H","PARP2",14.8564667176239,1.23307865938734e-47,9.46846109770774e-46
"ENG","SNX16",14.8448950602486,1.07069312313625e-08,1.7841483867862e-07
"CEL","DCAF13",14.8109155226995,4.46519044829731e-27,1.97066628542426e-25
"SERPINA1","ZNF705A",14.7708565906913,1.82860514806354e-218,1.43318504863228e-215
"LOXL4","FAM166A",14.7278045957939,4.57629068300117e-249,4.7279323151788e-246
"S1PR1","ERICH3.AS1",14.6089981270132,2.63525457791301e-16,7.35831711319223e-15
"FGF19","WAC.AS1",14.5176669050328,1.43326273279733e-24,5.69521479960674e-23
"CXCL17","SHBG",14.4010457677108,4.64621221830343e-82,6.76947163524478e-80
"PLA2G1B","PRPF19",14.3965821918254,5.82845747422888e-64,5.88777821918881e-62
"CD300A","PLIN1",14.2333949215377,2.53033824423326e-05,0.000282475726685549
"CXCL8","LOC100506122",14.1268872202792,5.21404985362202e-62,5.15261474447717e-60
"ADH1C","SLC25A36",13.9704103989585,5.95073641981789e-62,5.8551639864087e-60
"CD93","FAM104A",13.8899137907238,5.13003062700297e-08,7.95907618574406e-07
"ESM1","HAND2",13.7059702300582,5.21827026972977e-09,8.93790994428697e-08
"THY1","FAS.AS1",13.4424468991153,5.15304505351611e-24,1.99869558056942e-22
"IL32","LINC00359",13.413920064014,3.36656853841126e-159,1.41701363536203e-156
"IGFBP4","C15orf56",13.3654126335714,6.35699220671098e-36,3.67654137064463e-34
"CTGF","TUBB2A",13.3300765584168,1.21098780582186e-52,1.00454532257391e-50
"TM4SF4","CAMP",13.1093125270102,2.70926937842782e-261,3.62229315895799e-258
"FGB","SPATA5",13.0100159543522,7.3800752486357e-07,1.02156961221828e-05
"RARRES2","TSPAN12",12.9005460672338,3.5576196373339e-80,4.99142819363964e-78
"CXCL1","GALNTL6",12.9000892204409,2.11905884926688e-45,1.52418001851225e-43
"THBS2","BTN1A1",12.893177528994,5.56975526415749e-13,1.29178538162281e-11
"LGALS1","SH3GL1",12.8630358230188,2.44206386531267e-69,2.69444998032484e-67
"G6PC2","AUP1",12.8019099731664,0,0
"TSPAN8","LOC221122",12.791819954026,1.4378934755885e-187,8.37996943760283e-185
"ZFP36L1","PITPNM2",12.6376721423645,5.19505811653633e-188,3.10732831396722e-185
"TYROBP","RNMTL1",12.6036307612347,3.31083598071296e-08,5.20775024260379e-07
"PCSK2","FMNL1",12.4713561462293,0,0
"SCG5","LOC101928062",12.3161005718695,9.04937780012339e-255,1.02841654009502e-251
"SERPINB7","C16orf71",12.1703897404765,6.09964157089014e-05,0.000638299968990617
"KRT23","C15orf62",12.1028810857562,3.40588386732047e-82,4.99434415615013e-80
"IL11","KRTAP1.5",12.0924185270205,9.71116099916577e-09,1.62776532706518e-07
"TGM2","HP09025",12.0352317048903,1.18180662256612e-95,2.18384412392726e-93
"RGCC","CCDC90B",12.017524311602,1.4034322202793e-11,2.93996414144961e-10
"CRYBA2","WASH2P",11.8804526463646,3.15143053952642e-262,4.47680404580599e-259
"COL5A1","C8orf34",11.8578122801683,1.17106282003521e-22,4.32798159944393e-21
"UBD","MIR585",11.8396534413231,7.76877818381377e-104,1.61996843431104e-101
"HLA.DRA","LOC285768",11.8337411857693,3.09469621850987e-70,3.49947016669208e-68
"APCS","SPRR4",11.7544945647039,1.21690513286277e-43,8.38152629237513e-42
"IGFBP3","FAM162B",11.7106240951147,5.43889465036359e-37,3.23614231696633e-35
"IDO1","SAMD9",11.5586178793417,2.75962937144851e-06,3.54972359839577e-05
"CLEC14A","RPSAP52",11.3344932783227,2.8044166930946e-07,4.02663215523355e-06
"CPA4","TYW1",11.3068568326888,2.94065170976672e-06,3.76128715313944e-05
"CD53","ZNF326",11.2753989164018,9.74163424590564e-09,1.63166989517457e-07
"TGFBI","NAAA",11.2510668557482,2.19774542730729e-14,5.6316297426457e-13
"ANXA1","LOC649352",11.1841948109627,1.78681814956926e-14,4.60460200924712e-13
"CHGA","PEX5",11.1557060872635,5.29597471466012e-221,4.45822997368555e-218
"ABI3","LINC00277",11.0583467468376,7.56152961839417e-08,1.15114538979559e-06
"VCAN","TMEM129",11.0330261797857,1.67927360495896e-20,5.58831768186123e-19
"HCK","MIR5089",11.0025345984654,2.25134868030624e-06,2.93748014665216e-05
"PRSS8","GPR65",10.959769484225,2.40156725217743e-169,1.09170444149482e-166
"PLAT","GNG11",10.952911563018,3.68879477738206e-15,9.7718667243726e-14
"SCG2","SFT2D3",10.9417756777768,0,0
"LGALS2","CHAF1A",10.8608467162794,3.32840779250472e-44,2.33491915789629e-42
"CLDN1","PDE12",10.8497542413503,5.21392352842804e-201,3.48550787875414e-198
"VCAM1","SLC44A3",10.7181984029043,3.76414724530367e-44,2.61637011432744e-42
"AKR1B10","ZNF204P",10.6273955670089,4.23330134693274e-65,4.43404176564213e-63
"VWF","PLEKHS1",10.5225470191513,1.2367076987676e-08,2.05026471811005e-07
"TINAGL1","MTFR1L",10.4766739769577,3.24889229143161e-88,5.27457663513921e-86
"PCAT19","ACADVL",10.4544722354437,1.19297289525202e-12,2.70339789991856e-11
"AKR1C3","C9orf114",10.3821241777831,1.62071225486393e-126,5.11627345011141e-124
"ROBO4","BLNK",10.2881420196541,4.98509015578236e-06,6.18145740047884e-05
"SYCN","LOC101559451",10.2864010499729,5.76993332773696e-31,2.86968959750839e-29
"SDC4","SIRT7",10.1615950198888,2.70842818625724e-126,8.4328581158138e-124
"MGST1","MCMBP",10.0836780927192,6.69479838515342e-87,1.04942118962864e-84
"FN1","LOC101927750",10.0317241084122,3.97289257314145e-34,2.20782091185653e-32
"PTGS1","CRH",9.91886080181904,1.21206102161467e-10,2.36268738938936e-09
"SLC3A1","PIKFYVE",9.88815125044369,2.06092488132614e-90,3.57578333035587e-88
"TOP2A","ANKRD63",9.88811680800108,5.44463868021882e-10,1.00610725660726e-08
"CXCL2","PRIMPOL",9.87426170165282,3.14654937532875e-45,2.24899121861154e-43
"ESAM","C10orf131",9.82091993917394,2.17468735776264e-08,3.48824763264553e-07
"LAMC3","YTHDF3",9.78843839624813,2.50003727560402e-13,5.9314558702718e-12
"GSTA2","SNX14",9.77415027586249,3.00794673744574e-70,3.41838106977021e-68
"DEFB1","CCT6A",9.70583008431273,1.19829806598933e-64,1.23240347248287e-62
"ALOX5AP","MAP3K11",9.63067351146876,1.8999286483384e-08,3.06918821947999e-07
"F2RL3","ASGR1",9.56929240058657,2.07311616033938e-06,2.71957264839641e-05
"COL6A2","PTPRS",9.51766908539237,1.61384001461423e-24,6.3904128383566e-23
"LGALS4","CAMKK1",9.51247507950818,1.98197610986283e-107,4.59676887766043e-105
"IFITM3","MAGEA9B",9.50977140484618,7.76343403715545e-237,6.78673431655793e-234
"PTGDS","NDRG1",9.38415753790277,0.000115480798216306,0.00114591293535604
"PDZK1IP1","FOXO6",9.37290255561205,3.9992696852964e-86,6.2259863477467e-84
"ALDH1A3","RBMS2",9.37154007731402,5.52080671098455e-96,1.05447408179805e-93
"CD74","PCDHGA5",9.35232836681827,3.35290068753612e-107,7.69778583101096e-105
"PDIA2","LINC00441",9.33225175111984,2.94755370863307e-44,2.07414700444337e-42
"TIE1","RRAGC",9.3036003177528,8.38808561833042e-06,0.000100714631811427
"GC","COL6A4P2",9.29032063735737,1.62431813178916e-287,2.46127512116239e-284
"COL4A1","TPCN2",9.27645506402597,1.98351405472707e-39,1.24884462465074e-37
"CD48","S100A4",9.26588256829722,0.00100686324614269,0.0084166953738791
"AMBP","SDR16C6P",9.2533637720001,2.94397967045896e-83,4.37344535489293e-81
"GRAP","SLC28A1",9.25034768611711,1.35893848462515e-05,0.00015815316342573
"SRGN","AKAP17A",9.15667045659078,1.14912988561014e-13,2.79343028556502e-12
"FGA","LOC101927087",9.03590331492694,2.16753568803612e-14,5.56048743266061e-13
"ANGPTL4","RFWD3",9.03444777321843,5.63492515764377e-21,1.92885864319405e-19
"ELTD1","LINC01360",9.02927717205441,3.46746884760016e-11,7.01175261895943e-10
"LRRC32","LOC102724323",8.97510205688716,1.31635629151018e-23,5.02848103356889e-22
"CDH11","HNRNPA1L2",8.94799873723955,5.41632416678838e-26,2.28824594771251e-24
"MS4A2","UNC5B",8.89950587373093,0.000654758996789852,0.00568667070616605
"PGC","RPS10.NUDT3",8.88501193264316,0.000404193878551105,0.00363263055183396
"UCA1","RAP1GAP2",8.83175234960901,2.67154465835814e-10,5.07281023724495e-09
"HSD17B2","ATP5S",8.77432230887737,3.00684390852064e-74,3.69419217279814e-72
"PTPRN","MARCO",8.76147339542155,2.11077602145359e-294,3.6904483224322e-291
"LGALS3","ANO4",8.72898651301037,8.80170384879407e-164,3.77460239206114e-161
"RGS1","ATP1A4",8.71592207817122,5.76209289863938e-15,1.51057219715311e-13
"CD248","DHTKD1",8.68146013837233,1.63774255642982e-12,3.6782856289618e-11
"HSD11B1","ANKRD45",8.63905279258428,4.64902335965134e-11,9.29354898342263e-10
"HTRA3","RPL39L",8.58034309209693,6.15492035852865e-13,1.42459455019346e-11
"SCGN","IPO11.LRRC70",8.54771791012281,2.95122808786402e-304,6.70784632090613e-301
"GPRC5B","PPP2R5E",8.54462414616351,2.07992525697882e-98,4.11083662311927e-96
"PCSK1N","MIR3152",8.40308395601993,6.45200348034848e-218,4.88825290349469e-215
"CLDN10","ACY3",8.38934611961841,5.95499153495306e-157,2.33363797582669e-154
"ERG","PARD6G",8.37993865923099,1.11155583945406e-08,1.84682402594673e-07
"CXCR4","OR7E91P",8.34733314976931,1.07606506476207e-09,1.94418782646876e-08
"DMBT1","CD99L2",8.33182414411305,1.84939398247862e-08,2.99180610873713e-07
"STRA6","HCAR2",8.28961399961128,0.00022059392266713,0.00209173102557413
"GSTA1","TBX18",8.28264607182456,5.17921673520748e-105,1.1105511054201e-102
"CRYAB","USP54",8.20796941853286,3.66955185049514e-30,1.75589987389272e-28
"PLAU","ASB11",8.17444182630896,5.92387583467037e-40,3.74010482906174e-38
"CTSH","LOC338797",8.16864399266447,3.11628008537859e-166,1.36211403962635e-163
"CHI3L1","OLFML2B",8.13137616134638,7.85160884470174e-19,2.43796745124625e-17
"PDLIM3","LINC01099",8.11739058569931,5.93564245175032e-87,9.3688345337384e-85
"UBE2C","FASN",8.10411969240098,1.50099112625378e-07,2.22689473293878e-06
"CARTPT","ADAMTS12",8.09374194765943,1.04872307367906e-10,2.05309446525852e-09
"ECSCR","CCDC158",7.99970955020607,4.83727147031867e-07,6.82049275737426e-06
"MUC1","PLEKHO1",7.91313015515584,4.75141000510304e-74,5.80617193580575e-72
"SLC30A8","BLVRA",7.91072847206134,3.05036136252234e-303,6.30287849170638e-300
"PXDN","LOC101927478",7.89445046693111,6.61068817747667e-29,3.06641493032382e-27
"CDH13","LINC00448",7.86638379851871,1.17291442784717e-05,0.000137916047752397
"TFPI2","LOC100289495",7.83828254921458,1.57786350830925e-29,7.42510552388423e-28
"CXorf36","WASH1",7.73448548598629,5.28970334883769e-05,0.000558428552790208
"CDC42EP1","EBI3",7.71651339334586,7.37218642699989e-144,2.65972103649651e-141
"STC1","PMS2P3",7.63464450465227,5.80647696125784e-23,2.16708398772462e-21
"LAIR1","GSDMA",7.58615081682116,0.000168910191231167,0.00162401004081776
"GIMAP4","SPAM1",7.58147818329677,1.80892792198518e-05,0.000207024787204436
"COL4A2","ZFPL1",7.56576955096573,2.52342147920397e-46,1.8621703506762e-44
"SERPINA4","KLRG1",7.50368652302962,2.26603748981034e-76,2.99168006774966e-74
"BCAT1","PSTK",7.50027051344007,3.58798808025566e-71,4.18212210646825e-69
"CD44","LARP4B",7.49735781125645,2.7194315873374e-141,9.36514553766542e-139
"CYP17A1","TUBBP5",7.48453110573878,7.05259153564066e-06,8.54013601564073e-05
"SERINC2","SEPN1",7.45333362409452,8.59135847944586e-110,2.1458569986739e-107
"SOX4","RNF14",7.41215376519477,9.34222823998532e-144,3.26676162564041e-141
"UGT2B15","SHROOM3",7.40961594618855,3.85621180970295e-59,3.54849547460479e-57
"PRELP","UAP1",7.36555946214703,2.28779964068801e-08,3.65935243020392e-07
"VTCN1","CTTNBP2NL",7.36348619847208,2.96248871817489e-85,4.54962203212143e-83
"TNFAIP6","CCT7",7.34833232203286,5.37050948723457e-11,1.06981866902151e-09
"GATM","TDG",7.30157144030483,4.29386321083531e-110,1.08439129910084e-107
"GPX2","NOS1",7.23980602782992,3.78261414945468e-68,4.1136381341127e-66
"PMEPA1","MRPL27",7.21531617614317,1.05175874585869e-78,1.44881360815892e-76
"AQP8","LINC00609",7.16223150880553,6.75073340209098e-14,1.66961283456067e-12
"TM4SF1","ZNF589",7.12225607225512,6.74119459133192e-169,3.00432572287026e-166
"C1S","LOC101928896",7.11287294712272,2.6267369746452e-71,3.07747962354179e-69
"KIT","TMEM30C",7.09019235910716,9.59841331022414e-05,0.000970473025480803
"RAMP1","NPAS2",7.04593316045398,5.18895899486475e-117,1.43829084139367e-114
"C10orf10","CT47A1",7.04214533811335,2.52599100586876e-97,4.90711534806761e-95
"LOXL2","ZNF12",6.96548377428756,5.74444388439248e-09,9.80221209071746e-08
"ERP27","TIAL1",6.96265954141238,1.3011253294505e-55,1.15520615676095e-53
"CENPF","SYT2",6.95529224607663,8.7361198581439e-05,0.000890817713125853
"MYCT1","NRSN1",6.94391769741174,6.99325035492807e-07,9.69796139824039e-06
"SNAI2","ASNS",6.93256965400106,1.62733399926089e-09,2.90555180433628e-08
"FMOD","UHMK1",6.91040411650821,1.27380827983405e-23,4.87413945999127e-22
"CYGB","OR4F15",6.90498846343006,6.87238245723765e-16,1.87969170722689e-14
"HMGCS2","ACTG1P4",6.86706373360343,1.52237036376329e-27,6.78469725450507e-26
"SASH3","ZNF484",6.86476142653552,0.000452235520356901,0.00404202168391349
"MRC2","LINC01314",6.84904519962506,2.00629042874342e-12,4.47507116338657e-11
"PAMR1","RGAG1",6.81177773043537,3.84687367184651e-06,4.84139488856032e-05
"PPAP2C","ORC6",6.77147122605948,5.15746419982205e-115,1.39552385473518e-112
"CXCL3","PDE6B",6.77115892841961,1.11828371624917e-07,1.67661415479072e-06
"GPX3","NR3C1",6.75619178860494,7.86335158335218e-144,2.79259559590643e-141
"PCK1","PIEZO2",6.74634157731365,1.95981386204063e-10,3.74954623487554e-09
"C6orf58","SERPINB1",6.72465669235141,6.92200397850535e-08,1.0573268039479e-06
"CDH5","SALL2",6.68234339988023,1.99836962110849e-05,0.000226991219980884
"SAMSN1","ADCYAP1",6.6742786240616,1.2399566116198e-05,0.000145048758751963
"BIRC5","LOC101927102",6.67209117471824,3.35441747797589e-08,5.27265247973126e-07
"RRM2","MZT2B",6.65411738547,6.28186710956617e-07,8.74345116554375e-06
"SPON2","TIGIT",6.65230388543156,2.22757351735587e-26,9.51701475112435e-25
"ENPP2","TMEM184A",6.64650274402643,3.10480860501555e-244,2.94038311597493e-241
"LAMA4","ARL14EPL",6.64632539658976,7.33734851138845e-20,2.37564949167163e-18
"TNFAIP2","C12orf77",6.61997392665109,9.14622699013956e-35,5.1203101787902e-33
"CYR61","DIO1",6.59479099116914,4.38404176510463e-63,4.35130503402023e-61
"NUPR1","LRFN5",6.57489985925249,7.20915792832101e-90,1.2320071470136e-87
"COL18A1","MC5R",6.5584016791318,1.57211636165669e-79,2.1788190722009e-77
"VSTM4","RAP2C.AS1",6.54760932589275,2.92904664592611e-13,6.92760678618674e-12
"MKI67","MIR676",6.53606621446029,5.93972455624078e-08,9.1839455400542e-07
"TMEM204","LINC00378",6.53082169865354,4.8458721064991e-13,1.12850232693256e-11
"SLPI","PPP1R27",6.51052051277485,6.28298387231761e-45,4.47667524871181e-43
"P2RY6","ARHGAP36",6.50445153174624,2.82196095334139e-06,3.625797089231e-05
"LAMB3","TNFSF4",6.47456961316442,6.02418287741436e-61,5.75309464793071e-59
"AKR1C2","RP11.87M18.2",6.44223094658804,1.16445369140954e-13,2.82765683248371e-12
"SCG3","ALKBH2",6.43941971505463,2.04347121133738e-257,2.44452932434144e-254
"ABCC8","GLRA4",6.43251779676793,4.5040364259146e-190,2.76681740336791e-187
"MUC3A","LOC285889",6.425949516114,6.98628734932996e-35,3.92077346081285e-33
"GPR116","BAI3",6.37117150522124,1.16874051770335e-09,2.1066061242569e-08
"PLCE1","NDOR1",6.36586903391385,3.04496616879465e-73,3.6618537592875e-71
"ICAM1","LOC102724163",6.3550804891104,9.30010341509672e-36,5.35144431700591e-34
"LTB","DBN1",6.35196070258999,3.13284748359194e-10,5.91416033675757e-09
"CRH","MBLAC1",6.34679796925796,2.58385540162615e-99,5.19720791358944e-97
"PDK4","TCP10L2",6.34127406638488,4.011701919723e-42,2.65063874806349e-40
"MXRA8","FAM87B",6.2948352241969,2.28954108835803e-13,5.44910779029211e-12
"IFITM1","MAGEA11",6.25671805356879,1.26768002767352e-16,3.59714099238346e-15
"RGS4","MUC1",6.22356292457606,1.10499984893523e-176,5.45990034053237e-174
"ANXA3","TBC1D14",6.22330116024017,4.05298869831092e-109,9.80004043871372e-107
"MEG3","GCN1L1",6.12604976186009,7.63815193603137e-96,1.44672962795048e-93
"LAD1","B4GALT3",6.10567000407986,2.51667710959765e-109,6.15070473376828e-107
"GGT5","MISP",6.07378873581384,7.63401237125455e-12,1.63076566904365e-10
"LEFTY1","PRG4",6.04772966583043,4.5746921084233e-11,9.16915140496942e-10
"SDPR","SNRNP200",6.03006266898575,4.61339274811389e-06,5.75509351108017e-05
"CA4","ADAMTS7",6.02855601230781,1.86795774334932e-24,7.35819957514499e-23
"MFAP4","CRTC3",6.02817337928415,0.000630927566481998,0.00549860147951278
"CTSE","SELE",6.0173650446634,4.45104861331835e-28,2.0112899390082e-26
"CTSK","MIR4256",5.99697742914375,7.38349147490396e-12,1.57873356287011e-10
"PCSK1","SDHAP3",5.97112917649642,1.22532128950459e-112,3.27650912813527e-110
"FLRT2","SPSB2",5.94976475966073,4.32970044025189e-98,8.48360011262803e-96
"LDHB","TALDO1",5.94387121981273,1.41649745419067e-126,4.53458741356333e-124
"COL8A1","DAW1",5.91587207880514,3.15463566621804e-06,4.01690274831763e-05
"GPNMB","KHDC1",5.90836576091127,3.15121394724795e-24,1.23489554839653e-22
"FAP","EFR3B",5.8975057088027,1.60819080430279e-212,1.14226777471869e-209
"DPEP1","MIR4706",5.87424304876877,2.01098813898062e-51,1.64416364787376e-49
"SLC4A4","TFG",5.85090565574346,1.27562266018506e-156,4.91417414294005e-154
"CD24","LHX6",5.84978192371759,6.74689401420058e-159,2.78818461906846e-156
"ID1","MIF4GD",5.79839900117359,1.34014834146698e-115,3.66990742809674e-113
"MT2A","SNORD126",5.78739758797338,1.55037114051442e-41,1.01259728887219e-39
"TTR","BRICD5",5.74567421880365,6.59226860103578e-07,9.14747698613811e-06
"PTPRC","LAMC1",5.73449894208096,0.000147244014923682,0.001433280177816
"CALB1","AVL9",5.72669924970883,1.99018300682726e-36,1.17493167693965e-34
"ITGA11","FLJ12825",5.70867251313164,1.75210214561901e-10,3.36631696261830e-09
